,description,id,url,name,profile_image_url,public_metrics,verified,username,protected,location,pinned_tweet_id,entities
1484324199120662532,サブアカウント。web3やCrypto関連中心です。Not financial advice DYOR WAGMI,,,hbkl.x,https://pbs.twimg.com/profile_images/1494097997411405825/7umfHriz_normal.jpg,"{'followers_count': 68, 'following_count': 291, 'tweet_count': 656, 'listed_count': 3}",False,hibikilla30_x,False,,,
744923952456286208,#MSFWIN #OL #BullsNation @hf_dreamcatcher,,,Messa,https://pbs.twimg.com/profile_images/1328385781480763394/yGmuvmFT_normal.jpg,"{'followers_count': 3, 'following_count': 931, 'tweet_count': 835, 'listed_count': 0}",False,Messaaaaaaaaaaa,False,,1085995472349786112,"{'description': {'hashtags': [{'start': 0, 'end': 7, 'tag': 'MSFWIN'}, {'start': 8, 'end': 11, 'tag': 'OL'}, {'start': 12, 'end': 24, 'tag': 'BullsNation'}], 'mentions': [{'start': 25, 'end': 41, 'username': 'hf_dreamcatcher'}]}}"
2389639217,,,,Fuguleo,https://pbs.twimg.com/profile_images/813729127194886144/JnCDn1VX_normal.jpg,"{'followers_count': 12, 'following_count': 96, 'tweet_count': 107, 'listed_count': 0}",False,mfuguleo,False,"Hamburg, Germany",,
23447998,annoying (she/they),,,marianne ✨,https://pbs.twimg.com/profile_images/1221845614436278274/yIhHqORp_normal.jpg,"{'followers_count': 405, 'following_count': 1069, 'tweet_count': 2181, 'listed_count': 1}",False,queerypie,False,"Oslo, Norway",,
611788548,"jaaj q+. 


ESFJ",,,Señor Sol ☀️⁶₆⁷,https://pbs.twimg.com/profile_images/1474549328232566786/6JZm2H45_normal.jpg,"{'followers_count': 147, 'following_count': 569, 'tweet_count': 9988, 'listed_count': 1}",False,NarcissusCapM,False,France,1117535238505234434,
1377199758356348934,A passionate Blue,,,DEBDEB,https://pbs.twimg.com/profile_images/1377220892527194112/lnU8Y95d_normal.jpg,"{'followers_count': 24, 'following_count': 133, 'tweet_count': 2565, 'listed_count': 0}",False,DebDeb41,False,Queensland,,
3069856517,,,,alexaaa,https://pbs.twimg.com/profile_images/1463623435469430789/8i4kyt5y_normal.jpg,"{'followers_count': 305, 'following_count': 96, 'tweet_count': 14836, 'listed_count': 0}",False,alexaaatray,False,,,
1237078098,brain rot city,,,irm // MUSE IN 4 DAYS,https://pbs.twimg.com/profile_images/1513965060271583237/B3ZT_Cg9_normal.jpg,"{'followers_count': 280, 'following_count': 489, 'tweet_count': 108888, 'listed_count': 21}",False,wolstenhoIme,False,26 / sweden / she/her,1173587093349683200,
615020437,,,,ZoeBabes,https://pbs.twimg.com/profile_images/930834262722531328/83crEpx2_normal.jpg,"{'followers_count': 74, 'following_count': 173, 'tweet_count': 527, 'listed_count': 0}",False,ZFarthing,False,,,
847482961,小売社畜。 音ゲ🎧/はいふり🐬/サウナ🧖‍♂️/酒全般🍺/スロット実機所有🎰(まど2、はいふり)/トキオシリーズ🗼ハネモノ全般 33スイスポ(所有)に乗っています。昔絵とかかいてました/シーシャ初心者,,https://t.co/wGOIxhNzr1,のなぁ🐬🍺🧖‍♂️🎰🎧🗼,https://pbs.twimg.com/profile_images/1446039474085920768/Jkl9aAVS_normal.jpg,"{'followers_count': 718, 'following_count': 893, 'tweet_count': 157502, 'listed_count': 47}",False,x_nonacy_x,False,日本のゴッサムシティ,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wGOIxhNzr1', 'expanded_url': 'http://twpf.jp/x_nonacy_x', 'display_url': 'twpf.jp/x_nonacy_x'}]}}"
886480240360534017,artist ?? | he/him | I speak fr/eng here | 16  | razor main :),,,s(ash)a,https://pbs.twimg.com/profile_images/1424855656897601537/BbmrwbkS_normal.jpg,"{'followers_count': 646, 'following_count': 3025, 'tweet_count': 33353, 'listed_count': 7}",False,onyxel_,False,Luxembourg,,
107629848,"행복과 행운, 짝사랑전문, 이성과 감성사이 어딘가, 팔로/언팔은 내 마음대로",,,구경이,https://pbs.twimg.com/profile_images/1509565424694083591/ac2wGjvZ_normal.jpg,"{'followers_count': 772, 'following_count': 663, 'tweet_count': 66443, 'listed_count': 11}",False,D0nghyuny,False,,1180672716979888129,
612881423,🇨🇴🇲🇽☭ | Dua Lipa supremacy | my takes are hot but I am hotter,,,jackie ✨,https://pbs.twimg.com/profile_images/1479553944460406787/gIb_2xHF_normal.jpg,"{'followers_count': 91, 'following_count': 290, 'tweet_count': 15411, 'listed_count': 0}",False,buttmuncher2,False,"Chicago, IL",1480321626604515337,
1005067857351372801,"MD,MSc,PhD Cardiac Cellular EP. A doctor, scientist and modeler. @Unair_Official (BMed/MD) | @UCL_ICS (MSc) | @CARIMMaastricht (PhD) | @sunydownstate (PostDoc)",,https://t.co/WqQ4QmVGEt,Henry Sutanto,https://pbs.twimg.com/profile_images/1226645179118915586/yvy_3N8R_normal.jpg,"{'followers_count': 188, 'following_count': 124, 'tweet_count': 280, 'listed_count': 1}",False,MdSutanto,False,"Brooklyn, New York",1350404653146656768,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WqQ4QmVGEt', 'expanded_url': 'https://orcid.org/0000-0002-5730-2013', 'display_url': 'orcid.org/0000-0002-5730…'}]}, 'description': {'mentions': [{'start': 65, 'end': 80, 'username': 'Unair_Official'}, {'start': 93, 'end': 101, 'username': 'UCL_ICS'}, {'start': 110, 'end': 126, 'username': 'CARIMMaastricht'}, {'start': 135, 'end': 149, 'username': 'sunydownstate'}]}}"
1432044830092185601,,,,Skylar_Sidra,https://pbs.twimg.com/profile_images/1493779045439311877/21afoswI_normal.jpg,"{'followers_count': 0, 'following_count': 19, 'tweet_count': 7, 'listed_count': 0}",False,SkylarSidra,False,"Portland, OR",,
1287822837131214848,"click ↗️
some content is NSFW",,,ℍ𝕒𝕫𝕖𝕞,https://pbs.twimg.com/profile_images/1479620659466616835/BuR9YWC5_normal.jpg,"{'followers_count': 82, 'following_count': 345, 'tweet_count': 14255, 'listed_count': 1}",False,zoomlIzeem,False,"Cairo, Egypt",1478135242120704008,
154208178,,,,Ariel,https://pbs.twimg.com/profile_images/1106631560193806336/QQZiYlWy_normal.png,"{'followers_count': 91, 'following_count': 423, 'tweet_count': 795, 'listed_count': 3}",False,ASisro,False,,664430215091867648,
2283812031,A refugee who hopes to change people’s lives through technology and advocacy.,,,Afrikaan Sahro,https://pbs.twimg.com/profile_images/1251033674977435648/jG_Fy4s4_normal.jpg,"{'followers_count': 759, 'following_count': 1571, 'tweet_count': 3046, 'listed_count': 7}",False,Afrikaanist,False,"Seattle, WA",1251256352145420289,
1046733105409781761,"any pronouns | bennett elo premium | 20.07 
art account: @S0ralo",,,Soralo | op spoilers,https://pbs.twimg.com/profile_images/1513110585222836225/_7xEJGuV_normal.jpg,"{'followers_count': 470, 'following_count': 254, 'tweet_count': 85414, 'listed_count': 12}",False,barszczynka,False,infj,,"{'description': {'mentions': [{'start': 57, 'end': 64, 'username': 'S0ralo'}]}}"
743389751923847168,sišli smo s uma u sjajan dan,,,papak,https://pbs.twimg.com/profile_images/1491876266810740743/JwF1H0tO_normal.jpg,"{'followers_count': 228, 'following_count': 286, 'tweet_count': 21951, 'listed_count': 0}",False,kozji_sir,False,,,
883040147939438592,,,,Gel ama sıkılırsın,https://pbs.twimg.com/profile_images/1515428265833517059/AvbQMMY9_normal.jpg,"{'followers_count': 79, 'following_count': 191, 'tweet_count': 1588, 'listed_count': 0}",False,sutcuimamidil,False,"İstanbul, Türkiye",952804711119446016,
3051749736,社会人。成人済み。放送魂。二次元大好き非リア充です。主に呟く趣味ジャンル:松/カリスマ/艦これ/UTAU/FGOなどなど。詳しくはプロフを見てください。 フォロー/リムーブ/RT/いいね/リプはお気軽にどうぞ。無断転載は禁止です。あんまりフォロバはしません。,,https://t.co/UyhpuLiEsu,シンザキ@DVD交換して,https://pbs.twimg.com/profile_images/1343922273451790336/LMCjCXBI_normal.jpg,"{'followers_count': 55, 'following_count': 82, 'tweet_count': 41746, 'listed_count': 0}",False,shinzaki_COOH,False,普領，水陸の民，凡人,1257613425296896000,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UyhpuLiEsu', 'expanded_url': 'http://twpf.jp/shinzaki_COOH', 'display_url': 'twpf.jp/shinzaki_COOH'}]}}"
2463481230,クソリプ酒クズサバゲーマー。時々料理とゲームそれと便座カバー。ASOBIBA池袋多め #ビールは裏切らない #茅原実里 #内田真礼 #Pokemon剣盾 #スマブラ #にじさんじ #ホロライブ #百鬼あやめ #雪花ラミィ #珠洲ノらめる,,https://t.co/Ite0QHmXt2,カマキリ@paradeは終わらない,https://pbs.twimg.com/profile_images/1518610725203496967/BixUmzRf_normal.jpg,"{'followers_count': 1108, 'following_count': 1300, 'tweet_count': 44923, 'listed_count': 0}",False,Taka_yukI07,False,Otaku,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Ite0QHmXt2', 'expanded_url': 'http://twpf.jp/Taka_yukI07', 'display_url': 'twpf.jp/Taka_yukI07'}]}, 'description': {'hashtags': [{'start': 43, 'end': 53, 'tag': 'ビールは裏切らない'}, {'start': 54, 'end': 59, 'tag': '茅原実里'}, {'start': 60, 'end': 65, 'tag': '内田真礼'}, {'start': 66, 'end': 76, 'tag': 'Pokemon剣盾'}, {'start': 77, 'end': 82, 'tag': 'スマブラ'}, {'start': 83, 'end': 89, 'tag': 'にじさんじ'}, {'start': 90, 'end': 96, 'tag': 'ホロライブ'}, {'start': 97, 'end': 103, 'tag': '百鬼あやめ'}, {'start': 104, 'end': 110, 'tag': '雪花ラミィ'}, {'start': 111, 'end': 118, 'tag': '珠洲ノらめる'}]}}"
1191038191,,,,Delete🗑,https://pbs.twimg.com/profile_images/1496647724594311170/hnKHreHz_normal.jpg,"{'followers_count': 231, 'following_count': 136, 'tweet_count': 5094, 'listed_count': 2}",False,lauradlp__,False,madrid,1115371121203994624,
33446900,,,http://t.co/6zXOWh89UM,BORAY M. BİLİR,https://pbs.twimg.com/profile_images/409807797/ben56_normal.jpg,"{'followers_count': 64, 'following_count': 178, 'tweet_count': 703, 'listed_count': 0}",False,Bor_AY,False,"Turkey, Istanbul",,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/6zXOWh89UM', 'expanded_url': 'http://www.bbdesign.me', 'display_url': 'bbdesign.me'}]}}"
342399149,Dépor. Dave Filoni puto amo,,https://t.co/kAitZ3pVYY,Martín 🛰,https://pbs.twimg.com/profile_images/978215192751419392/6JLk2est_normal.jpg,"{'followers_count': 354, 'following_count': 804, 'tweet_count': 14601, 'listed_count': 5}",False,Lajuu21,False,Culleredo (A Coruña),1242140920260243457,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kAitZ3pVYY', 'expanded_url': 'https://www.instagram.com/lajuu21/', 'display_url': 'instagram.com/lajuu21/'}]}}"
1161157579,Striving for wisdom.,,,Andy Mich,https://pbs.twimg.com/profile_images/1520107688448958464/OgLgUO0s_normal.jpg,"{'followers_count': 117, 'following_count': 348, 'tweet_count': 2526, 'listed_count': 1}",False,MrAndyMich,False,,,
787934334313312256,"✧ i am not ruined, i am ruination ✧ she/they ☽ @icamskiez ♡",,,neptune 💫,https://pbs.twimg.com/profile_images/1469968454039965697/gBpl_P49_normal.jpg,"{'followers_count': 77, 'following_count': 95, 'tweet_count': 9535, 'listed_count': 0}",False,notneptunes,False,dharug country,1375689078675435520,"{'description': {'mentions': [{'start': 47, 'end': 57, 'username': 'icamskiez'}]}}"
445327120,Exit Light,,,El Gato,https://pbs.twimg.com/profile_images/1271150370383974404/fL9QEoRj_normal.jpg,"{'followers_count': 332, 'following_count': 522, 'tweet_count': 6048, 'listed_count': 2}",False,kamaibra,False,254,1059197757783719937,
613705364,no head thoughts takumi & gong jun,,https://t.co/jxYhba9W4s,chloé,https://pbs.twimg.com/profile_images/1477072755606573057/8BxT0puP_normal.jpg,"{'followers_count': 2259, 'following_count': 57, 'tweet_count': 346582, 'listed_count': 9}",False,softaekook,False,she/her | 23,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jxYhba9W4s', 'expanded_url': 'http://bkpp.xn--c6h', 'display_url': 'bkpp.♡'}]}}"
27921693,Christian. Journalist. Isko. Sports hobbyist. Trivia host. Pink. Enabler. Es Mejor Viajando Que Haber Llegado. GCVC. ATT. Lifestyle Asia. He/Him,,https://t.co/ALLoZBA1iO,Jacob Sampayan 🏳️‍🌈,https://pbs.twimg.com/profile_images/1446304345092345860/OwKpuw_M_normal.jpg,"{'followers_count': 880, 'following_count': 542, 'tweet_count': 34685, 'listed_count': 29}",False,Jacs_Do_It,False,Quezon City,1441070963974570003,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ALLoZBA1iO', 'expanded_url': 'http://lifestyleasia.onemega.com', 'display_url': 'lifestyleasia.onemega.com'}]}}"
933066379749679104,✎ . . . 𝐲𝐚 𝐯𝐞𝐫𝐬𝐞 𝐭𝐰𝐨. ∞ | 020819 skz | 010619 bts | fan acc | skz aus in pinned | templates in link,,https://t.co/YLFZNBiF3j,mela |🌼|,https://pbs.twimg.com/profile_images/1290655403567710211/SPaQL4UQ_normal.jpg,"{'followers_count': 2422, 'following_count': 1023, 'tweet_count': 67378, 'listed_count': 43}",False,taeartlix,False,she/her,1377317438270935041,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YLFZNBiF3j', 'expanded_url': 'https://twitter.com/taeartlix/status/1208419899451887618?s=19', 'display_url': 'twitter.com/taeartlix/stat…'}]}}"
338403142,print(''A giant looks in the mirror and sees nothing 🙇'') || Polyglot 🇿🇦🇫🇷🇩🇪🇸🇦🇨🇳 || I.C.E. Stan ⛽ || Engineer 🛠️ || isNerd = TRUE,,,Shí-yì Wang Lei,https://pbs.twimg.com/profile_images/1470350894713782277/ynC8qWxY_normal.jpg,"{'followers_count': 1441, 'following_count': 959, 'tweet_count': 110579, 'listed_count': 19}",False,SirGumbi,False,Shaolin Temple ,1480928625906130949,
394533358,Sueño cumplido!!! Ceip Abanqueiro Top!!,,,CMA,https://pbs.twimg.com/profile_images/1032331781478010880/t0Oplvqf_normal.jpg,"{'followers_count': 116, 'following_count': 516, 'tweet_count': 2542, 'listed_count': 3}",False,alfonsomosco,False,"Corunna, Galicia",766938903735590912,
1346078443717468160,"World Driver's Champion 2021🏆🇳🇱🦁                  
AS12🇧🇷||MV33🇳🇱",,,🇳🇱🦁🏆,https://pbs.twimg.com/profile_images/1445895810424598535/GOFGYqu2_normal.jpg,"{'followers_count': 169, 'following_count': 419, 'tweet_count': 2090, 'listed_count': 1}",False,BravooTomii,False,Make America Great Again,1520283200735440896,
44955232,"Married, mom, avid reader. Love to crochet & garden but eating out & going to movies is on hold. Still arguing. Voted Democrat since 1976. My dog keeps me sane.",,,❤️ 🐶 Vaccinated and boostered and still 😷,https://pbs.twimg.com/profile_images/1475235899394990084/9EeNXGkX_normal.jpg,"{'followers_count': 329, 'following_count': 796, 'tweet_count': 10779, 'listed_count': 1}",False,tchayes27,False,Kansas,,
7177992,"Senior Knowledge AQI Specialist, previously Agile Scrum Lead thingy, Intranet, Writer. Telstra. Proud that my avatar was drawn by the brilliant @firstdogonmoon",,https://t.co/22fGOX1kTg,retrogrrl,https://pbs.twimg.com/profile_images/2916582201/ea3702560a7a20d19cfe0222edfb8943_normal.jpeg,"{'followers_count': 1181, 'following_count': 462, 'tweet_count': 48786, 'listed_count': 97}",False,retrogrrl,False,Melbourne,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/22fGOX1kTg', 'expanded_url': 'https://www.linkedin.com/in/wendyphillips/', 'display_url': 'linkedin.com/in/wendyphilli…'}]}, 'description': {'mentions': [{'start': 144, 'end': 159, 'username': 'firstdogonmoon'}]}}"
257565397,"Solution/Technical Architect, troubleshooter.

Likes permaculture, infosec(ish), bad jokes, Tranmere Rovers.

https://t.co/lsbkLADQkc",,https://t.co/9u4as4NApQ,David Penfold 🌳 🌻 🌳,https://pbs.twimg.com/profile_images/1328102539942825988/ZWP5b8zx_normal.jpg,"{'followers_count': 626, 'following_count': 133, 'tweet_count': 42439, 'listed_count': 129}",False,PenfoldDavid,False,Up a French mountain,1328058128676642821,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9u4as4NApQ', 'expanded_url': 'http://penfold.fr', 'display_url': 'penfold.fr'}]}, 'description': {'urls': [{'start': 110, 'end': 133, 'url': 'https://t.co/lsbkLADQkc', 'expanded_url': 'http://mastodon.social/@davep', 'display_url': 'mastodon.social/@davep'}]}}"
590962451,*Sigh*,,https://t.co/WmcPhXw2hc,Dina,https://pbs.twimg.com/profile_images/1494621071475187717/olSgC5Kl_normal.jpg,"{'followers_count': 543, 'following_count': 488, 'tweet_count': 7784, 'listed_count': 0}",False,dinamostafa97,False,"Alexandria, Egypt ",893953628117053440,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WmcPhXw2hc', 'expanded_url': 'https://instagram.com/dina_e_mostafa?utm_medium=copy_link', 'display_url': 'instagram.com/dina_e_mostafa…'}]}}"
103536589,ぐもにんの人、ぷっしろ応援団、堀込兄弟推し、ラジオ好き、ラクガキ(@dzu1987beta) プレイ中→テトリス99、FGO(@dzu1987gamma)、FitBoxing2、ポケモンBD、リングフィット、deltarune、Fate/sn,,,づっ子,https://pbs.twimg.com/profile_images/1002670730314543104/CxUeI7w-_normal.jpg,"{'followers_count': 658, 'following_count': 899, 'tweet_count': 55636, 'listed_count': 0}",False,dzu1987,False,米百俵シティ,1358018887388864512,"{'description': {'mentions': [{'start': 33, 'end': 45, 'username': 'dzu1987beta'}, {'start': 63, 'end': 76, 'username': 'dzu1987gamma'}]}}"
15892547,"Inclusive Wiccan, author. Anti-racist, anti-fascist, pro-EU. Solidarity with First Nations. Immigrated to Canada from UK in 2018. They/them. Married.",,https://t.co/ZzFF7OPTzB,𝕐𝕧𝕠𝕟𝕟𝕖 𝔸𝕓𝕦𝕣𝕣𝕠𝕨 🌻,https://pbs.twimg.com/profile_images/1398726193432694790/u7O4Xbk3_normal.jpg,"{'followers_count': 3546, 'following_count': 3276, 'tweet_count': 68234, 'listed_count': 118}",False,vogelbeere,False,Anishinaabe/Hodinohshó:ni land,1409138914334543882,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZzFF7OPTzB', 'expanded_url': 'https://linktr.ee/vogelbeere', 'display_url': 'linktr.ee/vogelbeere'}]}}"
1074442086630473729,I don't know how to use twitter and at this point I'm too afraid to ask.,,,study war no more,https://pbs.twimg.com/profile_images/1108026562908209152/6aZqqPZ-_normal.png,"{'followers_count': 16, 'following_count': 23, 'tweet_count': 695, 'listed_count': 0}",False,nopeitsoak,False,"England, United Kingdom",,
715143750964678656,"| What we do in life, Echoes in Eternity | 

| Games | Manga & Anime | Movies | Travel | Photo | Music | Coding & GFX |",,https://t.co/HPxbnHVvEo,🌚 ๓คคr tēຖ 🌚 | 🅵🅱🅵🅴 | 🇪🇺 | 🌱 | 🌐,https://pbs.twimg.com/profile_images/1502678949570265092/wElDCCic_normal.jpg,"{'followers_count': 1101, 'following_count': 3888, 'tweet_count': 43325, 'listed_count': 12}",False,Maar627846368,False,San Junipero,1279119329112592384,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HPxbnHVvEo', 'expanded_url': 'https://equipboard.com/psion', 'display_url': 'equipboard.com/psion'}]}}"
273940282,Seller of wine & good times.,,,Lula,https://pbs.twimg.com/profile_images/1521386451900026880/OWLS7mzs_normal.jpg,"{'followers_count': 38, 'following_count': 148, 'tweet_count': 1581, 'listed_count': 6}",False,TallulahJean_,False,"Andalusia, Spain",,
109636873,,,https://t.co/ACQi16oeEn,Rajesh Nair,https://pbs.twimg.com/profile_images/874965115954528256/6GEgvGR7_normal.jpg,"{'followers_count': 124, 'following_count': 303, 'tweet_count': 2886, 'listed_count': 67}",False,rajesh__nair,False,"Gothenburg, Sweden",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ACQi16oeEn', 'expanded_url': 'https://about.me/rajesh.nair', 'display_url': 'about.me/rajesh.nair'}]}}"
1248023491078696963,Happy Dad/Passionate about solving problems/a good listener/ Puzzles & Trivia/Proudly Vaccinated,,,Kevin Hanson🇺🇦,https://pbs.twimg.com/profile_images/1506221961088839684/ORpNmKTE_normal.jpg,"{'followers_count': 21, 'following_count': 85, 'tweet_count': 121, 'listed_count': 0}",False,HSEkevin7,False,"Chattanooga, TN",,
53880993,Returned Australian volunteer #ruraldoc #SDoH @SydHealthEthics #publichealth #LGBT+ #socialjustice,,,Kimberley Ivory,https://pbs.twimg.com/profile_images/834602120183623680/7A9V-AZ__normal.jpg,"{'followers_count': 870, 'following_count': 1852, 'tweet_count': 9830, 'listed_count': 0}",False,kaydeeye,False,"Orange, New South Wales",,"{'description': {'hashtags': [{'start': 30, 'end': 39, 'tag': 'ruraldoc'}, {'start': 40, 'end': 45, 'tag': 'SDoH'}, {'start': 63, 'end': 76, 'tag': 'publichealth'}, {'start': 77, 'end': 82, 'tag': 'LGBT'}, {'start': 84, 'end': 98, 'tag': 'socialjustice'}], 'mentions': [{'start': 46, 'end': 62, 'username': 'SydHealthEthics'}]}}"
318788103,"Educator, reader, learner, expander of e-horizons, fully vaxxed, challenging myself and others, lesbian, cook, paddle-boarder, rugby fan. 🌈😎 She/Her",,,Raewyn Donnell,https://pbs.twimg.com/profile_images/522662363200114688/mftQaQmR_normal.jpeg,"{'followers_count': 469, 'following_count': 278, 'tweet_count': 6574, 'listed_count': 37}",False,RaewynDonnell,False,Auckland,,
1886357054,👩‍🎓⚛️❄️🔬☢️🧬,,,su,https://pbs.twimg.com/profile_images/1517220480989777921/ZUWptogv_normal.jpg,"{'followers_count': 39, 'following_count': 397, 'tweet_count': 3671, 'listed_count': 1}",False,su_phys,False,"İstanbul, Türkiye",,
113759746,"怪しい自営業と、まじめな仕事をしてます。どちらも同じ人物。
ROCKとModsをこよなく愛する。ロニーレインと違って愛してはいるが愛されていないかも。
あとマイケルJフォックスがHEROです。それからゾンビ映画が大好物。
アセロラとラランジーニャならラランジーニャがいいね。",,,Alex Ho,https://pbs.twimg.com/profile_images/1186206578908598273/77knPvp0_normal.jpg,"{'followers_count': 128, 'following_count': 484, 'tweet_count': 6429, 'listed_count': 7}",False,COSTA20468561,False,あなたの心の中,1170275135846137856,
295212324,🌎🌍,,,B.,https://pbs.twimg.com/profile_images/1521614594577469441/aSDLiwjc_normal.jpg,"{'followers_count': 657, 'following_count': 727, 'tweet_count': 13309, 'listed_count': 3}",False,kmnlr,False,,1335702968071491584,
2980949780,"Physiotherapist Researcher connecting Neuro/MSK, Spine/Spinal Cord, brain/body, research/clinical expertise. Personal Acct: my views. She/her 🏳️‍🌈 #Ally",,https://t.co/UWDp3CnJpm,"Maya Panisset, MSPT, PhD",https://pbs.twimg.com/profile_images/1516057180704632832/InKLRxsG_normal.jpg,"{'followers_count': 714, 'following_count': 2684, 'tweet_count': 5400, 'listed_count': 12}",False,DrMayaPanisset,False,Melbourne,1487197904758476801,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UWDp3CnJpm', 'expanded_url': 'https://orcid.org/0000-0002-8353-4061', 'display_url': 'orcid.org/0000-0002-8353…'}]}, 'description': {'hashtags': [{'start': 147, 'end': 152, 'tag': 'Ally'}]}}"
251321411,Cogito ergo sum,,http://t.co/dcOXDtjZsc,Cengiz Onder,https://pbs.twimg.com/profile_images/785164931423473665/taIPP7tN_normal.jpg,"{'followers_count': 46, 'following_count': 222, 'tweet_count': 348, 'listed_count': 0}",False,cpuan,False,Istanbul,,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/dcOXDtjZsc', 'expanded_url': 'http://www.cengizonder.com', 'display_url': 'cengizonder.com'}]}}"
1517264817387675651,My daily Wordle stats.,,,Huan,https://pbs.twimg.com/profile_images/1517273660222017536/HzXgWLk8_normal.jpg,"{'followers_count': 1, 'following_count': 4, 'tweet_count': 13, 'listed_count': 0}",False,HuanhuanWordle,False,,,
1167327059586076673,"#ThunderUp | Reggie Jackson, Scottie Barnes, Sengun, Baby Keem, and Cudi fan | NBA Free Agent | Solo Leveling GOAT",,,Lindt,https://pbs.twimg.com/profile_images/1511322312913690632/Wim4iLB1_normal.jpg,"{'followers_count': 259, 'following_count': 436, 'tweet_count': 12795, 'listed_count': 0}",False,bootleglindt,False,Around,1511018693077184519,"{'description': {'hashtags': [{'start': 0, 'end': 10, 'tag': 'ThunderUp'}]}}"
437226549,"🍀.♍.🐎rider. NJERD. Punk,grunge,indie,psych,goth🎸 Jillofalltrades.🍄.Attached. Bi.She/her.🏳️‍🌈🏳️‍⚧.Nurses Unite! (not against each other 🙄)",,,"Beck (Hela) BSN-RN, PHN 🖤💀💉 👀",https://pbs.twimg.com/profile_images/1518690355125702656/RzNS-0Iu_normal.jpg,"{'followers_count': 1054, 'following_count': 1404, 'tweet_count': 29799, 'listed_count': 0}",False,caughtUHequina,False,Land of Entrapment ,1510291104624623621,
2990988316,,,,andrea,https://pbs.twimg.com/profile_images/1461043654202740740/lZb7cdLP_normal.jpg,"{'followers_count': 271, 'following_count': 560, 'tweet_count': 8790, 'listed_count': 0}",False,Andrea_AFR16,False,"Buenos Aires, Argentina",1517265680214622208,
224033486,Neurotic screenwriter extraordinaire,,,Eoghan McQ,https://pbs.twimg.com/profile_images/1517228779852156930/9APwI8qa_normal.jpg,"{'followers_count': 692, 'following_count': 926, 'tweet_count': 9033, 'listed_count': 5}",False,eoghanmcq,False,"Dublin City, Ireland",,
547994013,"*-¿Fumas? +Pero sólo no me sienta muy bien. -Toma aliñale. 
*Sin pedirle nada a cambio, al diablo mi alma le di. 
*Intento de química",,,Portgas D.,https://pbs.twimg.com/profile_images/703356980593823744/L8ly8Eht_normal.jpg,"{'followers_count': 327, 'following_count': 310, 'tweet_count': 14042, 'listed_count': 3}",False,OG_claracalero,False,Naboo,659402518154317826,
15424118,She/her. INFP-T. Evil herbivore. Crazy cat lady. Emotional maelstrom who wants to save the world.,,,Betta Splendens 🥔,https://pbs.twimg.com/profile_images/1425418362729996290/cHy1Y5gG_normal.jpg,"{'followers_count': 517, 'following_count': 757, 'tweet_count': 5982, 'listed_count': 0}",False,LisaBettaAlMare,False,,1023508844297768960,
29239671,"Associate Prof of Great Books @stthomasu. Tweets about liberal arts teaching, Literature & Politics, esp. Shakespeare. He/him. Great Books Prof on YouTube.👇",,https://t.co/RMuOGsXKf5,Andrew Moore,https://pbs.twimg.com/profile_images/1262450359441686531/pCtMRg2a_normal.jpg,"{'followers_count': 712, 'following_count': 1186, 'tweet_count': 5213, 'listed_count': 5}",False,andrewjmoore,False,,981958392850927616,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RMuOGsXKf5', 'expanded_url': 'https://www.youtube.com/GreatBooksProf', 'display_url': 'youtube.com/GreatBooksProf'}]}, 'description': {'mentions': [{'start': 30, 'end': 40, 'username': 'stthomasu'}]}}"
1198711129628971010,hasbinallah ve millet vekili,,https://t.co/2VUJjiBBnS,zamkagaci,https://pbs.twimg.com/profile_images/1457690026192654347/nnk-sbwU_normal.jpg,"{'followers_count': 239, 'following_count': 169, 'tweet_count': 2930, 'listed_count': 0}",False,justtaqla,False,eigenwelt,1340424249945845764,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2VUJjiBBnS', 'expanded_url': 'https://youtu.be/akeW95X3d6g', 'display_url': 'youtu.be/akeW95X3d6g'}]}}"
