,location,name,protected,url,verified,public_metrics,description,profile_image_url,username,id,entities,pinned_tweet_id
20307719,"ÜT: 45.436308,-75.614597",Dan,False,https://t.co/c8ErA6rAcE,False,"{'followers_count': 871, 'following_count': 692, 'tweet_count': 35612, 'listed_count': 58}","IT karma man, running, snowboard! Active life with my girls, with a ❤️ condition! #TeamNuun ambassador",https://pbs.twimg.com/profile_images/1351028772380831750/hGHQP3Pc_normal.jpg,ottpak,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/c8ErA6rAcE', 'expanded_url': 'http://februaryisheartmonth.ca', 'display_url': 'februaryisheartmonth.ca'}]}, 'description': {'hashtags': [{'start': 82, 'end': 91, 'tag': 'TeamNuun'}]}}",1354734271647408128
748593048,"Vancouver, British Columbia",JD in Coquitlam,False,,False,"{'followers_count': 128, 'following_count': 69, 'tweet_count': 22023, 'listed_count': 8}","Canucks, BC Lions, Whitecaps, Arsenal, '49ers fan. Have been known to cheer for the Bluejays. #atheist #nerd",https://pbs.twimg.com/profile_images/737961136054665218/SREB9kS__normal.jpg,JaonsVan,,"{'description': {'hashtags': [{'start': 94, 'end': 102, 'tag': 'atheist'}, {'start': 103, 'end': 108, 'tag': 'nerd'}]}}",1507537033517887489
264561188,"Cobden, IL",Thomas VanOosting,False,,False,"{'followers_count': 12245, 'following_count': 291, 'tweet_count': 14925, 'listed_count': 158}","Composer for films, ads, and games. Mostly orchestral.
https://t.co/uunrJMUNL4",https://pbs.twimg.com/profile_images/1286016338/musicinmind_logo_2_normal.jpg,musicinmind3,,"{'description': {'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/uunrJMUNL4', 'expanded_url': 'https://www.pond5.com/artist/musicinmind3#1/2064', 'display_url': 'pond5.com/artist/musicin…'}]}}",1331636464052998145
1344845996,,Sandy Ayres,False,,False,"{'followers_count': 325, 'following_count': 407, 'tweet_count': 6779, 'listed_count': 0}",Twitter lurker.,https://pbs.twimg.com/profile_images/1255883167203856385/mv63bK9N_normal.jpg,Sandy_Ayres,,,1435972755938111489
112733987,,Steve Couch,False,,False,"{'followers_count': 81, 'following_count': 218, 'tweet_count': 384, 'listed_count': 1}","The older I get, the better I was.",https://pbs.twimg.com/profile_images/794301664916160512/yUyI7NBn_normal.jpg,SCouch7881,,,
1516096270061944834,she/they/he,Luna,False,,False,"{'followers_count': 2, 'following_count': 61, 'tweet_count': 129, 'listed_count': 0}",23yo | 🔞 | until we make our plan. to run,https://pbs.twimg.com/profile_images/1516096456763002887/D9Ft5pqP_normal.png,scamandrius,,,1516616823277559812
62872377,"West Monroe, LA",Scott Yoshonis,False,https://t.co/ZIJ0soFXNw,False,"{'followers_count': 912, 'following_count': 3402, 'tweet_count': 17331, 'listed_count': 39}","Editor, foodie, soccer lover, manic Spartan. Former Michigander in Louisiana, love me some NOLA. He/him.",https://pbs.twimg.com/profile_images/669316515754323969/sjnzVLfS_normal.jpg,ScottYoshonis,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZIJ0soFXNw', 'expanded_url': 'https://www.thenewsstar.com', 'display_url': 'thenewsstar.com'}]}}",
388003893,"Bronx, NY",Samuel AKA Khabib woulda been 29-1,False,,False,"{'followers_count': 504, 'following_count': 1921, 'tweet_count': 28446, 'listed_count': 11}","#Politics #Sports #Spades I honestly don’t mean to piss people off, it’s a blessing and a curse.
If you worship politicians I'm not your guy.",https://pbs.twimg.com/profile_images/1371848841754972160/_hm2xfPL_normal.jpg,SamMMAFanBronx,,"{'description': {'hashtags': [{'start': 0, 'end': 9, 'tag': 'Politics'}, {'start': 10, 'end': 17, 'tag': 'Sports'}, {'start': 18, 'end': 25, 'tag': 'Spades'}]}}",1496835041355341825
263944285,,MDC,False,,False,"{'followers_count': 92, 'following_count': 327, 'tweet_count': 10412, 'listed_count': 5}",I have a beard. I hate socks. Go Tigers! https://t.co/aoQNY9SUOH,https://pbs.twimg.com/profile_images/824327529414754305/TbP-i9rI_normal.jpg,TekJansen,,"{'description': {'urls': [{'start': 41, 'end': 64, 'url': 'https://t.co/aoQNY9SUOH', 'expanded_url': 'http://ourwordforit.blogspot.com/', 'display_url': 'ourwordforit.blogspot.com'}]}}",
2787507478,,Sue Robertson 💙💛,False,,False,"{'followers_count': 859, 'following_count': 1584, 'tweet_count': 27709, 'listed_count': 25}","😃loving NE England, history, maps, horses and all things that fly 🚀🛰✈️☁️🦉🦆🕊🐝",https://pbs.twimg.com/profile_images/1061768244313370626/JCs1__nf_normal.jpg,sue_robertson7,,,718335005177589761
162454101,Málaga,AJ Cordón P.,False,,False,"{'followers_count': 269, 'following_count': 303, 'tweet_count': 2336, 'listed_count': 2}","No era mi plan de vida, pero ya llevo 31 años en Málaga y en el CSIC, disfrutando y sufriendo, que así es la vida. No tengo nada que ver con el Betis.",https://pbs.twimg.com/profile_images/1408700257244954625/RMA7HBvt_normal.jpg,AntonioCordon,,,
60435953,,Kevin Munns,False,http://t.co/4FGnq7JUC7,False,"{'followers_count': 24, 'following_count': 203, 'tweet_count': 65, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/628713493722591233/ezWkopj__normal.jpg,kwoolfm,,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/4FGnq7JUC7', 'expanded_url': 'http://kevin-munns.com', 'display_url': 'kevin-munns.com'}]}}",
2203497702,,Moehoffenstein,False,,False,"{'followers_count': 331, 'following_count': 574, 'tweet_count': 18869, 'listed_count': 0}","O Lost, and by the wind grieved, ghost, come back again.",https://pbs.twimg.com/profile_images/378800000762572212/667afd5ecc6ef82a7b9bcbfb1bcb1c4f_normal.jpeg,Moehoffenstein,,,
837132791703810048,"Falmouth, MA",JavierTF 🇺🇦,False,,False,"{'followers_count': 764, 'following_count': 687, 'tweet_count': 26529, 'listed_count': 7}","(Francisco) Javier Thayer Fábrega. @JavierThayer. Clave pública: 3072R/EEA5125A 
Huella digital:
0736 BEC3 C2FC 21E3 F1A0  7D5F 0C9C 70B8 EEA5 125A",https://pbs.twimg.com/profile_images/1352107996600545283/L3B4tfn7_normal.jpg,ResisteUSA,,"{'description': {'mentions': [{'start': 35, 'end': 48, 'username': 'JavierThayer'}]}}",
16649478,"Little Witch, Kansas",Marti Bradley,False,,False,"{'followers_count': 55, 'following_count': 304, 'tweet_count': 732, 'listed_count': 1}","Empathetic badass, Rock and Roll queen, CFO, Energy Intuitive, Wife, Mom, Glamma... WTF am I doing in Kansas????",https://pbs.twimg.com/profile_images/679861833214210049/GLZCShqd_normal.jpg,MKBradley,,,
1884985542,In the shade of Mt. Moon,スコーバン 🍑 Skoooooban,False,https://t.co/UXPCX2zSBE,False,"{'followers_count': 1014, 'following_count': 475, 'tweet_count': 49372, 'listed_count': 16}","ただのおとももち。
時々アイドルに関することを英訳をする。
Otomomochi.
I read magazines on weekends.",https://pbs.twimg.com/profile_images/1433071665731096578/ABatUGZW_normal.jpg,realskoban,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UXPCX2zSBE', 'expanded_url': 'http://sugoiyabai.wordpress.com', 'display_url': 'sugoiyabai.wordpress.com'}]}}",1163006235148312577
965317712,"Norfolk, VA",Chris Handsome,False,,False,"{'followers_count': 1937, 'following_count': 1552, 'tweet_count': 68960, 'listed_count': 6}",CNU Alum 🏈👨🏽‍🎓 keep it playa at all times 🏁 Legends never die 🙇🏽‍♂️,https://pbs.twimg.com/profile_images/1492712836824551426/boaBa-Bx_normal.jpg,J3FE_,,,1123248807255445504
4657037188,,Yosh,False,,False,"{'followers_count': 856, 'following_count': 686, 'tweet_count': 15222, 'listed_count': 13}",,https://pbs.twimg.com/profile_images/1348021792871481346/UIR2hkOT_normal.jpg,Yosh_jn,,,
332300381,Guerneville,My alter ego's ego posts here 🐍🏝️,False,,False,"{'followers_count': 49, 'following_count': 298, 'tweet_count': 2399, 'listed_count': 0}",Avoiding followers. You are likely here by accident,https://pbs.twimg.com/profile_images/1496134878320017417/LjNz3PW2_normal.jpg,foobarnum,,,
7116372,India,Vivek,False,,False,"{'followers_count': 431, 'following_count': 683, 'tweet_count': 42732, 'listed_count': 76}","Stay in the moment, here & now. 

Tweets are personal.",https://pbs.twimg.com/profile_images/1332590377610579969/OfxP8DLO_normal.jpg,vevck,,,872541569554956288
153133366,"Las Vegas, NV",Amy Kaplan,False,https://t.co/CAVDMpWOXs,True,"{'followers_count': 9677, 'following_count': 4959, 'tweet_count': 94053, 'listed_count': 153}","✍🏻 | 📸 | 🎥 | 🎙️ @fansidedMMA 
☘️ Cooper Gibson Forever 
""Swiss Army Woman of fight coverage"" - Bumble guy 
Unapologetic #Bravo Superfan",https://pbs.twimg.com/profile_images/1482928313102331906/QEn2d-Gx_normal.jpg,PhotoAmy33,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CAVDMpWOXs', 'expanded_url': 'https://linktr.ee/photoamy33', 'display_url': 'linktr.ee/photoamy33'}]}, 'description': {'hashtags': [{'start': 120, 'end': 126, 'tag': 'Bravo'}], 'mentions': [{'start': 16, 'end': 28, 'username': 'fansidedMMA'}]}}",
20536186,South West Of England,Jonny,False,,False,"{'followers_count': 940, 'following_count': 1321, 'tweet_count': 21786, 'listed_count': 2}","I Love Food, Beer, My Children, My Wife & United. Living The Life Today As We May Not Be Here Tomorrow. Glory Hunting Since 1968 #MUFC #BTC #Crypto No DM’s",https://pbs.twimg.com/profile_images/1468493012955189250/Nsh6KTGR_normal.jpg,j0nnyb0y,,"{'description': {'hashtags': [{'start': 129, 'end': 134, 'tag': 'MUFC'}, {'start': 135, 'end': 139, 'tag': 'BTC'}, {'start': 140, 'end': 147, 'tag': 'Crypto'}]}}",
1596644077,,Lois Bowers,False,https://t.co/k9yIK3K8DD,False,"{'followers_count': 4537, 'following_count': 5000, 'tweet_count': 15316, 'listed_count': 140}",Editor for @_McKnightsSL. #seniorliving #assistedliving #memorycare #RCFE #CCRC #lifeplancommunity Tweets are mine. RT/MT/F ≠ endorsement. she/her.,https://pbs.twimg.com/profile_images/943559338106351616/8L6Lal4G_normal.jpg,Lois_Bowers,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/k9yIK3K8DD', 'expanded_url': 'http://www.McKnightsSeniorLiving.com', 'display_url': 'McKnightsSeniorLiving.com'}]}, 'description': {'hashtags': [{'start': 26, 'end': 39, 'tag': 'seniorliving'}, {'start': 40, 'end': 55, 'tag': 'assistedliving'}, {'start': 56, 'end': 67, 'tag': 'memorycare'}, {'start': 68, 'end': 73, 'tag': 'RCFE'}, {'start': 74, 'end': 79, 'tag': 'CCRC'}, {'start': 80, 'end': 98, 'tag': 'lifeplancommunity'}], 'mentions': [{'start': 11, 'end': 24, 'username': '_McKnightsSL'}]}}",731603118337622017
535685335,So Cal,Nathan Winn,False,,False,"{'followers_count': 83, 'following_count': 568, 'tweet_count': 1146, 'listed_count': 6}",Callaway Professional Staff member,https://pbs.twimg.com/profile_images/476707174551261184/mEtNLDpe_normal.jpeg,NathanWinnPGA,,,
13645602,"Nashville, TN",Asheley,False,https://t.co/wa5h5tAzmn,False,"{'followers_count': 589, 'following_count': 1153, 'tweet_count': 7274, 'listed_count': 17}",Just what it looks like for me :),https://pbs.twimg.com/profile_images/1266756239159177223/_Iwwoog2_normal.jpg,asheleybg,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wa5h5tAzmn', 'expanded_url': 'https://www.youtube.com/c/WillbyAsh', 'display_url': 'youtube.com/c/WillbyAsh'}]}}",
1268526940236939264,,Zar López,False,,False,"{'followers_count': 12, 'following_count': 72, 'tweet_count': 346, 'listed_count': 0}","Técnico en Farmacia y parafarmacia.



















Largos días y gratas noches. 
03",https://pbs.twimg.com/profile_images/1424814486926548999/l4cYgKsl_normal.jpg,Zar_lop,,,1269734355112517632
1672139160,🐦,Ashwin,False,https://t.co/m4DU698Ayd,False,"{'followers_count': 43, 'following_count': 421, 'tweet_count': 421, 'listed_count': 0}",Complexity - O(∞),https://pbs.twimg.com/profile_images/1318358986907897858/2vZUaPCR_normal.jpg,recursiveFun,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/m4DU698Ayd', 'expanded_url': 'http://www.ashwinvenkat.com', 'display_url': 'ashwinvenkat.com'}]}}",
18079988,Atlanta by way of Chicago,Eric Marsh,False,,False,"{'followers_count': 327, 'following_count': 317, 'tweet_count': 8453, 'listed_count': 24}","Cubs, Braves and Bears fan living in Atlanta. Work for a non profit doing SEO and digital marketing",https://pbs.twimg.com/profile_images/567331364924432385/IV7Yx5zy_normal.jpeg,emarsh76,,,
34111322,"ÜT: 41.175906,-73.159724",Yvette V.,False,https://t.co/0T8ffQvwHX,False,"{'followers_count': 162, 'following_count': 353, 'tweet_count': 2314, 'listed_count': 3}","#TeamMonaRabiosa forever my Princess Nayelis 💛 Mommy. Wife. Friend. Avid reader. Living with faith, strength and love. 💕",https://pbs.twimg.com/profile_images/1506293840277352451/rRFKzQ4c_normal.jpg,yvelez04,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0T8ffQvwHX', 'expanded_url': 'http://yvelez04.blogspot.com/', 'display_url': 'yvelez04.blogspot.com'}]}, 'description': {'hashtags': [{'start': 0, 'end': 16, 'tag': 'TeamMonaRabiosa'}]}}",
164718669,"Rancho Santa Margarita, CA",Mark Coxon CTS-D CTS-I,False,https://t.co/BIFIgQBik6,False,"{'followers_count': 6436, 'following_count': 4632, 'tweet_count': 82416, 'listed_count': 167}","Humans are better than Tech. Future TED Talk Speaker. Xennial AV Pro bridging digital gaps. Teach Muay Thai, do Krav. @avisplinfo https://t.co/RkFNzgewpk",https://pbs.twimg.com/profile_images/1493733669311115269/quDOWozT_normal.jpg,AVPhenom,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BIFIgQBik6', 'expanded_url': 'http://linkedin.com/in/markcoxon2', 'display_url': 'linkedin.com/in/markcoxon2'}]}, 'description': {'urls': [{'start': 130, 'end': 153, 'url': 'https://t.co/RkFNzgewpk', 'expanded_url': 'http://markcoxon.com', 'display_url': 'markcoxon.com'}], 'mentions': [{'start': 118, 'end': 129, 'username': 'avisplinfo'}]}}",
955206549873549313,,callie ☀️,False,,False,"{'followers_count': 26, 'following_count': 13, 'tweet_count': 90, 'listed_count': 0}",summer queens with daisy crowns 👑,https://pbs.twimg.com/profile_images/1521094423806947331/vibIfDWl_normal.jpg,sundaizy1,,,1521134500046151680
72725556,,Tim Kernan,False,,False,"{'followers_count': 4, 'following_count': 22, 'tweet_count': 112, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,JTKernan,,,
537306282,,X-Tammy Fotty💙🧡💙🧡,False,,False,"{'followers_count': 227, 'following_count': 462, 'tweet_count': 7202, 'listed_count': 0}",Just me being me :),https://pbs.twimg.com/profile_images/1517711864347561984/U7Hz2P6P_normal.jpg,TammyFotty,,,
311223757,Villa Acero,Poeta García Madero,False,https://t.co/GGIKQ5AenP,False,"{'followers_count': 232, 'following_count': 380, 'tweet_count': 45461, 'listed_count': 3}","si he de vivir que sea sin timón y en el delirio

materialismo histórico / gestor cultural",https://pbs.twimg.com/profile_images/1502869529612861440/68LX-I5e_normal.jpg,tremulocorazon,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GGIKQ5AenP', 'expanded_url': 'http://porquestoytristehoy.wordpress.com', 'display_url': 'porquestoytristehoy.wordpress.com'}]}}",1343319196516687881
938159210973589504,"Texas, USA",TheDragonSaver,False,,False,"{'followers_count': 26, 'following_count': 36, 'tweet_count': 2892, 'listed_count': 0}",Superhero/Modern Fantasy Writer. Dragons are the best!,https://pbs.twimg.com/profile_images/1166124125112455178/iQVIQKTO_normal.jpg,TidalVex,,,1475476029003255809
189505857,Spain,Babs,False,,False,"{'followers_count': 83, 'following_count': 83, 'tweet_count': 7857, 'listed_count': 3}",'87 // 女,https://pbs.twimg.com/profile_images/1518214482258014211/85CxCaMz_normal.jpg,_baileva_,,,1489953138874494976
1037691636,,Matt Travis,False,,False,"{'followers_count': 30, 'following_count': 781, 'tweet_count': 776, 'listed_count': 1}",Unfollowable,https://pbs.twimg.com/profile_images/1509700249828352004/VnaJtE3C_normal.jpg,goateegolferMT,,,924653157837410312
1394664265517207554,,GV Bad Boy,False,,False,"{'followers_count': 357, 'following_count': 995, 'tweet_count': 3132, 'listed_count': 1}",Peter principle champion.,https://pbs.twimg.com/profile_images/1394665013785202693/OmNos2UT_normal.jpg,bad_gv,,,
53329272,小路のそば,りゅーあ,False,,False,"{'followers_count': 265, 'following_count': 486, 'tweet_count': 30015, 'listed_count': 7}",幸せのもと：紅茶・日本茶・中国茶/万年筆・インク/ゲーム/音楽/クラリネット/うさぎ/バラ/fgo/宝塚/永遠のご贔屓：朝夏まなとさん/VAPE,https://pbs.twimg.com/profile_images/3542162004/58fab4d9ad19d5656e83c5a170ab12c7_normal.jpeg,ricercare,,,
1729295515,,cowboycas at sea🏴‍☠️ 🌈💚💙,False,,False,"{'followers_count': 170, 'following_count': 620, 'tweet_count': 15822, 'listed_count': 3}","DeanCas Brainrot 24/7 //
OFMD enthusiast
he/they // 
bi 🏳️‍🌈 //
certified dad //
27",https://pbs.twimg.com/profile_images/1476999656848691201/QbifKxPr_normal.jpg,cosmiccowboy_tm,,,1507301945161179152
1396469258100428804,"Kuala Lumpur City, Kuala Lumpu",Middy_Dzariff,False,,False,"{'followers_count': 423, 'following_count': 502, 'tweet_count': 20198, 'listed_count': 0}",40s..KL..ehh || let’s talk!!Me kadang2 annoying.clingy.manja.nak cuddle 🤭🤭🤭//below 25 jangan dm n jangan follow!!!🤬🤬,https://pbs.twimg.com/profile_images/1434442370838269955/9vVOUsyk_normal.jpg,middy_yeng,,,1521494856522399745
1349350877304389632,,V,False,,False,"{'followers_count': 47, 'following_count': 264, 'tweet_count': 554, 'listed_count': 1}",I’m black and I have an AP test tomorrow 😰,https://pbs.twimg.com/profile_images/1479252430177157121/JeB6oHR-_normal.jpg,VLogose,,,
1435268232483540992,,Tanisha Bassi,False,,False,"{'followers_count': 11, 'following_count': 20, 'tweet_count': 103, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1514421507904081921/san_ArgA_normal.jpg,t2nisha,,,
2778577978,,Meliodas,False,https://t.co/ozyImrd0Ha,False,"{'followers_count': 262, 'following_count': 649, 'tweet_count': 19452, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1507088655273365507/oWa-NcuT_normal.jpg,CedricOwsley,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ozyImrd0Ha', 'expanded_url': 'http://twitch.tv/CedricOwsley', 'display_url': 'twitch.tv/CedricOwsley'}]}}",
15141189,Edmonton,Janet Bell,False,https://t.co/Pl6sHkwZSa,False,"{'followers_count': 1797, 'following_count': 2409, 'tweet_count': 6573, 'listed_count': 93}","Edtech leadership consultant in Edmonton, Canada. Google Certified Trainer. SMART Certified Trainer & Innovator. #align is my 2022 theme!",https://pbs.twimg.com/profile_images/1506314910350815232/6lI63adt_normal.jpg,janetbell,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Pl6sHkwZSa', 'expanded_url': 'https://www.linkedin.com/in/janetbell7809404229/', 'display_url': 'linkedin.com/in/janetbell78…'}]}, 'description': {'hashtags': [{'start': 113, 'end': 119, 'tag': 'align'}]}}",
1337407297,,Breeze D. Warmsun 🌱,False,,False,"{'followers_count': 373, 'following_count': 299, 'tweet_count': 4315, 'listed_count': 5}","Professor of ye 18th century letters at ye College of William & Mary. I have been in such a Twitter my self before now. (S. Centlivre, 1707). He/him/his",https://pbs.twimg.com/profile_images/3495312941/8b19d4c4cabc63fddf7fe08f8bd83e38_normal.png,ProfBrettWilson,,,1507385911901757444
1185316625597239296,,𝐌𝐨𝐧𝐢 🌻 𝐋𝐢𝐬𝐚 🐮🌾🐟,False,,False,"{'followers_count': 3958, 'following_count': 2495, 'tweet_count': 196002, 'listed_count': 5}","Lucho día a día,que no es poco.Aún no me rindo.Los seguidores son seres humanos,trátalos con el mismo respeto que querrías para ti.",https://pbs.twimg.com/profile_images/1519747675788296192/AB6Zav_o_normal.jpg,MoniLisa2,,,1314691115698786310
18305144,Wolverhampton,Jane Johnson 🇺🇦,False,https://t.co/LLWLZYm1gI,False,"{'followers_count': 386, 'following_count': 1095, 'tweet_count': 3106, 'listed_count': 12}",On a mission to make the word 'digital' obsolete,https://pbs.twimg.com/profile_images/1330770058918981632/AyV0jnrJ_normal.jpg,jjay33,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LLWLZYm1gI', 'expanded_url': 'http://www.janesjohnson.co.uk', 'display_url': 'janesjohnson.co.uk'}]}}",
2271837594,"Toronto, Ontario",Santiago,False,,False,"{'followers_count': 113, 'following_count': 267, 'tweet_count': 1479, 'listed_count': 3}",Concerned how construction sites make cycling extremely dangerous. I would like to hear how this can change today and always.,https://pbs.twimg.com/profile_images/1474024157818068992/lr6bv8rt_normal.jpg,anejo57,,,
1347555500,"Riverdale, Bronx",meg how,False,https://t.co/o9YESUla3Q,False,"{'followers_count': 262, 'following_count': 616, 'tweet_count': 3210, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1340838285577515014/FsjYhe4f_normal.jpg,meghaugh___,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/o9YESUla3Q', 'expanded_url': 'http://meghaugh.vsco.co', 'display_url': 'meghaugh.vsco.co'}]}}",
14820495,Melbourne mostly,Chris Rodda,False,https://t.co/LivkiRObrP,False,"{'followers_count': 407, 'following_count': 171, 'tweet_count': 40869, 'listed_count': 39}","design-history-art-theatre-film-food-gym-music etc etc oh yes, and architecture!",https://pbs.twimg.com/profile_images/472902482444554240/iVYLgQ36_normal.jpeg,chrismbr,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LivkiRObrP', 'expanded_url': 'http://www.lowrezmelbourne.com', 'display_url': 'lowrezmelbourne.com'}]}}",
186781957,,vicente serra torres,False,,False,"{'followers_count': 157, 'following_count': 734, 'tweet_count': 4835, 'listed_count': 3}","Chico ibicenco que le gustan los deportes, el cine y la television un poco alocado al que le gusta inventarse teorias con o sin sentido",https://pbs.twimg.com/profile_images/769228359343730689/FeA-hTdt_normal.jpg,txente81,,,1479045733080875011
2284253372,WA➡️ND➡️MI➡️WA➡️VA➡️MO➡️IN➡️MO,A. Arkills 🇺🇦,False,https://t.co/vjeHxdWXdP,False,"{'followers_count': 1490, 'following_count': 1450, 'tweet_count': 30444, 'listed_count': 73}","𝗛𝘂𝘀𝗯𝗮𝗻𝗱 • 𝗗𝗮𝗱 • 𝗗𝗮𝘁𝗮/𝗠𝗮𝗽𝘀 • 𝘖𝘱𝘪𝘯𝘪𝘰𝘯𝘴: 𝘮𝘪𝘯𝘦 • He/Him/His • #COYS • I won the local geo bee twice in jr high, which explains a lot",https://pbs.twimg.com/profile_images/1496974986099269640/w0l60K1e_normal.jpg,And__Ark,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vjeHxdWXdP', 'expanded_url': 'https://public.tableau.com/profile/andrew.arkills#!/', 'display_url': 'public.tableau.com/profile/andrew…'}]}, 'description': {'hashtags': [{'start': 58, 'end': 63, 'tag': 'COYS'}]}}",1460017126182461448
1355364208850952192,,K.,False,,False,"{'followers_count': 110, 'following_count': 45, 'tweet_count': 663, 'listed_count': 0}",slut by popular demand.,https://pbs.twimg.com/profile_images/1518472178462830592/y4TdQsGd_normal.jpg,kardowick,,,
2842580963,Tu cama bb,Rama #169185🇳🇱,False,,False,"{'followers_count': 192, 'following_count': 615, 'tweet_count': 4530, 'listed_count': 1}",Buenazo entonces guampudo de mierda,https://pbs.twimg.com/profile_images/1518569090297774080/S2tFY1vI_normal.jpg,Rama_Sala_,,,
1099952570,"San Diego, CA/Internet",Henry/HeadCheese 🌻🌻🌻 CEO of the interrobang‽,False,,False,"{'followers_count': 1910, 'following_count': 5001, 'tweet_count': 138212, 'listed_count': 0}","(He/Him)
Also @itsartingmaybe, a punfluencer, autistic, #WholesomeGang, babyface, yes a Andreza Giant Panda fan account, probably thinks you are coolmazing",https://pbs.twimg.com/profile_images/1370596760167403523/WWu1j8wG_normal.jpg,Blu_ReyMysterio,,"{'description': {'hashtags': [{'start': 56, 'end': 70, 'tag': 'WholesomeGang'}], 'mentions': [{'start': 14, 'end': 29, 'username': 'itsartingmaybe'}]}}",1333645100694441984
134603870,"Ankara, Türkiye",ベシクタシュ,False,,False,"{'followers_count': 337, 'following_count': 1128, 'tweet_count': 3574, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1331029743991402497/zMG1hhEL_normal.jpg,ErdemSerbetci,,,1005924877772165121
133533067,,gabriel hernandez,False,,False,"{'followers_count': 134, 'following_count': 445, 'tweet_count': 4973, 'listed_count': 1}","Prof. de Historia.Padre.Hijo y Espiritu Santo. Hincha de Ford, de Boca, del Deportivo Merlo y de la Mila a la Napolitana
IG: gaby.n.hernandez",https://pbs.twimg.com/profile_images/2315197531/nkefy6vqbqcsfihi8lxf_normal.jpeg,elnegrogaby,,,788804313506258944
289477840,Amiskwacîwâskahikan,Gnar Scar,False,https://t.co/pZMXp9BtYf,False,"{'followers_count': 6580, 'following_count': 5794, 'tweet_count': 60232, 'listed_count': 70}",Proud Metis Woman. Communicator. Mother. Friend. Person. Gatherer of menstrual products. Expert in Ancient Alien Markings. My tweets are my own. She/Her,https://pbs.twimg.com/profile_images/1521836984745951232/HyvGrDHd_normal.jpg,ScarletBjornson,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pZMXp9BtYf', 'expanded_url': 'http://noperiodwithout.com', 'display_url': 'noperiodwithout.com'}]}}",1521528713296310272
3074710170,OREジャーナル,はんペン太,False,,False,"{'followers_count': 94, 'following_count': 131, 'tweet_count': 2713, 'listed_count': 3}","仮面ライダー龍騎20周年ありがとう。SHF/阪神/プロ野球/谷口めぐ/樋渡結依/向井地美音/岩立沙穂/本郷柚巴/星名美津紀/DQ11/ガオレンジャー 
土屋太鳳OFFICIALFC会員",https://pbs.twimg.com/profile_images/888377900713431043/QWWaT8hZ_normal.jpg,preSIdentAadd9,,,1505551747481157639
75314393,"Orlando, FL",S T E P H A N N I E ‎⍟ ‎,False,,False,"{'followers_count': 363, 'following_count': 254, 'tweet_count': 30899, 'listed_count': 16}","Marvel Fangirl. Supernatural enthusiast. Harry Potter obsessed. TV Junkie. Housewife Connoisseur. Disney, Conventions, and kitties 💚",https://pbs.twimg.com/profile_images/1516135113041588227/DHM99eUH_normal.jpg,Its_Stephannie,,,1198687595842166785
282560926,Ireland,Dave McAuliffe,False,,False,"{'followers_count': 129, 'following_count': 571, 'tweet_count': 5418, 'listed_count': 5}","Dad, programmer, Kerryman. 
Kerry, Munster, Manchester United and Red Sox supporter.

FPL: https://t.co/fAsDxdDEw3…",https://pbs.twimg.com/profile_images/506196713787232256/2RXwGmfB_normal.jpeg,DaveZubie,,"{'description': {'urls': [{'start': 91, 'end': 114, 'url': 'https://t.co/fAsDxdDEw3', 'expanded_url': 'http://fantasy.premierleague.com/entry/162141/h', 'display_url': 'fantasy.premierleague.com/entry/162141/h'}]}}",
