,location,verified,description,username,url,protected,name,id,public_metrics,profile_image_url,pinned_tweet_id,entities
10461752,,False,25↑/好きなことには全力でいけ 速に全振りしろ 金ならなんとかする/審神者2年生/時々爪塗る/ときメモGS4とジャックジャンヌプレイ中,mizmanju,https://t.co/TnK0Eju1fR,False,ずま,,"{'followers_count': 862, 'following_count': 1148, 'tweet_count': 133377, 'listed_count': 98}",https://pbs.twimg.com/profile_images/3095835746/769e4bade093e1674d09e3aa311586ca_normal.jpeg,1502671703473721348,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TnK0Eju1fR', 'expanded_url': 'https://twpf.jp/mizmanju', 'display_url': 'twpf.jp/mizmanju'}]}}"
820561078178324481,ｵﾌﾄｩﾝ,False,好きなものいっぱいな20↑。ジャンルごちゃまぜでうるさいので注意。既読感覚でいいねします。RT多いです。,2nd_minimum,https://t.co/Enr6uKYjwk,False,ミニマム２号( '﹃'⑉),,"{'followers_count': 232, 'following_count': 1316, 'tweet_count': 31244, 'listed_count': 17}",https://pbs.twimg.com/profile_images/1516071207568764932/bj9i690g_normal.jpg,1497101619095171073,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Enr6uKYjwk', 'expanded_url': 'https://twpf.jp/2nd_minimum', 'display_url': 'twpf.jp/2nd_minimum'}]}}"
101991197,愛知県蒲郡市,False,デレ：橘ありす・速水奏・miroir◆ミリ：桜守歌織・箱崎星梨花◆リステ：かえ・陽花・天葉◆絵を描いたりUnityとかPythonでなにか作ったりします,uskoo,,False,うすく,,"{'followers_count': 749, 'following_count': 748, 'tweet_count': 62447, 'listed_count': 28}",https://pbs.twimg.com/profile_images/1512079548405682176/deQJxKbR_normal.jpg,1521867251175075843,
992976407847317504,ついったらんど,False,高齢/出戻り二次創作野郎/版権絵/☆矢リアタイ/アテサガはいいぞ/見るのは腐でも何でも大丈夫/ゲーム/漫画いろいろ,tekkoniron,,False,ぽげむた（常に眠い）,,"{'followers_count': 485, 'following_count': 152, 'tweet_count': 23174, 'listed_count': 3}",https://pbs.twimg.com/profile_images/1453026452115374083/wHY4Qmb2_normal.jpg,1270012119883235330,
1507300301367558146,,False,,pinattu0924,,False,ピーナッツ,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 219, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1513033511074418693/sljhVt4Y_normal.png,,
96398492,,False,びーくん。着物な人。,iBeeAndBlue,,False,あいびーあんどぶるー,,"{'followers_count': 294, 'following_count': 204, 'tweet_count': 34027, 'listed_count': 20}",https://pbs.twimg.com/profile_images/1732022521/iBeeAndBlue_normal.jpg,,
1281173539890974720,,False,京大B3/人生に深みが欲しいし健康生活しないといけない,nose_celeb_rity,,False,十二単,,"{'followers_count': 651, 'following_count': 733, 'tweet_count': 23211, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1476947187615793154/4lfYfJ0u_normal.jpg,1443602936299339780,
729464778876293120,名古屋11年目（←高知17年←京都4年←高知18年）,False,"山歩き、競技オリエンテーリング、ロゲイニング、トレイルランニング。高校山岳部：入部自己紹介で趣味ボディービル→あだ名がビルに。好きな作家:陳舜臣 // Ingress:Res // ポケGO:黄 // 魔法同盟:元3職M(ハッフルパフ) //
ロードバイク：TREK1400//音楽：Jazz,Rock,Pops",masapreza,,False,Masa[abcmasaxyz],,"{'followers_count': 301, 'following_count': 601, 'tweet_count': 16567, 'listed_count': 6}",https://pbs.twimg.com/profile_images/1492601167615959042/9h1CtZrk_normal.jpg,,
636928286,在宅ヘリオス,False,中伝だったもの ゲームと労働,ppmaaax,,False,ぺ,,"{'followers_count': 372, 'following_count': 593, 'tweet_count': 65571, 'listed_count': 13}",https://pbs.twimg.com/profile_images/1275020934483603456/Nu9vHF-4_normal.jpg,,
120388188,ひらがなの政令指定都市,False,体は三十路、頭脳は二十歳、心は少年,tartarous,,False,田中太朗,,"{'followers_count': 153, 'following_count': 761, 'tweet_count': 5933, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1364935384715517956/HcGXxiDP_normal.jpg,,
1119044270491439104,ファミマの近く,False,"楽しいことが好き　
イケボ（かどうかは聞く人次第）陽キャ（でもないと思う）タラシ（てるつもりはない）く（そではない）そらまめ手加減できるし夢がある",Soramame_mushi,https://t.co/HXqn6KCAO2,False,そらまめ,,"{'followers_count': 96, 'following_count': 242, 'tweet_count': 2317, 'listed_count': 3}",https://pbs.twimg.com/profile_images/1509847853417467905/--NYg2Oq_normal.jpg,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HXqn6KCAO2', 'expanded_url': 'https://www.youtube.com/channel/UCdefDZr-PYssftEunvOlGDA', 'display_url': 'youtube.com/channel/UCdefD…'}]}}"
2811115854,無性愛者🏳️‍🌈,False,アキシブprojectあわこい=LOVEキプリスモルホォGran☆CielさよならステイチューンJamsCollectionSUPER☆GiRLSタイトル未定TaskhaveFun2oLovetoSweetBullet#2i226時のマスカレイドネコプラpixx.≠ME#ババババンビパラディークLinQ#よーよーよー,inaka_no_jiken,https://t.co/vIUvYkRHTd,False,りょーすけ🇺🇦,,"{'followers_count': 658, 'following_count': 4828, 'tweet_count': 48536, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1234064523977322496/kayVPwSJ_normal.jpg,1517726409875419136,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vIUvYkRHTd', 'expanded_url': 'http://ameblo.jp/my-lonely-days/', 'display_url': 'ameblo.jp/my-lonely-days/'}]}}"
1259735953,,False,ダーツ🎯とポケモン🤝とヴァンガード🎫とプリパラ🎀とベイブレード🐉とカラオケ🎤と競馬🏇とスターウォーズ🌎とボードゲーム♟️とイナイレ⚽️とピスケ🐽とパグキャ😸が好きでした。,ZTKOoooooo,,False,ずったこ,,"{'followers_count': 159, 'following_count': 323, 'tweet_count': 7404, 'listed_count': 7}",https://pbs.twimg.com/profile_images/1218686770419683328/1cqXDWUh_normal.jpg,,
254377521,너구리굴,False,"플계 : @drug_raccoonus   
art account : @r18_raccoonus
 I can Engilsh/日本語
commission closed
profile : @puroisbf",raccoonus66,,False,라쿠너스,,"{'followers_count': 866, 'following_count': 776, 'tweet_count': 60990, 'listed_count': 10}",https://pbs.twimg.com/profile_images/1509910522635845637/mWf_Agd1_normal.jpg,1371363751144812547,"{'description': {'mentions': [{'start': 5, 'end': 20, 'username': 'drug_raccoonus'}, {'start': 38, 'end': 52, 'username': 'r18_raccoonus'}, {'start': 100, 'end': 109, 'username': 'puroisbf'}]}}"
119695158,,False,リアル特注家具職人。積みプラモタワー。海水、淡水、キャッチ＆イート,homura77,,False,羽毛布団,,"{'followers_count': 60, 'following_count': 94, 'tweet_count': 5821, 'listed_count': 4}",https://pbs.twimg.com/profile_images/759941990/1010076_normal.jpg,,
264586002,,False,1×年もどっぷり浸かったハードリカーの沼より引き出され、最近まさかのワイン畑に移植された茨城南部本屋出身者。読めず書けず言えずのワイン名に涙する毎日。だとしてもだ、やっぱり全てのお酒の生産者には、感謝しかないのよ！！！,KOMATSUTB,,False,こまつぐま,,"{'followers_count': 52, 'following_count': 180, 'tweet_count': 1092, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1276383789/Sharon_1280_normal.jpg,1306227113687613440,
1258981678548058112,アンプラグド27期照明,False,NYG32→京大物工B3 エネ応。ピアノ弾きます。unplugged27th/照明係,kyope20pia7,https://t.co/3YhWjwCUwA,False,tam,,"{'followers_count': 243, 'following_count': 227, 'tweet_count': 1200, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1258981793685843968/7gtd06Az_normal.jpg,1471263097411502080,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3YhWjwCUwA', 'expanded_url': 'http://instagram.com/tampia430', 'display_url': 'instagram.com/tampia430'}]}}"
147457148,千葉県,False,糸を持たせておいたらいつまでも機嫌よく遊んでいる安上がりなやつです,kuctatsk8,,False,くっく,,"{'followers_count': 287, 'following_count': 224, 'tweet_count': 32483, 'listed_count': 7}",https://pbs.twimg.com/profile_images/729172903808270336/LWVOi_S8_normal.jpg,,
1164227729417539585,Edinburgh ,False,"Big Homo #Neurodivergent I can be a bit sweary sometimes. Also a huge geek on films, tv and dance pop. I’m from the 70s but I’m a 90s bitch He/Him",JohnEdwinGould1,https://t.co/9RqGNNTjhK,False,Cameron P 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏳️‍🌈😈🌈🎶🌮🍔,,"{'followers_count': 90, 'following_count': 295, 'tweet_count': 9360, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1498010170395353095/UW8BE_di_normal.jpg,1509618942020620289,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9RqGNNTjhK', 'expanded_url': 'http://bit.ly/2N1VWPi', 'display_url': 'bit.ly/2N1VWPi'}]}, 'description': {'hashtags': [{'start': 9, 'end': 24, 'tag': 'Neurodivergent'}]}}"
15711325,Kyoto,False,ＳＦが好きな初老男@京都市。好きな言葉は「生きてるだけで丸儲け」。指原莉乃、大家志津香、高柳明音、須田亜香里、渋谷凪咲、峯岸みなみ、若槻千夏、朝日奈央、佐武宇綺、高城れに、でか美ちゃん、福田麻貴、高山一実、松岡茉優、伊藤沙莉、有村藍里、百川晴香、岡副麻希推し。 https://t.co/kK39Vn0xhH,ray_fyk,https://t.co/5vIe7d8rwA,False,冬樹蛉 Ray FUYUKI,,"{'followers_count': 6984, 'following_count': 7679, 'tweet_count': 255099, 'listed_count': 386}",https://pbs.twimg.com/profile_images/591064509/twitter_normal.jpg,1517167594335531010,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5vIe7d8rwA', 'expanded_url': 'http://ray-fuyuki.air-nifty.com/', 'display_url': 'ray-fuyuki.air-nifty.com'}]}, 'description': {'urls': [{'start': 131, 'end': 154, 'url': 'https://t.co/kK39Vn0xhH', 'expanded_url': 'http://twilog.org/ray_fyk/', 'display_url': 'twilog.org/ray_fyk/'}]}}"
706863621498912769,"Alicante, España",False,"Papá de Isabel y pareja de Conchi.
Intento coordinar @alicanteopinion
Juego en @somoselfutbolin
Disfrutando de la vida.
Opiniones personales.",OCrespillo,https://t.co/Zd8ofAJMQ8,False,O. Crespillo 🔻,,"{'followers_count': 4054, 'following_count': 2943, 'tweet_count': 14504, 'listed_count': 16}",https://pbs.twimg.com/profile_images/1519366744363708421/ZXeDxWgC_normal.jpg,1501982101104742408,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Zd8ofAJMQ8', 'expanded_url': 'http://www.alicanteopinion.es', 'display_url': 'alicanteopinion.es'}]}, 'description': {'mentions': [{'start': 53, 'end': 69, 'username': 'alicanteopinion'}, {'start': 79, 'end': 95, 'username': 'somoselfutbolin'}]}}"
794300545649364992,"Arkansas, USA",False,Instagram:courtlyndesaray             tuskegee uni.,courtlyndesaray,https://t.co/rdTNF975n7,False,cc.,,"{'followers_count': 667, 'following_count': 388, 'tweet_count': 7727, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1485342807778811905/SLK_-d6n_normal.jpg,1512928876854452226,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rdTNF975n7', 'expanded_url': 'https://youtu.be/fzC70gLy9FQ', 'display_url': 'youtu.be/fzC70gLy9FQ'}]}}"
118080570,Superposed,False,,FSL_BumsungLee,,False,Bumsung Lee,,"{'followers_count': 109, 'following_count': 48, 'tweet_count': 164393, 'listed_count': 7}",https://pbs.twimg.com/profile_images/2296195881/1ua93o1739gzea7pas8m_normal.jpeg,,
726394625439600640,,False,"ポケモン/仮面ライダー/FGO/フォトナ/スプラ/秋田ノーザンハピネッツ/ミリ昴P/SideM 虎牙道好き
稀に動画をあげます
Bリーグにハマってます
たいみつオフレベル3、レベル6優勝
アイコンは＠しっくすさん( @sixx_tetola )から",equal_5240,https://t.co/MGwchNVlQE,False,いこーる,,"{'followers_count': 370, 'following_count': 762, 'tweet_count': 82920, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1416012538211233794/5SQZlwnT_normal.jpg,1509097899694915584,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MGwchNVlQE', 'expanded_url': 'https://nico.ms/series/135675', 'display_url': 'nico.ms/series/135675'}]}, 'description': {'mentions': [{'start': 108, 'end': 120, 'username': 'sixx_tetola'}]}}"
959257834557923328,,False,"うつわ沼のLINEスタンプ
https://t.co/Chf9IDoBHO",___stayathome,https://t.co/sLNSfzz1g2,False,在宅している,,"{'followers_count': 7082, 'following_count': 202, 'tweet_count': 19643, 'listed_count': 70}",https://pbs.twimg.com/profile_images/1474794291524685825/vPVmArV-_normal.jpg,1246805621543817217,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sLNSfzz1g2', 'expanded_url': 'https://www.instagram.com/cateatsmyhand/', 'display_url': 'instagram.com/cateatsmyhand/'}]}, 'description': {'urls': [{'start': 14, 'end': 37, 'url': 'https://t.co/Chf9IDoBHO', 'expanded_url': 'https://store.line.me/stickershop/product/18819898/ja', 'display_url': 'store.line.me/stickershop/pr…'}]}}"
583248815,,False,,c_tweten,,False,BR57,,"{'followers_count': 6, 'following_count': 79, 'tweet_count': 249, 'listed_count': 0}",https://pbs.twimg.com/profile_images/752367984224530434/neH0aNN__normal.jpg,,
195419245,Usually out and about,False,My dog is insane... speaks Wookie,joeldeal,,False,Joel Deal,,"{'followers_count': 277, 'following_count': 908, 'tweet_count': 7916, 'listed_count': 36}",https://pbs.twimg.com/profile_images/1858757014/joey_and_blue_normal.jpg,,
3170549059,+1 Card +2 Actions +1 Buy,False,"Twitter始めました！
辰砂(ｼﾝｼｬ)/硫化水銀(Ⅱ)(HgS)/慶庵郷/easyシューター(天機体埋め中)/体脂肪率1桁/ドミニオンの動画投稿始めました←new!",s_f_hermes,https://t.co/bejoZBh34Y,False,辰砂@在宅,,"{'followers_count': 538, 'following_count': 630, 'tweet_count': 50903, 'listed_count': 10}",https://pbs.twimg.com/profile_images/1502895525179568129/O4Bt-BfN_normal.jpg,822397796674256896,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bejoZBh34Y', 'expanded_url': 'http://sp.nicovideo.jp/user/82241941/', 'display_url': 'sp.nicovideo.jp/user/82241941/'}]}}"
947758823829250048,エトリアの樹海（枯レ森）,False,3DSを水没させた悲しみのゆかりさん。絡み重点、ＦＦ外とか気にせずどうぞ。俗に言うマスターは居なかったり腰や記憶力が怪しくなって来たアラサーだったり公式設定は投げ捨てるもの。最近はグラブルとかFGOとかデレステとか。よしのん、蘭子ちゃん、かみやん、聖ちゃん推し、久川姉妹担当。アイコンはトロメラ様の立ち絵です,Submerged_Yukar,https://t.co/PWHAThBdPN,False,ゆかりさん@水没P,,"{'followers_count': 66, 'following_count': 117, 'tweet_count': 3874, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1140277306448998400/LYYtfPqt_normal.png,1521049396141457408,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PWHAThBdPN', 'expanded_url': 'http://www.nicovideo.jp/mylist/55196613', 'display_url': 'nicovideo.jp/mylist/55196613'}]}}"
128288821,,False,"難しいコンテンツが好き。ITエンジニア（サーバーサイド、クラウドインフラ）をやっています。

技術ネタはScrapboxが主",lefb766,https://t.co/jltuw2cMLn,False,可視性E,,"{'followers_count': 526, 'following_count': 679, 'tweet_count': 44319, 'listed_count': 18}",https://pbs.twimg.com/profile_images/3168674130/f19104e7a83c203dcf7fff0e220e369d_normal.png,1217418902268866561,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jltuw2cMLn', 'expanded_url': 'https://scrapbox.io/lefb766/', 'display_url': 'scrapbox.io/lefb766/'}]}}"
163872952,いろいろなところ,False,"愛しい奈々！おはよー！チュッ（笑）
もう俺と奈々は既に運命共同体となっておりますので、どうか最後までお付き合いください（笑）
明日の晩は抱っこして、腕枕して寝てあげるからね
奈々！俺にもチュッは？（笑）
まだお風呂かな？一緒に入ろう！ 今度ね！って…もう俺と奈々は、何でもありでしょ？（笑）",tamio0524,,False,光の中から現れた短期決戦の鬼和田豊,,"{'followers_count': 925, 'following_count': 652, 'tweet_count': 305635, 'listed_count': 35}",https://pbs.twimg.com/profile_images/1047867439675977728/5xwpTVSL_normal.jpg,1467088193656745986,
1031120114706526210,"El Puerto de Santa María, Espa",False,Jugador del Audace Monopoli🇮🇹,jesusgnzalezz_,,False,González,,"{'followers_count': 219, 'following_count': 239, 'tweet_count': 1488, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1469272312277045252/je7xhd_q_normal.jpg,1420903903160324098,
108786992,Chiba,False,心は永遠に岩手県民。子のツイ多めのふるさと好き雑多垢。ソウルフードはくるみもちと生メカジキ。子宮粘膜下筋腫で2度手術&再発からの2019/8月末むすめ出産。推しは佐々木朗希・高橋大輔・ぴみゅ・☀️🐰・とぷたぷ。大船渡高校・千葉大OG。タイドラマ沼を背にした朗希の強火PTA。不審な垢は即ブロ♥️,asami222c,,False,あみたん@パンを焼き始めたパン,,"{'followers_count': 311, 'following_count': 496, 'tweet_count': 43306, 'listed_count': 24}",https://pbs.twimg.com/profile_images/1329062240549408769/2qg6uRr-_normal.jpg,1478673582612164609,
49539892,東京都世田谷,False,町の音楽屋です。本名：坂下正俊【歌唱】ブレイク工業/サンレッド/げんしけん【BGM】鷹の爪/チェブラーシカ/黒井津さん【舞台】弱虫ペダル/刀剣乱舞/ヴァンガード【作編曲】桃井はるこ/野水いおり/織田かおり/大原ゆい子/YURiKA/石川智晶/杉山清貴【演奏】緒方恵美/こういち /伊藤美裕  写真は故・松田優作氏と,manzojp,https://t.co/ucvS6Owjlq,False,manzo,,"{'followers_count': 8877, 'following_count': 681, 'tweet_count': 40108, 'listed_count': 571}",https://pbs.twimg.com/profile_images/587451417117364224/m0NYv7uF_normal.jpg,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ucvS6Owjlq', 'expanded_url': 'http://manzo-sound.jp/', 'display_url': 'manzo-sound.jp'}]}}"
2806008357,"Rosarigasino , Planet Earth 🌎",False,"Me, Myself & I",OrphanMount,,False,Orphan Mount🦷 😷,,"{'followers_count': 292, 'following_count': 421, 'tweet_count': 9935, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1222891869505327104/qiMRaY7U_normal.jpg,1390131203026694147,
1121667848911216640,,False,,an_ano12679,,False,i,,"{'followers_count': 0, 'following_count': 55, 'tweet_count': 185, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1276817746655719426/acan4F3z_normal.jpg,1503762028120657920,
4066428854,,False,いつだって準備中。そうだ、後ろを向こう。いんふらえすいー／とうきょう／ぽんこつ／Dろn...,immer_nemui,,False,しゅんしゅん,,"{'followers_count': 290, 'following_count': 424, 'tweet_count': 12086, 'listed_count': 3}",https://pbs.twimg.com/profile_images/1311807055942971392/E0ajpWb-_normal.png,,
47147519,on the yellow brick road 🌈,False,単なる映画好き、は過去の話 💟  👉  🎬📺🖥🎧🍨🍫 me elsewhere  👉  https://t.co/0ABWuzp0Ei 🌼,dorothy_16,https://t.co/G1pcYdEShF,False,𝙙𝙤𝙧𝙤𝙩𝙝𝙮 🌻,,"{'followers_count': 770, 'following_count': 892, 'tweet_count': 43732, 'listed_count': 44}",https://pbs.twimg.com/profile_images/1410576948674236416/SQ9U0i9r_normal.jpg,1415361899856760839,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/G1pcYdEShF', 'expanded_url': 'http://dorothy16.tumblr.com', 'display_url': 'dorothy16.tumblr.com'}]}, 'description': {'urls': [{'start': 44, 'end': 67, 'url': 'https://t.co/0ABWuzp0Ei', 'expanded_url': 'http://Instagram.com/dorothy16', 'display_url': 'Instagram.com/dorothy16'}]}}"
1250002717017161728,ロゴ作成:ゼノシオン様/アイコン: カノコ様,False,"V的存在。
JPN&ENG Okay",newon_doquga,https://t.co/OaXVswiwtm,False,毒牙ネヲン/Newon Doquga,,"{'followers_count': 1302, 'following_count': 1204, 'tweet_count': 16254, 'listed_count': 54}",https://pbs.twimg.com/profile_images/1509910257459658756/rmknptbj_normal.jpg,1411034424834023425,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OaXVswiwtm', 'expanded_url': 'https://vprof.me/@/Newon_Doquga', 'display_url': 'vprof.me/@/Newon_Doquga'}]}}"
1314518538,"Chicago, IL",False,"Calm longtime atheist/humanist. Fan of science, including science of human nature. Programmer. 'Live responsibly, relax/indulge responsibly.'",critterladychgo,,False,Critter Lady Chicago,,"{'followers_count': 362, 'following_count': 362, 'tweet_count': 29719, 'listed_count': 25}",https://pbs.twimg.com/profile_images/455783834626179072/SUZfNsVB_normal.jpeg,,
1077068787264802816,🏚⛺,False,🌍のゲームと🇰🇷の音楽と🇹🇭のドラマで暮らす人,Gerberga375,,False,げるべるが🌷,,"{'followers_count': 304, 'following_count': 355, 'tweet_count': 4764, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1199351784822558720/iTbMaIRR_normal.jpg,1083694784894533632,
1108647988233232385,,False,A mom/aunt/noona that 💜loves💜BTS!! OT7 forever 🐱💗🐹💗🐿!! LY:SY in SP🇧🇷+PTD:VEGAS🇺🇸 I change my pf pic a lot sorry🥴 PSJ🥰 hard&soft. BU: @BTS0_T7,Lilylovesbts7,,False,ᴮᴱLily⁷💜∞BTS=행복!! ⟭⟬💜⟬⟭,,"{'followers_count': 1047, 'following_count': 1373, 'tweet_count': 21578, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1510456533787676673/P_VlO-sT_normal.jpg,1201622458626904066,"{'description': {'mentions': [{'start': 133, 'end': 141, 'username': 'BTS0_T7'}]}}"
128543071,大阪府,False,アイマスとか iOS とか。画像RT多め。,gonou_1024,,False,gonou,,"{'followers_count': 373, 'following_count': 1953, 'tweet_count': 108393, 'listed_count': 20}",https://pbs.twimg.com/profile_images/1416428667199053828/IL9UOgCd_normal.jpg,,
171365159,修羅の国,False,"Twitter初心者です、よろしくお願いします。
アイコンは立花ミナタさん( @Minatan_72 )から",izaten,https://t.co/SqnRlddSlD,False,いざてん,,"{'followers_count': 674, 'following_count': 427, 'tweet_count': 452573, 'listed_count': 58}",https://pbs.twimg.com/profile_images/985022178339909633/9d1F2VmP_normal.jpg,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SqnRlddSlD', 'expanded_url': 'https://izaten.fc2.net/', 'display_url': 'izaten.fc2.net'}]}, 'description': {'mentions': [{'start': 39, 'end': 50, 'username': 'Minatan_72'}]}}"
133303279,川崎市,False,大阪生まれ、札幌・横浜育ち。マリノスファンでありながら、フロンターレに囲まれた生活。,kawatty0411,,False,かわた,,"{'followers_count': 35, 'following_count': 44, 'tweet_count': 2385, 'listed_count': 0}",https://pbs.twimg.com/profile_images/419856647243055106/ClqNuodb_normal.jpeg,,
89080261,北海道,False,"中の人は競馬沼、ドール沼、可動フィギュア沼の住人です。 馬とドールの詳細はツイフィールを参照してください。 Sorry,I speak Japanese only. I can't answer tweet besides Japanese. https://t.co/B5N8le9QOd",muguet_noir,https://t.co/UQlLoLLkXf,False,み,,"{'followers_count': 573, 'following_count': 127, 'tweet_count': 13518, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1485923595671191552/oWrWgPJT_normal.png,1508815616098320391,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UQlLoLLkXf', 'expanded_url': 'http://twpf.jp/muguet_noir', 'display_url': 'twpf.jp/muguet_noir'}]}, 'description': {'urls': [{'start': 122, 'end': 145, 'url': 'https://t.co/B5N8le9QOd', 'expanded_url': 'https://profu.link/u/muguet', 'display_url': 'profu.link/u/muguet'}]}}"
5550762,Japan,False,雑文書き、翻訳者。1973年生まれ。著書に『もうすぐ絶滅するという開かれたウェブについて  続・情報共有の未来』、『情報共有の未来』、訳書に『デジタル音楽の行方』、『Wiki Way』、『ウェブログ・ハンドブック』がある。,yomoyomo,http://t.co/sl6VWziwDh,False,yomoyomo,,"{'followers_count': 6574, 'following_count': 203, 'tweet_count': 155353, 'listed_count': 443}",https://pbs.twimg.com/profile_images/459342626336960512/QiM_mT6i_normal.jpeg,1313095985095045120,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/sl6VWziwDh', 'expanded_url': 'http://www.yamdas.org/', 'display_url': 'yamdas.org'}]}}"
2919990796,"Grantham, England",False,,Chandos70,,False,John Parsons,,"{'followers_count': 11, 'following_count': 44, 'tweet_count': 64, 'listed_count': 0}",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,
1467815108,0小節4拍目裏裏,False,"投稿(してた)しもべ 11曲配信中(でした)

バンブラ関連の内輪多め垢らしい
FRBご自由に、フォロバは気まぐれ",IC_BBP,https://t.co/x0f8CZjAqD,False,あいし,,"{'followers_count': 284, 'following_count': 252, 'tweet_count': 67102, 'listed_count': 13}",https://pbs.twimg.com/profile_images/1474396755580297220/mH5SMy-T_normal.png,1521867679581470728,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/x0f8CZjAqD', 'expanded_url': 'http://9129suppon.com/contributor/%E3%81%82%E3%81%84%E3%81%97', 'display_url': '9129suppon.com/contributor/%E…'}]}}"
998452303,東京のイタリア,False,美味しいカレーが食べたい LoVとグラブルとワーフリとウマ娘をやってる マシュマロ：https://t.co/YuQysqNRes,matsuru12,https://t.co/DbcYZWerPh,False,まつる＠LoV勢,,"{'followers_count': 748, 'following_count': 1025, 'tweet_count': 118704, 'listed_count': 18}",https://pbs.twimg.com/profile_images/1318943644779335680/J2vO7niE_normal.jpg,1503023073724755974,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DbcYZWerPh', 'expanded_url': 'https://profcard.info/u/jrURPZCtZMgsr0860mfldvrumcP2', 'display_url': 'profcard.info/u/jrURPZCtZMgs…'}]}, 'description': {'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/YuQysqNRes', 'expanded_url': 'https://marshmallow-qa.com/matsuru12?utm_medium=url_text&utm_source=promotion', 'display_url': 'marshmallow-qa.com/matsuru12?utm_…'}]}}"
102613342,奈落の底,False,スキマニアでデラクサーなパソコナーです。スキマ以外の好き音楽や日常のこともつぶやきます。ATPな方々のネタも大好物ですが高まりすぎると止まらないので。ここではものすごくひかえめにつぶやきます。…ここでは。笑,bokunote,https://t.co/d8Fo3WKASd,False,さわら,,"{'followers_count': 135, 'following_count': 196, 'tweet_count': 20113, 'listed_count': 9}",https://pbs.twimg.com/profile_images/1248665470309294085/5g7EIMSQ_normal.jpg,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/d8Fo3WKASd', 'expanded_url': 'https://marshmallow-qa.com/bokunote', 'display_url': 'marshmallow-qa.com/bokunote'}]}}"
1049687537613037568,당신의 소매,False,피라네시(@p1marks) 잡담계 / 지나가던 분 팔로우 사양합니다(지인 아니시면 당분간 블언블 예정),4f73r1m4g3,,False,피라,,"{'followers_count': 134, 'following_count': 119, 'tweet_count': 94929, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1501628311432491008/Edh4THMA_normal.jpg,1262788677094129665,"{'description': {'mentions': [{'start': 5, 'end': 13, 'username': 'p1marks'}]}}"
149417080,japan,False,Tottenham Hotspur,superdonau,,False,d,,"{'followers_count': 213, 'following_count': 351, 'tweet_count': 8024, 'listed_count': 11}",https://pbs.twimg.com/profile_images/440546964409569280/VwOl75nd_normal.jpeg,,
