,description,url,verified,profile_image_url,location,id,pinned_tweet_id,username,entities,name,protected,public_metrics
1868132671,Tinc gana. TINC GANA!,,False,https://pbs.twimg.com/profile_images/1350414311894749184/H0-44f0K_normal.jpg,Barcelona,,983774617587322880,Trwitta,,Trwitta,False,"{'followers_count': 2168, 'following_count': 1410, 'tweet_count': 50663, 'listed_count': 8}"
60568220,A lot of the shit in my head goes here.,,False,https://pbs.twimg.com/profile_images/1516326459241025537/WdhaCNmm_normal.jpg,"Manila, Philippines",,1111517319715405825,siennanigans,,Siennanigans para kina #LeniKiko2022 🌷🟢,False,"{'followers_count': 420, 'following_count': 633, 'tweet_count': 10788, 'listed_count': 8}"
437572351,"Sincera,y por tanto criticada.La ley de Murphy ante todo.¿Madurar?Eso es para las frutas. #Gijón",,False,https://pbs.twimg.com/profile_images/465742065926942720/ZNIz8BXB_normal.jpeg,,,782691241003737088,luisadizy,"{'description': {'hashtags': [{'start': 90, 'end': 96, 'tag': 'Gijón'}]}}",Breaking g(L)ases.,False,"{'followers_count': 451, 'following_count': 540, 'tweet_count': 15052, 'listed_count': 1}"
1595344507,Ex-BBC. Winding down from life. Love everyone. No DMs unless by invite - ignore this and you WILL be unfollowed and blocked immediately! SAFC fan 4ever.,,False,https://pbs.twimg.com/profile_images/1317147885495046145/feJ_AMH4_normal.jpg,UK,,,SlipperyJim65,,Danny Cogdon 😷👍🌹 #FBPE #FBPA,False,"{'followers_count': 3117, 'following_count': 4584, 'tweet_count': 8187, 'listed_count': 2}"
1387964683,"Robron Worshipper ❤️🧡💛💚💙💜 Dryan 👱🏼‍♂️🧔🏻, Emmerdale is no longer canon so you’ll find me in my fanfic bubble #RobronForever ❤️",https://t.co/i5oNzJ7yyH,False,https://pbs.twimg.com/profile_images/1497338245402832902/IChB5V4t_normal.jpg,Robron Bubble ,,1173906803379359746,SarahRobron,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/i5oNzJ7yyH', 'expanded_url': 'https://archiveofourown.org/collections/Fave_Robron_Fanfics_2021', 'display_url': 'archiveofourown.org/collections/Fa…'}]}, 'description': {'hashtags': [{'start': 108, 'end': 122, 'tag': 'RobronForever'}]}}",Sarah🌻OK To Be Me,False,"{'followers_count': 457, 'following_count': 162, 'tweet_count': 27256, 'listed_count': 1}"
1017823102561128448,amo a scofield.,https://t.co/b2NFgaM8PZ,False,https://pbs.twimg.com/profile_images/1413226504390053897/fU1qygyv_normal.jpg,"Lorca, Spain",,1243632059333201922,Alvxxrogarcia,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/b2NFgaM8PZ', 'expanded_url': 'https://www.instagram.com/p/B8beNcdqnan/?igshid=156wkj925wwnf', 'display_url': 'instagram.com/p/B8beNcdqnan/…'}]}}",11:11,False,"{'followers_count': 156, 'following_count': 154, 'tweet_count': 5876, 'listed_count': 0}"
1124071440091889664,"Settler, husband, dad, he/him. Working in higher ed on traditional, ancestral and unceded territory - xʷməθkʷəy̓əm (Musqueam).",,False,https://pbs.twimg.com/profile_images/1444011368961564673/oG1mlZCk_normal.jpg,xʷməθkʷəy̓əm,,,pattoni,,Ian Patton 😷,False,"{'followers_count': 82, 'following_count': 781, 'tweet_count': 2842, 'listed_count': 1}"
1477583815866556416,"Un poco friki y un poco gamer. Fortuna, fama i poder, l'home més poderós del món va ser el rei dels pirates. Otakulon. Sean bienvenidos. Spoilers manga.",https://t.co/KAnZBSCGBu,False,https://pbs.twimg.com/profile_images/1516691904171323397/lkEXYhpo_normal.jpg,BCN,,,mininonomi,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KAnZBSCGBu', 'expanded_url': 'http://instagram.com/victor.d.nou', 'display_url': 'instagram.com/victor.d.nou'}]}}",Viku 🌸,False,"{'followers_count': 218, 'following_count': 483, 'tweet_count': 4062, 'listed_count': 0}"
990492302886907904,"ssbu wolf // m&m enjoyer // tony hawk fan // he/him eng/es/日本語

💕@fishcommittee",https://t.co/CZvpxZp83P,False,https://pbs.twimg.com/profile_images/1411154644940713987/1X0RBk6g_normal.jpg,Calgary/Ottawa,,1390653148885241860,tfw_e,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CZvpxZp83P', 'expanded_url': 'https://www.amazon.ca/hz/wishlist/ls/MQP5ECW8CBHU?ref_=wl_share', 'display_url': 'amazon.ca/hz/wishlist/ls…'}]}, 'description': {'mentions': [{'start': 65, 'end': 79, 'username': 'fishcommittee'}]}}",e 🌿,False,"{'followers_count': 512, 'following_count': 775, 'tweet_count': 12657, 'listed_count': 3}"
68378881,"Teacher, Director @NorthsideFRC , Vice-Chair @cyclistie , @pedestrianlk , @LimerickCycling , LCDC rep @limerick_ppn . Opinions mine & not my employer’s. He/him",https://t.co/9bMLBPOT6w,False,https://pbs.twimg.com/profile_images/1383508048841379850/TQIPGRNc_normal.jpg,"Limerick, Ireland",,,davidtobin100,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9bMLBPOT6w', 'expanded_url': 'http://togetherforyurt.home.blog', 'display_url': 'togetherforyurt.home.blog'}]}, 'description': {'mentions': [{'start': 18, 'end': 31, 'username': 'NorthsideFRC'}, {'start': 45, 'end': 55, 'username': 'cyclistie'}, {'start': 58, 'end': 71, 'username': 'pedestrianlk'}, {'start': 74, 'end': 90, 'username': 'LimerickCycling'}, {'start': 102, 'end': 115, 'username': 'limerick_ppn'}]}}",Dave Tobin,False,"{'followers_count': 1381, 'following_count': 1557, 'tweet_count': 179, 'listed_count': 14}"
4032421883,(He/Him) Disabled / Differently Abled; #AllAboutAccessibility; Amateur Photographer,,False,https://pbs.twimg.com/profile_images/1399025036342738947/WD74BUoo_normal.jpg,"Aberdeenshire, Scotland",,,c2seven,"{'description': {'hashtags': [{'start': 39, 'end': 61, 'tag': 'AllAboutAccessibility'}]}}",Colin Pritchard 🇪🇺💙🇺🇦,False,"{'followers_count': 207, 'following_count': 477, 'tweet_count': 1535, 'listed_count': 2}"
45567357,,,False,https://pbs.twimg.com/profile_images/2954388891/60cdf05b0c19a35d7eb3b27f0efd92de_normal.jpeg,,,,emmac_is_me,,Emma C,False,"{'followers_count': 62, 'following_count': 164, 'tweet_count': 209, 'listed_count': 0}"
999668396,"Linguist. Failed dog trainer. Tweets in english, ελληνικά, français and bunneh",,False,https://pbs.twimg.com/profile_images/1428101511842779139/BrCZjpvt_normal.jpg,Brussels,,,clairimasson,,Claire M,False,"{'followers_count': 664, 'following_count': 761, 'tweet_count': 16091, 'listed_count': 18}"
835779217333739520,걸그룹 / 일상계정,,False,https://pbs.twimg.com/profile_images/1340256225267654663/t6viDYV__normal.jpg,잡덕,,,happy_pichu,,행나뇽🌠,False,"{'followers_count': 22, 'following_count': 741, 'tweet_count': 49820, 'listed_count': 0}"
405689434,be fearless in the pursuit of what sets your soul on fire $rickithepas,,False,https://pbs.twimg.com/profile_images/1500164902417158145/0qTY64T__normal.jpg,,,1334597857215561728,RickiEugenio12,,ricki eugenio,False,"{'followers_count': 131, 'following_count': 174, 'tweet_count': 4082, 'listed_count': 0}"
257769553,"Value Investor,Speculator, Author & Consultant. Vice President and Treasurer, Professional Congress Tamil Nadu. Follow my You Tube channels Money Pechu &Be rich",https://t.co/jzsUNWJXVJ,False,https://pbs.twimg.com/profile_images/1511735475106893826/s-PmmQr2_normal.jpg,"Chennai, India",,1418401292704108545,anand_srini,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jzsUNWJXVJ', 'expanded_url': 'http://www.moneypechu.com', 'display_url': 'moneypechu.com'}]}}",Anand Srinivasan,False,"{'followers_count': 47473, 'following_count': 378, 'tweet_count': 27874, 'listed_count': 74}"
1893201842,Tengo dos pochis preciosos y una peca azúl con forma de corazón. https://t.co/8VqWFq7JBV,,False,https://pbs.twimg.com/profile_images/1456002673879158788/--JCP_Dl_normal.jpg,Pochi-Land Barcelona,,625092191996743680,QuirogaAdria,"{'description': {'urls': [{'start': 65, 'end': 88, 'url': 'https://t.co/8VqWFq7JBV', 'expanded_url': 'http://instagram.com/adria.q', 'display_url': 'instagram.com/adria.q'}]}}",Adrià,False,"{'followers_count': 138, 'following_count': 597, 'tweet_count': 33104, 'listed_count': 1}"
594515934,Soy un producto de tu imaginación inducido por las drogas. Maestro cachimbero.,,False,https://pbs.twimg.com/profile_images/1197291516517134336/qoHEsJ1L_normal.jpg,,,,DenisHawk,,Denis de Nong Pradu,False,"{'followers_count': 196, 'following_count': 475, 'tweet_count': 12469, 'listed_count': 1}"
45640074,Tweets about... Gay 🏳️‍🌈 Lorraine 📺 Disney 🏰 Faith ⛪️ Eurovision 🎙 #croissantfriday 🥐 He/him.,https://t.co/kP5BAz07N0,False,https://pbs.twimg.com/profile_images/1357463269464821765/AoKIvTon_normal.jpg,Bethnal Green,,1518214882872672256,JoeyKnock,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kP5BAz07N0', 'expanded_url': 'http://instagram.com/thatcroissantgay', 'display_url': 'instagram.com/thatcroissantg…'}]}, 'description': {'hashtags': [{'start': 67, 'end': 83, 'tag': 'croissantfriday'}]}}",Joey 🥐,False,"{'followers_count': 2104, 'following_count': 2239, 'tweet_count': 58616, 'listed_count': 34}"
186922062,I love touching rusty spoon. Lexiconical.,,False,https://pbs.twimg.com/profile_images/1568528525/stoat_normal.jpg,God alone knows,,,Stoatyone,,Samuel Tanner-Stokes,False,"{'followers_count': 75, 'following_count': 237, 'tweet_count': 2737, 'listed_count': 6}"
793102529668218880,Co-founder of @defendindywres and member of @WWEUK @NXTUK roster.,https://t.co/ZkxyZf2Ly3,True,https://pbs.twimg.com/profile_images/1324416586938241024/JW7Ji3Uz_normal.jpg,"Egham, South East",,,EddieDennis1986,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZkxyZf2Ly3', 'expanded_url': 'https://www.wwe.com/superstars/eddie-dennis', 'display_url': 'wwe.com/superstars/edd…'}]}, 'description': {'mentions': [{'start': 14, 'end': 29, 'username': 'defendindywres'}, {'start': 44, 'end': 50, 'username': 'WWEUK'}, {'start': 51, 'end': 57, 'username': 'NXTUK'}]}}",Eddie Dennis,False,"{'followers_count': 13945, 'following_count': 839, 'tweet_count': 15941, 'listed_count': 78}"
2367613675,I wouldn't go that far.  KMRIA. I'm here because I'm standing here. Blocked by Frankie Boyle - who?,,False,https://pbs.twimg.com/profile_images/997185655670099968/28i4ViLC_normal.jpg,"England, United Kingdom",,1049391595039191040,imelda_mairead,,Mairead #HerdImmunityKills #Have211KReallyDied?YES,False,"{'followers_count': 1092, 'following_count': 218, 'tweet_count': 184793, 'listed_count': 4}"
703734630,Cosecha del 95. Tuiteando desde mi cámara de eco para todo aquel que guste escucharme 📢 Y una parte de mí disfruta de la mejor suspensión de la incredulidad 🤼,,False,https://pbs.twimg.com/profile_images/996493124527689729/Vkd-Q6F__normal.jpg,"Andoain, España",,809854438282240005,_KevinIglesias,,Kevin Iglesias,False,"{'followers_count': 215, 'following_count': 259, 'tweet_count': 14806, 'listed_count': 4}"
283690859,"Norteña|Lv 28|
Live with your chest high
Flame up your heart
and move forward|
LG(B)T🏳️‍🌈| 🚫 Candado: @OkamiHatiIce 🚫",https://t.co/v2xS3PGWIT,False,https://pbs.twimg.com/profile_images/1462444755997147142/DBThF9Nr_normal.jpg,"Noáin (Valle de Elorz), España",,1196802597618888704,HeavenlyHell13,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/v2xS3PGWIT', 'expanded_url': 'https://curiouscat.me/HatiRagnarok', 'display_url': 'curiouscat.me/HatiRagnarok'}]}, 'description': {'mentions': [{'start': 102, 'end': 115, 'username': 'OkamiHatiIce'}]}}",❄️🐺 ×°~ HatiRagnarok ~°x 🐺❄️,False,"{'followers_count': 394, 'following_count': 275, 'tweet_count': 37503, 'listed_count': 5}"
105864930,Elektrik Yük. Müh. ⚡️,,False,https://pbs.twimg.com/profile_images/1514682519798661127/zpyWu6aA_normal.jpg,Istanbul,,1310670577523449857,MesutSirincan,,Mesut,False,"{'followers_count': 182, 'following_count': 235, 'tweet_count': 4857, 'listed_count': 0}"
1125869997807624192,Aficionado y dueño de SD Logroñés.,,False,https://pbs.twimg.com/profile_images/1126110111292887042/C791vkmb_normal.jpg,Logroño,,,Pablogo99897257,,Pablogonzlez❤️⚪💚💛,False,"{'followers_count': 134, 'following_count': 247, 'tweet_count': 2419, 'listed_count': 2}"
1501805283596959748,ss21→京大経済🇰🇷,https://t.co/JPXT3LDsxm,False,https://pbs.twimg.com/profile_images/1501879796082810883/-e-ip-Zk_normal.jpg,,,,1iw_z,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JPXT3LDsxm', 'expanded_url': 'https://instagram.com/_nagiko.t', 'display_url': 'instagram.com/_nagiko.t'}]}}",な,False,"{'followers_count': 361, 'following_count': 181, 'tweet_count': 250, 'listed_count': 0}"
14232952,Digital Editor • Editing audio with ProTools on Macintosh since 1992 🇲🇹🇮🇹🇨🇦🇺🇸,https://t.co/hWtEPP2twf,False,https://pbs.twimg.com/profile_images/755244405934559232/4_qRQots_normal.jpg,Austin TX,,1158452099618881536,pauldecarli,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hWtEPP2twf', 'expanded_url': 'http://paulyd.xyz', 'display_url': 'paulyd.xyz'}]}}",𝙿𝚊𝚞𝚕 𝙳𝚎𝙲𝚊𝚛𝚕𝚒,False,"{'followers_count': 332, 'following_count': 109, 'tweet_count': 11737, 'listed_count': 19}"
21556790,"Physicist, sailor, reader, organiser, geek. He/him or they/them.

“Ik heb geen zin in flauwekul en het regent ook nog.”",,False,https://pbs.twimg.com/profile_images/842258005211115520/OmpkThc0_normal.jpg,"Leiden, Netherlands",,,happydisciple,,Jos Dingjan,False,"{'followers_count': 477, 'following_count': 563, 'tweet_count': 25909, 'listed_count': 24}"
1489262053,"ララフェル♀でのんびりプレイ中。微幻想薬中。空リプする事が多いのでご注意下さい。【画像の著作権など】 Copyright (C) 2010 - 2022 SQUARE ENIX CO., LTD. All Rights Reserved.",,False,https://pbs.twimg.com/profile_images/1509744569558396928/hWkk6wD6_normal.jpg,エオルゼア（タイタンのどこか）,,1438143977790660610,karufe_ff14,,かるたろ🌱☽ Titan村,False,"{'followers_count': 129, 'following_count': 210, 'tweet_count': 28276, 'listed_count': 5}"
1219088576337584130,matching with @chuu4kus // i’m probably cooler than you (unless you’re @mytoecold ),,False,https://pbs.twimg.com/profile_images/1504816181840126022/dq8HiEFH_normal.jpg,he/him,,1423057753363337217,awkstatertot,"{'description': {'mentions': [{'start': 14, 'end': 23, 'username': 'chuu4kus'}, {'start': 71, 'end': 81, 'username': 'mytoecold'}]}}",🌸evan🌸,False,"{'followers_count': 11, 'following_count': 69, 'tweet_count': 388, 'listed_count': 0}"
759705798,Eché a Boabdil y suspiró.,,False,https://pbs.twimg.com/profile_images/1475953942421028865/vQ7hvDPV_normal.jpg,,,1247591190054293506,LE_GRAN_CAPITAN,,El Gran Capitán,False,"{'followers_count': 202, 'following_count': 759, 'tweet_count': 4509, 'listed_count': 3}"
385026343,Life as Power Electronics Software Engineer....@GEgridsolutions,,False,https://pbs.twimg.com/profile_images/1508131302553309196/3PRvFKIp_normal.jpg,"Stafford, England",,,rathygal81,"{'description': {'mentions': [{'start': 47, 'end': 63, 'username': 'GEgridsolutions'}]}}",Ratheekah,False,"{'followers_count': 23, 'following_count': 126, 'tweet_count': 969, 'listed_count': 0}"
2360946588,"HARD WORKING CARER. MY CAT POPPY IS A  HUNTING LEGEND🐱
BRISTOL CITY RAMPANT ROBINS.😎🍺LOL..😎🍷🍷.",,False,https://pbs.twimg.com/profile_images/1424505040673415168/x3c5F-Ir_normal.jpg,"DUNDRY, BRISTOL. ",,,Mikeh60882356,,Mikeh7,False,"{'followers_count': 1059, 'following_count': 4724, 'tweet_count': 27764, 'listed_count': 9}"
1514719105,Learning and Events Officer at Maidstone Museum rosalindmeredith@maidstone.gov.uk,,False,https://pbs.twimg.com/profile_images/1501992538198188034/D6xt9CPn_normal.jpg,"kent, uk",,,RozMeredith,,Roz Meredith,False,"{'followers_count': 410, 'following_count': 1492, 'tweet_count': 12419, 'listed_count': 6}"
1081269626,"Bienaventurados los locos, por que nuestro es el mundo de los sueños.
mi cuerpo es mi diario y mis tatuajes son su historia.
#PensamientosAburridos",,False,https://pbs.twimg.com/profile_images/1500377037139230721/gHQANOsN_normal.jpg,La Coruña,,770823901077200896,tinomato,"{'description': {'hashtags': [{'start': 125, 'end': 147, 'tag': 'PensamientosAburridos'}]}}",Tino M@to,False,"{'followers_count': 367, 'following_count': 628, 'tweet_count': 8293, 'listed_count': 5}"
20581972,"MH Author, Child,Teen,Family & Adult Neuropsychotherapist, Pilot, Cog Neuroscientist, ExNHS, Ex HT, RedCrossRefugeeTeam, SeaSwimmer, Silversmith #lipoedema #ASD",https://t.co/yyBWkbRKS0,False,https://pbs.twimg.com/profile_images/1403750720940171271/5E18hwQ1_normal.jpg,Brighton and Hove,,1315932768178712582,drsharie,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yyBWkbRKS0', 'expanded_url': 'http://www.drsharie.com/', 'display_url': 'drsharie.com'}]}, 'description': {'hashtags': [{'start': 145, 'end': 155, 'tag': 'lipoedema'}, {'start': 156, 'end': 160, 'tag': 'ASD'}]}}",Dr Sharie #GirlySwot (she/her),False,"{'followers_count': 1237, 'following_count': 522, 'tweet_count': 15261, 'listed_count': 23}"
2938242200,#travel #edm,,False,https://pbs.twimg.com/profile_images/1225047557459415040/geH2DaCU_normal.jpg,,,,Boombiezzz,"{'description': {'hashtags': [{'start': 0, 'end': 7, 'tag': 'travel'}, {'start': 8, 'end': 12, 'tag': 'edm'}]}}",Fi:bi~~,False,"{'followers_count': 82, 'following_count': 334, 'tweet_count': 13220, 'listed_count': 0}"
3094196104,Alma de gato. ♀,,False,https://pbs.twimg.com/profile_images/1373933789748019202/fVKs44kS_normal.jpg,Sevilla. Hellín.,,692834076240121856,m_extremaydura,,Emotional rollercoaster,False,"{'followers_count': 203, 'following_count': 153, 'tweet_count': 5740, 'listed_count': 0}"
1036754896215781376,armin's gf♡,https://t.co/0OQsHaBMzy,False,https://pbs.twimg.com/profile_images/1521057982271967232/uMheXyYh_normal.jpg,,,1485352862515437568,xmanguiito,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0OQsHaBMzy', 'expanded_url': 'https://youtube.com/channel/UC5ax9RoPpPvFaWZRfb36-Ng', 'display_url': 'youtube.com/channel/UC5ax9…'}]}}",manguito🌸,False,"{'followers_count': 65, 'following_count': 84, 'tweet_count': 5684, 'listed_count': 0}"
286287685,"Toda la vida matando tontos y no aparece la madre!! 
Asi de cruda es la realidad",,False,https://pbs.twimg.com/profile_images/2499646631/tzpwq74m5p2bufw64tig_normal.jpeg,ESPAÑA,,,JavierInfanteP,,Javier Infante Pedra,False,"{'followers_count': 42, 'following_count': 136, 'tweet_count': 796, 'listed_count': 0}"
322555853,Awkward extrovert. Hypermobile human Care Bear. Writes as Amber Crewe - That Jewish Thing OUT NOW with @coronetbooks / #actuallyautistic (she/they),https://t.co/YK40VRyqUc,False,https://pbs.twimg.com/profile_images/1492875269002170373/OUcnHZkQ_normal.jpg,"London, England",,1291267705870471168,NicoleBurstein,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YK40VRyqUc', 'expanded_url': 'https://www.amazon.co.uk/That-Jewish-Thing-Amber-Crewe-ebook/dp/B0948NFYW9', 'display_url': 'amazon.co.uk/That-Jewish-Th…'}]}, 'description': {'hashtags': [{'start': 119, 'end': 136, 'tag': 'actuallyautistic'}], 'mentions': [{'start': 103, 'end': 116, 'username': 'coronetbooks'}]}}",Mazeltov Cocktail 🖖,False,"{'followers_count': 2467, 'following_count': 964, 'tweet_count': 97516, 'listed_count': 96}"
962814827679965184,"b de bandida, c de coqueta",,False,https://pbs.twimg.com/profile_images/1506977416916488203/2IMHsv5l_normal.jpg,,,1509252431519141888,ameeerikaaa,,erika⚡️,False,"{'followers_count': 3959, 'following_count': 1563, 'tweet_count': 85383, 'listed_count': 41}"
3049597651,I want to tell stories        Ella/She/Her,https://t.co/yEmNC1WXQu,False,https://pbs.twimg.com/profile_images/1515377302368096262/aB6w63vE_normal.jpg,"Valencia, España",,985617599756226561,andreartcomic,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yEmNC1WXQu', 'expanded_url': 'https://instagram.com/andreartcomic?igshid=1iwg11yg5iw25', 'display_url': 'instagram.com/andreartcomic?…'}]}}",💀Nonandrea The Ninth💀,False,"{'followers_count': 166, 'following_count': 751, 'tweet_count': 5478, 'listed_count': 3}"
1153725338498797568,"Love to cook!
#THFC
#COYS
#ENICOUT
Love a beer
Love data (only if its good)
Zero tolerance for left wing extremists (and the right too)
PINK FLOYD
🇺🇦🇺🇦🇺🇦",,False,https://pbs.twimg.com/profile_images/1369419607220555782/BUOSwc5T_normal.jpg,Near a pub,,,VOD88056105,"{'description': {'hashtags': [{'start': 14, 'end': 19, 'tag': 'THFC'}, {'start': 20, 'end': 25, 'tag': 'COYS'}, {'start': 26, 'end': 34, 'tag': 'ENICOUT'}]}}",Alex,False,"{'followers_count': 850, 'following_count': 1334, 'tweet_count': 28583, 'listed_count': 0}"
1369674227951996928,,,False,https://pbs.twimg.com/profile_images/1369674665178898436/LizhbF0Z_normal.jpg,"Málaga, España",,,lauriyya_,,☾,False,"{'followers_count': 41, 'following_count': 107, 'tweet_count': 483, 'listed_count': 0}"
145254646,"A Cádiz no sólo hay que ir, sino que hay que saber ir - Jorge 'Mágico' González",,False,https://pbs.twimg.com/profile_images/607813465525395456/9wVxbERQ_normal.jpg,,,,Grimi3,,DavidG,False,"{'followers_count': 157, 'following_count': 610, 'tweet_count': 22608, 'listed_count': 5}"
109924051,"Author. Ian -#PeepShow,  Mr Colchester - #Torchwood. Roger - #Holby. @TheStage. Proud Patron @GrimmAndCo/@TheHopeTheatre https://t.co/nZHWi5HBPq",https://t.co/xWkhfCjjdW,True,https://pbs.twimg.com/profile_images/1340603577945960450/OP1N7pBN_normal.jpg,"London, England",,1374749710511177736,Claytoncast,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xWkhfCjjdW', 'expanded_url': 'http://paulclayton.me.uk', 'display_url': 'paulclayton.me.uk'}]}, 'description': {'urls': [{'start': 121, 'end': 144, 'url': 'https://t.co/nZHWi5HBPq', 'expanded_url': 'https://linktr.ee/paulclayton', 'display_url': 'linktr.ee/paulclayton'}], 'hashtags': [{'start': 13, 'end': 22, 'tag': 'PeepShow'}, {'start': 41, 'end': 51, 'tag': 'Torchwood'}, {'start': 61, 'end': 67, 'tag': 'Holby'}], 'mentions': [{'start': 69, 'end': 78, 'username': 'TheStage'}, {'start': 93, 'end': 104, 'username': 'GrimmAndCo'}, {'start': 105, 'end': 120, 'username': 'TheHopeTheatre'}]}}",Paul Clayton.,False,"{'followers_count': 4112, 'following_count': 268, 'tweet_count': 27077, 'listed_count': 44}"
1195093307950555139,Aspiring sports analyst/sports scientist/astronaut | ⚽️🎾🧀🦌🍺 | MIT 🎓 | she/her,,False,https://pbs.twimg.com/profile_images/1391909287979634688/QIvXnx_d_normal.jpg,,,1480343242386423811,aeroastrofc,,Deeps,False,"{'followers_count': 18, 'following_count': 358, 'tweet_count': 2910, 'listed_count': 0}"
6607362,Master of Convenience,https://t.co/k4lWhMFk7p,False,https://pbs.twimg.com/profile_images/1483912489360318466/H5qBrkq-_normal.jpg,,,,Cinematze,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/k4lWhMFk7p', 'expanded_url': 'http://www.cinematze.de', 'display_url': 'cinematze.de'}]}}",Matze,False,"{'followers_count': 326, 'following_count': 111, 'tweet_count': 10792, 'listed_count': 14}"
32440980,Woke means decent human being. #resister #kindnessmatters #remainer #3.5%. Not your teacher or father: idiocy/conspiracy = block. Ops mine mostly,,False,https://pbs.twimg.com/profile_images/1519344796611002368/uE6tcqa7_normal.jpg,"UK, EU, Italy...Earth really",,1353351095662342149,Mapolino,"{'description': {'hashtags': [{'start': 31, 'end': 40, 'tag': 'resister'}, {'start': 41, 'end': 57, 'tag': 'kindnessmatters'}, {'start': 58, 'end': 67, 'tag': 'remainer'}]}}",Duke Marcus I-Dont-Recall Mapo,False,"{'followers_count': 4775, 'following_count': 5165, 'tweet_count': 39228, 'listed_count': 5}"
1450753931189968903,Still single and ready to mingle. Do say Hi to me.....this replace old account.,,False,https://pbs.twimg.com/profile_images/1450754617348821001/GUCaBFzR_normal.jpg,,,,azamramli0901,,azam0901,False,"{'followers_count': 22, 'following_count': 227, 'tweet_count': 16375, 'listed_count': 0}"
86275639,🐈️💨,,False,https://pbs.twimg.com/profile_images/1501509178153910275/sOQW2CjA_normal.jpg,東京,,,kenny619jp,,Kenny,False,"{'followers_count': 51, 'following_count': 264, 'tweet_count': 4795, 'listed_count': 0}"
1116421326,Dunans Castle conservation project lady with tartan and fishing rights. Jewish roots. Lover of God. RTs not endorsements.,https://t.co/x7jIJq0Q6P,False,https://pbs.twimg.com/profile_images/1485635846636281857/WPtZkJrv_normal.jpg,"Ham, Richmond KT2 5PY",,1250760430533869570,TiinaWilder,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/x7jIJq0Q6P', 'expanded_url': 'https://www.facebook.com/pages/Tiina-Wilder/246917368772760?ref=hl', 'display_url': 'facebook.com/pages/Tiina-Wi…'}]}}",Lady Tiina Wilder of Chaol Ghleann,False,"{'followers_count': 1581, 'following_count': 1419, 'tweet_count': 87930, 'listed_count': 111}"
1647329088,amunt,,False,https://pbs.twimg.com/profile_images/1169633258025472000/nrsPrO4V_normal.jpg,,,,miguelbj99,,mmmmmmiguel,False,"{'followers_count': 192, 'following_count': 1318, 'tweet_count': 5707, 'listed_count': 0}"
215286004,👩🏽‍⚕️,,False,https://pbs.twimg.com/profile_images/1324040327439798272/W6_5WrO6_normal.jpg,"Nairobi, Kenya",,,wairimurobin,,🌺 Zen Sorcery 🌖,False,"{'followers_count': 280, 'following_count': 213, 'tweet_count': 66847, 'listed_count': 0}"
2838527399,,,False,https://pbs.twimg.com/profile_images/524300583176384513/5x1qNExl_normal.jpeg,,,,sadiroj,,Sara,False,"{'followers_count': 54, 'following_count': 89, 'tweet_count': 3550, 'listed_count': 0}"
1160370521202221056,,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,,KebromNegussie,,Kebrom Negussie,False,"{'followers_count': 1, 'following_count': 33, 'tweet_count': 184, 'listed_count': 0}"
1357447225,Tattoos. Dogs. Gym. Horror films. Rock. Sarcasm. Laughter. Tea drinker. No I don’t want to see the painting your kid did at school today. Do not resuscitate ♏️,,False,https://pbs.twimg.com/profile_images/1311310335710760960/S_ixiklt_normal.jpg,Under the stairs,,1377714937255051264,MrsAtoB,,🔥,False,"{'followers_count': 667, 'following_count': 832, 'tweet_count': 17559, 'listed_count': 3}"
327299082,"Madre trabajadora compulsiva, castigo de sus hijos. Con Sauron se vivía mejor.",https://t.co/V818GkypnX,False,https://pbs.twimg.com/profile_images/1372096801763954689/HFMVRm_s_normal.jpg,"San Sebastián, España",,1360185266711969795,Madredemis2hijo,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/V818GkypnX', 'expanded_url': 'http://www.mielycanelamoda.com', 'display_url': 'mielycanelamoda.com'}]}}",LaAlegreDivorciada,False,"{'followers_count': 257, 'following_count': 288, 'tweet_count': 43229, 'listed_count': 7}"
