,description,id,url,name,profile_image_url,public_metrics,location,verified,username,protected,entities,pinned_tweet_id
1106167496967626752,,,,DeadpanHipstersJungle,https://pbs.twimg.com/profile_images/1275599676591529984/Z_zVTebl_normal.jpg,"{'followers_count': 7, 'following_count': 576, 'tweet_count': 236, 'listed_count': 0}",,False,DeadHipJung,False,,
1331566966549729281,✌🏽,,,Carmen,https://pbs.twimg.com/profile_images/1331567289238511617/60du0L2c_normal.jpg,"{'followers_count': 27, 'following_count': 39, 'tweet_count': 45, 'listed_count': 0}","Llanes, Spain",False,carmeeenfdeez,False,,
86085887,💜🌈💙Treat people with kindness 💙🌈💜,,https://t.co/F1EJZvOz4z,🦄 Nia,https://pbs.twimg.com/profile_images/1399745541748187136/6X_j_Tsk_normal.jpg,"{'followers_count': 1022, 'following_count': 609, 'tweet_count': 58029, 'listed_count': 22}","Bridgend, Wales",False,niaegregory,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/F1EJZvOz4z', 'expanded_url': 'https://www.instagram.com/niaegregory/', 'display_url': 'instagram.com/niaegregory/'}]}}",1313162060096843781
36616249,"Ignore the name...I'm a GIRL! Book lover, Mum of Teens. Computer geek making graphics, proofreading & transcribing in my spare time #BookTwitter",,,Dale Dow,https://pbs.twimg.com/profile_images/1445079766416203792/MXlUtqx-_normal.jpg,"{'followers_count': 893, 'following_count': 2901, 'tweet_count': 72537, 'listed_count': 192}","Edinburgh, Scotland",False,DaleReadsBooks,False,"{'description': {'hashtags': [{'start': 132, 'end': 144, 'tag': 'BookTwitter'}]}}",1479204012398460930
422164503,"If you think gay people are a threat, you're homophobic.
If you think trans people are a threat, you're transphobic.
And so on.
She/her.",,,Tea Junkie 🇺🇦,https://pbs.twimg.com/profile_images/1437855435747438593/Q5z9g6eY_normal.jpg,"{'followers_count': 4739, 'following_count': 5209, 'tweet_count': 361265, 'listed_count': 141}",,False,TeaJunkie1,False,,946525693336174592
365051521,Never under estimate a woman with a manicure and a law degree. Scot in Berks. Marketer.,,,Nicola Lynch-Watson,https://pbs.twimg.com/profile_images/1480869898620485633/XBSjyOeF_normal.jpg,"{'followers_count': 156, 'following_count': 460, 'tweet_count': 4539, 'listed_count': 0}",Berkshire,False,nslwatson,False,,
258183076,Rando of Randos.  Dean of Reply Guys,,,Brother Jack,https://pbs.twimg.com/profile_images/1497937324289794050/MXJAYuCz_normal.jpg,"{'followers_count': 48, 'following_count': 180, 'tweet_count': 4447, 'listed_count': 0}",Montco PA,False,drhpa33,False,,
1279433611,Best Life Ever! Living is beating cancer. #BeatCancer #RaysUp #RaysUp2Cancer,,https://t.co/C3dvV4AMcZ,#RaysUpScott,https://pbs.twimg.com/profile_images/1522016338818093056/CBnSBXhP_normal.jpg,"{'followers_count': 1761, 'following_count': 2243, 'tweet_count': 45296, 'listed_count': 38}","Florida, USA",False,RaysUpScott,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/C3dvV4AMcZ', 'expanded_url': 'https://1771designs.com/products/raysupscott', 'display_url': '1771designs.com/products/raysu…'}]}, 'description': {'hashtags': [{'start': 42, 'end': 53, 'tag': 'BeatCancer'}, {'start': 54, 'end': 61, 'tag': 'RaysUp'}, {'start': 62, 'end': 76, 'tag': 'RaysUp2Cancer'}]}}",
156311151,"Married, Chicago Native, Honorary Canadian, Metalhead, Avid Reader, Haiku Writer, Tea Drinker, Yarn Addict. LGTBQ Ally 🌈 #Wordle #Vaxxed 
🌊🌊🌊 #Resist 🚫DM'S",,,Charm,https://pbs.twimg.com/profile_images/1520086486175133701/WCd1sQse_normal.jpg,"{'followers_count': 4018, 'following_count': 4753, 'tweet_count': 12810, 'listed_count': 116}","There, not here ",False,Charm47,False,"{'description': {'hashtags': [{'start': 121, 'end': 128, 'tag': 'Wordle'}, {'start': 129, 'end': 136, 'tag': 'Vaxxed'}, {'start': 142, 'end': 149, 'tag': 'Resist'}]}}",921415013482598400
19303320,"Area Retail Manager for MFG, Photography (and editing), Hillwalking & Chilling :) #watp",,https://t.co/Yl569ikVgg,Lee Black,https://pbs.twimg.com/profile_images/904043939304497153/xtgqB8sR_normal.jpg,"{'followers_count': 281, 'following_count': 1035, 'tweet_count': 6269, 'listed_count': 8}","ÜT: 55.972505,-3.176958",False,leeb9972,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Yl569ikVgg', 'expanded_url': 'http://about.me/leeb9972', 'display_url': 'about.me/leeb9972'}]}, 'description': {'hashtags': [{'start': 82, 'end': 87, 'tag': 'watp'}]}}",
27517796,🦋 Lover of books and the beach!,,,Tamcho,https://pbs.twimg.com/profile_images/1244372535610834953/bEFckBcC_normal.jpg,"{'followers_count': 1191, 'following_count': 1478, 'tweet_count': 41965, 'listed_count': 42}", Virginia,False,tamcho,False,,
93192596,life is for living. Rugby mad proud dad,,,Scott Donald,https://pbs.twimg.com/profile_images/1022477636474478593/iTH4wBF-_normal.jpg,"{'followers_count': 152, 'following_count': 777, 'tweet_count': 1129, 'listed_count': 4}","Winchester, England",False,S_Donald,False,,
929745200246853632,“Soy mucho más de lo que ves” 🖤,,https://t.co/yCngVqHP3d,Leire 🌸,https://pbs.twimg.com/profile_images/1033631293450403840/VgrrO5px_normal.jpg,"{'followers_count': 1648, 'following_count': 1021, 'tweet_count': 40763, 'listed_count': 16}",,False,leiretxuu_,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yCngVqHP3d', 'expanded_url': 'https://curiouscat.qa/leiretxuu_', 'display_url': 'curiouscat.qa/leiretxuu_'}]}}",1502627589977956353
1095391557602164736,Very old and wise dowager. I'd love to believe there are fairies at the bottom of my garden but I can't. Same with gods and goddesses. #resist BLM.,,,Martha J Willey,https://pbs.twimg.com/profile_images/1276916602735337472/LXgKyrNl_normal.jpg,"{'followers_count': 2962, 'following_count': 2957, 'tweet_count': 9456, 'listed_count': 1}",,False,MarthaJWilley1,False,"{'description': {'hashtags': [{'start': 135, 'end': 142, 'tag': 'resist'}]}}",1488380309041258497
213542185,あねじゃです。いつのまにか育児垢要素も増えたただのオタクアカウント。最近は金カムばかり読んでいる。普段はこまものをつくるなどして糊口をしのいでおります。,,,あねじゃ,https://pbs.twimg.com/profile_images/496646846291271682/OhzoNJNB_normal.jpeg,"{'followers_count': 31, 'following_count': 116, 'tweet_count': 6789, 'listed_count': 3}",東京あっちこっち。,False,nkzt315,False,,
620315611,Who lives in a brick building in Ikeja??? ....,,,Sponge,https://pbs.twimg.com/profile_images/1006859321194532864/T0-g_kmO_normal.jpg,"{'followers_count': 266, 'following_count': 722, 'tweet_count': 2512, 'listed_count': 3}",,False,GboyegaJaiye,False,,
1172462419056066560,うんち！ suzuriのショップ→ https://t.co/yu8sen0US8 #キッチー帝国 ブロックしろ すけぶ→ https://t.co/sqgJMciOj5 ぶーす→ https://t.co/u5hxp5DCKx,,,めり,https://pbs.twimg.com/profile_images/1522230130147422209/Cg0nI7Qq_normal.jpg,"{'followers_count': 115, 'following_count': 163, 'tweet_count': 35057, 'listed_count': 8}",キッチー帝国,False,3kamatari,False,"{'description': {'urls': [{'start': 18, 'end': 41, 'url': 'https://t.co/yu8sen0US8', 'expanded_url': 'http://suzuri.jp/kicchi', 'display_url': 'suzuri.jp/kicchi'}, {'start': 62, 'end': 85, 'url': 'https://t.co/sqgJMciOj5', 'expanded_url': 'http://skeb.jp/@3kamatari', 'display_url': 'skeb.jp/@3kamatari'}, {'start': 91, 'end': 114, 'url': 'https://t.co/u5hxp5DCKx', 'expanded_url': 'http://jisokicchi.booth.pm', 'display_url': 'jisokicchi.booth.pm'}], 'hashtags': [{'start': 42, 'end': 49, 'tag': 'キッチー帝国'}]}}",1383060112084926465
2737986153,"Wife, mum and Dr Who fan!! Not always necessarily in that order! All views my own",,,Janet Adkins,https://pbs.twimg.com/profile_images/1415650476029366278/4AvVhq_I_normal.jpg,"{'followers_count': 363, 'following_count': 179, 'tweet_count': 12008, 'listed_count': 5}",,False,janetladkins,False,,756940262266507264
18600247,"Short, sunshine loving optimist Prone to rambling & shouting at the TV.",,,Sarah 💙,https://pbs.twimg.com/profile_images/1204477303494979584/uKkMSC-d_normal.jpg,"{'followers_count': 639, 'following_count': 1762, 'tweet_count': 13186, 'listed_count': 19}",United Kingdom,False,Sarymclary,False,,
529349713,idiot boy extraordinaire,,,Brent Kenneth Du,https://pbs.twimg.com/profile_images/1306212171286630405/KWpZCtkh_normal.jpg,"{'followers_count': 580, 'following_count': 1641, 'tweet_count': 33345, 'listed_count': 3}","Manila, Philippines",False,BRENTkathmanDU,False,,1306210433594867713
40508454,,,,Harry Cameron,https://pbs.twimg.com/profile_images/280762610/Harry1_normal.jpg,"{'followers_count': 55, 'following_count': 118, 'tweet_count': 691, 'listed_count': 0}",,False,Harpo45,False,,
801854194638606336,"♦Fast and Furious ... kind and thoughtful♦  
--across a river of trouble on a bridge too far--
•••••••••OVER 🌈 AND OUT on a limb•••••••••",,,Michael🔙🔜Meanswell cowboyForever,https://pbs.twimg.com/profile_images/1108081476061540352/eG_TATpd_normal.jpg,"{'followers_count': 561, 'following_count': 120, 'tweet_count': 9783, 'listed_count': 1}",miles from nowhere,False,MMeanswell,False,,1282751552277577731
604467908,"❄️♀️💜🦉🌍🌙🖤✨🌈

||

La vida es correr, el resto es sólo esperar a la próxima carrera✌🏽

||

Cuatro ruedas mueven el cuerpo, dos ruedas mueven el alma✊🏽",,,Winter Is Coming🐺❄️,https://pbs.twimg.com/profile_images/1467522413898481668/NLv-L4gL_normal.jpg,"{'followers_count': 1377, 'following_count': 844, 'tweet_count': 48352, 'listed_count': 27}",✈ España ✈,False,MissEauRouge,False,,597098904560259072
2277679237,"Gentle Therapies is a sole trading business where I give holistic treatments -  Reiki, Crystal Therapy, Reflexology and animal Reiki. http://t.co/qT5XkzwvKY",,,Gentle Therapies,https://pbs.twimg.com/profile_images/419855250598531073/721xP3Gl_normal.png,"{'followers_count': 113, 'following_count': 144, 'tweet_count': 6596, 'listed_count': 2}",,False,gentletherapie1,False,"{'description': {'urls': [{'start': 134, 'end': 156, 'url': 'http://t.co/qT5XkzwvKY', 'expanded_url': 'http://gentletherapies.co.uk', 'display_url': 'gentletherapies.co.uk'}]}}",
563705506,Irish Liverpool fan married with 3 beautiful daughters and a son,,,terry mc cann,https://pbs.twimg.com/profile_images/1371154537847869440/0khFdPgu_normal.jpg,"{'followers_count': 109, 'following_count': 775, 'tweet_count': 3334, 'listed_count': 0}","South Dublin, Ireland",False,terrymccann3,False,,
246005777,It’s the little things that make up the big picture. ⛳️ ⚽️ 🏋️‍♂️,,,Nick Johnson,https://pbs.twimg.com/profile_images/752261155792515072/d8IWMeoG_normal.jpg,"{'followers_count': 306, 'following_count': 242, 'tweet_count': 5008, 'listed_count': 3}","Bramhall, Cheshire",False,nickjonno,False,,
907697646,"22. Enamorado de ti, desde que te conocí, Real Murcia campeón. Me puedes encontrar en @elpostgrana || https://t.co/nkGLowRdJV /🇹🇻/",,https://t.co/82g8BtIH7m,Antonio.,https://pbs.twimg.com/profile_images/1415356559765409797/0CO2wzbn_normal.jpg,"{'followers_count': 686, 'following_count': 1176, 'tweet_count': 26211, 'listed_count': 5}",Nueva Condomina,False,Antonio_lb99,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/82g8BtIH7m', 'expanded_url': 'http://www.instagram.com/antonio_lb99', 'display_url': 'instagram.com/antonio_lb99'}]}, 'description': {'urls': [{'start': 102, 'end': 125, 'url': 'https://t.co/nkGLowRdJV', 'expanded_url': 'http://twitch.tv/elpostgrana', 'display_url': 'twitch.tv/elpostgrana'}], 'mentions': [{'start': 86, 'end': 98, 'username': 'elpostgrana'}]}}",1492927453614026756
1062327001,"| Mechanical Design Engineer |
Chiru abhimaanini inka Sachin aataku daasudini.. Cinemaalante passionu, splender plus ani nenu ananu gaani. istam anthe",,https://t.co/9pygWgirII,Mohan,https://pbs.twimg.com/profile_images/1164637907367452673/2vOjrCZp_normal.jpg,"{'followers_count': 844, 'following_count': 349, 'tweet_count': 42233, 'listed_count': 18}",Vizag/ Hyderabad,False,Mohandas221,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9pygWgirII', 'expanded_url': 'http://facebook.com/mohan.das.754918', 'display_url': 'facebook.com/mohan.das.7549…'}]}}",
248138622,"(Fmr) lecturer, curr. designer Master Educational Needs. Oral and written language/dyslexia, assessment. Likes books, Sweden & Alaska 🖼 Jeffrey T Larson",,,Lonny Fennis,https://pbs.twimg.com/profile_images/1507631104974639108/b0qDsC25_normal.jpg,"{'followers_count': 555, 'following_count': 405, 'tweet_count': 22343, 'listed_count': 13}",Salland 🇳🇱/ Värmland 🇸🇪,False,osolonny,False,,
27307548,"Aspiring aspirer. One head, two arms, two legs, the usual.",,,blmayne,https://pbs.twimg.com/profile_images/1480475589974896641/LbRoA408_normal.jpg,"{'followers_count': 13468, 'following_count': 12426, 'tweet_count': 20150, 'listed_count': 107}",U.K.,False,blmayne,False,,720871389192818688
742078772741033984,,,,Una Cunningham,https://pbs.twimg.com/profile_images/1521180563046121474/ISF571ZD_normal.jpg,"{'followers_count': 45, 'following_count': 472, 'tweet_count': 221, 'listed_count': 0}",,False,UnaCunningham4,False,,
1472589262344183810,Just dumping my random thoughts here...,,,Francis,https://pbs.twimg.com/profile_images/1521048447612518400/Qk3Y6V4w_normal.jpg,"{'followers_count': 146, 'following_count': 126, 'tweet_count': 610, 'listed_count': 0}",,False,francismglph_,False,,1472590063301443584
991994764739403777,"22. ✨ In a world full of princesses, be a witch ✨. Cuando no estoy leyendo, estoy adorando a mi gato. Hablo de todo y de nada por aquí, bienvenidas 🖤",,https://t.co/R9JCniWuDU,xènia ☁️,https://pbs.twimg.com/profile_images/1473775350618497031/c4fCp_Wu_normal.jpg,"{'followers_count': 287, 'following_count': 278, 'tweet_count': 11125, 'listed_count': 3}",#booktwt,False,_xeniaconx,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/R9JCniWuDU', 'expanded_url': 'https://www.goodreads.com/_xeniaconx', 'display_url': 'goodreads.com/_xeniaconx'}]}}",1461376521554337792
3228973522,La aburrimiento 🙃,,,Inanina,https://pbs.twimg.com/profile_images/1518984172324466699/CGWJbr_l_normal.jpg,"{'followers_count': 237, 'following_count': 179, 'tweet_count': 4776, 'listed_count': 0}",Venezuela/España,False,_inanina_,False,,
1952155291,ೃ;୭̥  Intento de editora y persona decente | Me gusta mucho ShinChan | Edito cositas en https://t.co/qNpVHqKX93,,,Munchly,https://pbs.twimg.com/profile_images/1497598812868820995/DXGM8Seu_normal.jpg,"{'followers_count': 392, 'following_count': 273, 'tweet_count': 39707, 'listed_count': 5}",Asturias,False,mmunchly,False,"{'description': {'urls': [{'start': 88, 'end': 111, 'url': 'https://t.co/qNpVHqKX93', 'expanded_url': 'http://theartofgaming.es', 'display_url': 'theartofgaming.es'}]}}",1304550757052698624
14897354,Retired and happy.,,http://t.co/W25NqzjC2W,An Honest Man,https://pbs.twimg.com/profile_images/54634637/Young_bill_01_Small_normal.jpg,"{'followers_count': 18, 'following_count': 39, 'tweet_count': 1607, 'listed_count': 0}","Ayr, Scotland",False,anhonestman,False,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/W25NqzjC2W', 'expanded_url': 'http://www.anhonestman.net', 'display_url': 'anhonestman.net'}]}}",
221377088,"Graduada en Ed. Primaria y Diplomada en Turismo.Maestra, entrenadora y jugadora de F Sala. Eternamente enamorada del https://t.co/WhBPZmYZP2.People always leave",,,Mapi Baños Cánovas,https://pbs.twimg.com/profile_images/1353470127723970562/7g_A7bQq_normal.jpg,"{'followers_count': 572, 'following_count': 311, 'tweet_count': 4959, 'listed_count': 10}",Murcia,False,mapiBcanovas,False,"{'description': {'urls': [{'start': 117, 'end': 140, 'url': 'https://t.co/WhBPZmYZP2', 'expanded_url': 'http://F.C.Barcelona', 'display_url': 'F.C.Barcelona'}]}}",1412690710030082048
466928765,"family, friends, football and laughing! views expressed are my own thoughts on life!",,,david rankin,https://pbs.twimg.com/profile_images/848615653812690944/h6HIRlbh_normal.jpg,"{'followers_count': 53, 'following_count': 316, 'tweet_count': 821, 'listed_count': 0}",,False,daverkn,False,,
1178806297,鳥と竜と睡眠好き。よく動くものとカワイイに反応します。RT多め。ポケモン歴は30分　コピー紙と鉛筆　icon by @Garm_ash　***Gore Warning***,,https://t.co/uEt7TjoAxz,キクリン,https://pbs.twimg.com/profile_images/1351562755443101698/mrfx-4u1_normal.png,"{'followers_count': 163, 'following_count': 208, 'tweet_count': 15078, 'listed_count': 1}",,False,kikurin763,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uEt7TjoAxz', 'expanded_url': 'https://www.pixiv.net/member.php?id=4920755', 'display_url': 'pixiv.net/member.php?id=…'}]}, 'description': {'mentions': [{'start': 58, 'end': 67, 'username': 'Garm_ash'}]}}",962578660204032000
1524037357,,,,JUAN MANUEL CAMACHO,https://pbs.twimg.com/profile_images/378800000155668354/cee7ed5a4006135f9a4ff6e06e747856_normal.png,"{'followers_count': 6, 'following_count': 40, 'tweet_count': 182, 'listed_count': 0}",,False,dimetiltrompeta,False,,
214554815,,,,Bobby Homewood,https://pbs.twimg.com/profile_images/1341626287522246656/cFqJvAAd_normal.jpg,"{'followers_count': 1617, 'following_count': 817, 'tweet_count': 52455, 'listed_count': 47}","Homewood, AL",False,BobbyofHomewood,False,,
431213899,Tweeting wordle.,,,kotilan8ropos,https://pbs.twimg.com/profile_images/1505464138134347776/fY1W1r2C_normal.jpg,"{'followers_count': 13, 'following_count': 177, 'tweet_count': 92, 'listed_count': 0}",,False,kotilan8roposs,False,,
826552280656834561,,,,Carwyn Rowlands,https://pbs.twimg.com/profile_images/1480264864325148676/1ALETDrK_normal.jpg,"{'followers_count': 392, 'following_count': 1414, 'tweet_count': 12114, 'listed_count': 3}","Porthmadog, Gwynedd",False,carwyn_rowlands,False,,
1054002783572160512,¿Crees que fue la terquedad lo que me mantuvo con vida todos esos años en manos de los criadores?,,,Tindwyl,https://pbs.twimg.com/profile_images/1479233458421608452/Yu2xDX2Y_normal.jpg,"{'followers_count': 168, 'following_count': 329, 'tweet_count': 7487, 'listed_count': 0}","Madrid, España",False,RencalV,False,,1446431193273143296
1039912381,«A dragon never yields.» ♡191115♡ your local GOM at nohyucksales on ig♡ m/w @retrodreamie 🦊💗,,https://t.co/TmTWLKvj03,rea②🌱 SAW EVERGLOW x2,https://pbs.twimg.com/profile_images/1507643019851448322/5oDrqHgQ_normal.jpg,"{'followers_count': 1169, 'following_count': 420, 'tweet_count': 107938, 'listed_count': 21}",160219|160823|180501|190310,False,poisoneedhope,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TmTWLKvj03', 'expanded_url': 'http://instagram.com/v.erdantwind', 'display_url': 'instagram.com/v.erdantwind'}]}, 'description': {'mentions': [{'start': 76, 'end': 89, 'username': 'retrodreamie'}]}}",1487794124174602241
2515725916,"Getting old but still loving life! love fresh air , cycling and good friends",,,Anne Hannan,https://pbs.twimg.com/profile_images/1303381665868382208/YWuiyeIh_normal.jpg,"{'followers_count': 238, 'following_count': 500, 'tweet_count': 5871, 'listed_count': 1}",Upper Ballinderry,False,anne41193,False,,
905836410,Data Warehouse developer ... having kids is the best,,,dkstout-SHS1978,https://pbs.twimg.com/profile_images/1002170448795328513/4Lb357pS_normal.jpg,"{'followers_count': 51, 'following_count': 87, 'tweet_count': 10680, 'listed_count': 1}",Gilbertsville from Souderton,False,ClarionPilgrim,False,,1493193434764558339
969413479,,,,idk,https://pbs.twimg.com/profile_images/889999520540446720/KPgR_hI5_normal.jpg,"{'followers_count': 87, 'following_count': 1425, 'tweet_count': 5079, 'listed_count': 2}",,False,TKD1992,False,,
1039201914003615744,I feel unusual.,,,Aoife Ní Mhórdha,https://pbs.twimg.com/profile_images/1412517104855703559/NxRMNXx6_normal.jpg,"{'followers_count': 17, 'following_count': 224, 'tweet_count': 1219, 'listed_count': 0}","Dún na nGall, Éire ",False,aoifnm,False,,
39820832,"Postie.  @CWUnews rep.  @ACORNunion, @IWW, @UKLabour, @CoopParty member.  Intersectional socialist.  Co-producer and editor of @ComradioUK.  He/him/his.",,https://t.co/ltfbM6Ixdf,Jordan Hartley,https://pbs.twimg.com/profile_images/1507334948956655626/Cvy8dkGF_normal.jpg,"{'followers_count': 778, 'following_count': 1908, 'tweet_count': 1893, 'listed_count': 3}","Kent, UK",False,JordanHartley89,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ltfbM6Ixdf', 'expanded_url': 'http://jordanhartley.bandcamp.com', 'display_url': 'jordanhartley.bandcamp.com'}]}, 'description': {'mentions': [{'start': 9, 'end': 17, 'username': 'CWUnews'}, {'start': 24, 'end': 35, 'username': 'ACORNunion'}, {'start': 37, 'end': 41, 'username': 'IWW'}, {'start': 43, 'end': 52, 'username': 'UKLabour'}, {'start': 54, 'end': 64, 'username': 'CoopParty'}, {'start': 127, 'end': 138, 'username': 'ComradioUK'}]}}",
1097993053405618177,"Mestra d'educació primària, de música, audició i llenguatge i educació especial. Cranc.",,,SGM,https://pbs.twimg.com/profile_images/1425755123419160577/48Jeu9Na_normal.jpg,"{'followers_count': 118, 'following_count': 183, 'tweet_count': 6410, 'listed_count': 0}",,False,SaraGuMa,False,,1438166157341696002
256250572,Was bubbling along quite nicely until 2016 turned me into an angry old bag. #BathForEurope,,,Sally 💛 #CovidInquiryNow #FBPE #FBPPR #GTTO,https://pbs.twimg.com/profile_images/1435589386062663682/_IY2WtYX_normal.jpg,"{'followers_count': 1537, 'following_count': 1839, 'tweet_count': 2047, 'listed_count': 1}","Bath, England",False,SecondSopSal,False,"{'description': {'hashtags': [{'start': 76, 'end': 90, 'tag': 'BathForEurope'}]}}",1419622350463590404
450012624,Vegan,,,Vishnu Singh,https://pbs.twimg.com/profile_images/1723945859/36416_10100170244984500_1929496_57782137_5381930_n_normal.jpg,"{'followers_count': 129, 'following_count': 217, 'tweet_count': 2590, 'listed_count': 2}",Los Angeles,False,VishnuSingh213,False,,
67408071,"最近は妻も息子もyama一択。普段はヒゲ無いです。yamaファンの方無言フォローすみません！
yama/ウクレレ/コーヒー焙煎/キャンプ/筋トレ/ボルダリング",,,まさきち,https://pbs.twimg.com/profile_images/1509891954795896832/SXOmpXLc_normal.jpg,"{'followers_count': 106, 'following_count': 120, 'tweet_count': 1618, 'listed_count': 4}",東京,False,mt3200,False,,
1145395716589858821,"estudiante de la uv, por desgracia",,,Ó,https://pbs.twimg.com/profile_images/1506953544041218050/890HKD2b_normal.jpg,"{'followers_count': 97, 'following_count': 233, 'tweet_count': 1348, 'listed_count': 3}","Chiva, España",False,OscardeLamo3,False,,1374063582195941378
245506200,"Lights,.Chelsea, The Stranglers,The Specials",,,Matt ⭐️⭐️,https://pbs.twimg.com/profile_images/1477366682314285056/z5ZGzrgt_normal.jpg,"{'followers_count': 591, 'following_count': 1142, 'tweet_count': 19051, 'listed_count': 6}","Wokingham, England",False,mattdunn25,False,,
1701297498,Author of the Imogen and Hugh Croft Mysteries Series and the DCI Dani Bevan Scottish detective novels. #author #Essex #mystery #crime #tartan #noir,,https://t.co/yVOWSSKSOP,Katherine Pathak 📚,https://pbs.twimg.com/profile_images/1080150438756913153/DXRkCeze_normal.jpg,"{'followers_count': 3153, 'following_count': 2931, 'tweet_count': 16577, 'listed_count': 54}",Essex,False,KatherinePathak,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yVOWSSKSOP', 'expanded_url': 'http://www.Facebook.com/katherine.pathak', 'display_url': 'Facebook.com/katherine.path…'}]}, 'description': {'hashtags': [{'start': 103, 'end': 110, 'tag': 'author'}, {'start': 111, 'end': 117, 'tag': 'Essex'}, {'start': 118, 'end': 126, 'tag': 'mystery'}, {'start': 127, 'end': 133, 'tag': 'crime'}, {'start': 134, 'end': 141, 'tag': 'tartan'}, {'start': 142, 'end': 147, 'tag': 'noir'}]}}",1512773104732446727
511938634,"Sport lover, aspiring runner, parkrun addict, occasional blogger. Lounge room lizard. Monomaniac, nuisance, bore.
HM 1:38:31 / 5k 20:05 / 10k 43:47 / 50k x1",,,Sam Wheeler,https://pbs.twimg.com/profile_images/1439542626475298817/raaRWa7d_normal.jpg,"{'followers_count': 52, 'following_count': 74, 'tweet_count': 4813, 'listed_count': 9}","London, England",False,RonsRamblings,False,,1477000991132246024
40937355,"Futura MSPE, Socia del RCDE, Cansada de las personas tóxicas",,,ɐʇınƃןO,https://pbs.twimg.com/profile_images/1422512842901757960/7N1X9EBd_normal.jpg,"{'followers_count': 252, 'following_count': 1156, 'tweet_count': 12756, 'listed_count': 1}",Barcelona,False,olguibcn,False,,
25624617,Own the path you choose.,,https://t.co/krvG8VdPpK,Jake,https://pbs.twimg.com/profile_images/1411853097802948612/xdBbvlP-_normal.jpg,"{'followers_count': 290, 'following_count': 244, 'tweet_count': 10101, 'listed_count': 0}","Radelaide, Australia",False,dropkickjake,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/krvG8VdPpK', 'expanded_url': 'http://twitch.tv/dropkickjake', 'display_url': 'twitch.tv/dropkickjake'}]}}",892349416740225024
3082071411,"26, SpaceTree Studios on YouTube, sometimes I help out the YouTube crab guy, I think they should give Godzilla a gun (he/him)",,https://t.co/fDu1YlcRHi,William (SpaceTree Studios),https://pbs.twimg.com/profile_images/1453476855659499521/tz_iiK0A_normal.jpg,"{'followers_count': 1062, 'following_count': 1257, 'tweet_count': 44496, 'listed_count': 10}","Pennsylvania, USA",False,SpaceTree88,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fDu1YlcRHi', 'expanded_url': 'https://www.youtube.com/channel/UC9t6M-VxLZD1--n3ds4fbJQ', 'display_url': 'youtube.com/channel/UC9t6M…'}]}}",1500950265389793280
23168442,,,,Frankie T,https://pbs.twimg.com/profile_images/665669353443106818/BwGHLRi7_normal.jpg,"{'followers_count': 95, 'following_count': 402, 'tweet_count': 3652, 'listed_count': 5}","Sydney, New South Wales",False,franktastic,False,,
477153928,"Eh, khé vienes a mirar































































Criminología y Seguridad🕵🏼‍♂️💙",,,Joseluí,https://pbs.twimg.com/profile_images/1516447946094616582/hNOPyF_E_normal.jpg,"{'followers_count': 1139, 'following_count': 836, 'tweet_count': 55970, 'listed_count': 1}","Jerez de la Frontera, España",False,_Joseluu7,False,,989858551697944576
1370341197236088832,"electroslut | laser witch | Agender Valkyrie 🔞

🏳️‍⚧️ 

@VALenceErection - priv for people i like",,,Val Slipher: SpaceSlut Extraordinaire,https://pbs.twimg.com/profile_images/1381780123469422598/B-PFS0CV_normal.jpg,"{'followers_count': 148, 'following_count': 323, 'tweet_count': 4263, 'listed_count': 1}","she/they, Callisto",False,VAL9THOU,False,"{'description': {'mentions': [{'start': 56, 'end': 72, 'username': 'VALenceErection'}]}}",
153129558,"Graphic Designer | Font Aficionado  | Professional Googler
Special Projects Coordinator for the City of Tuscaloosa",,https://t.co/nKDnRPex8z,Alex House,https://pbs.twimg.com/profile_images/839948299721392128/9VHOzViD_normal.jpg,"{'followers_count': 101, 'following_count': 382, 'tweet_count': 739, 'listed_count': 1}","Tuscaloosa, Al",False,alexhcreates,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nKDnRPex8z', 'expanded_url': 'http://alexhcreates.com', 'display_url': 'alexhcreates.com'}]}}",
