,name,url,protected,profile_image_url,id,username,public_metrics,description,verified,location,entities,pinned_tweet_id
60,ぼぎない,,False,https://pbs.twimg.com/profile_images/1434171624706633734/wQW140Or_normal.jpg,1113479137421799424,boginight,"{'followers_count': 19, 'following_count': 1195, 'tweet_count': 3702, 'listed_count': 1}","趣味用/IT/映画/漫画/アニメ
プロフ画像はFace-Depixelizer",False,東京,,1428362971118407698
61,Guli Maira,,False,https://pbs.twimg.com/profile_images/1251261320151867400/rMLjpPqD_normal.jpg,1274913644,GuliBedi,"{'followers_count': 111, 'following_count': 206, 'tweet_count': 3086, 'listed_count': 0}","Proud Democrat, former teacher, dog lover (mother of Beau), believer in kindness, compassion and friendship.",False,"NH, USA",,1499073540842262534
62,hotdog,,False,https://pbs.twimg.com/profile_images/1510615058451398663/Qat6eXEq_normal.jpg,968826879271608325,cowboigwb,"{'followers_count': 232, 'following_count': 188, 'tweet_count': 7089, 'listed_count': 0}",🦁!! she/her |  聖者たち,False,lost in ur ass,,1275032597244997633
63,Basil Brush 2020,,False,https://pbs.twimg.com/profile_images/1361175577990848514/z-W7jjiK_normal.jpg,1237659343014604800,BasilBrush2020,"{'followers_count': 4, 'following_count': 288, 'tweet_count': 83, 'listed_count': 0}",,False,,,
64,寅3️⃣ρ🐯@新規△,,False,https://pbs.twimg.com/profile_images/1509547339135946752/k2MKDlRD_normal.jpg,1269124091329437696,traya_3rou,"{'followers_count': 139, 'following_count': 177, 'tweet_count': 25381, 'listed_count': 15}",ヒナヒ「俺は…僕だ…」 ¦¦とらさぶろー(@traya_tka)のTRPG垢です。#とらさぶ卓メモ とらさぶ卓ハウスルール→ https://t.co/4UyM7N6uR7 成人済み笑,False,サウスパーク,"{'description': {'urls': [{'start': 63, 'end': 86, 'url': 'https://t.co/4UyM7N6uR7', 'expanded_url': 'https://privatter.net/p/7194341', 'display_url': 'privatter.net/p/7194341'}], 'hashtags': [{'start': 41, 'end': 49, 'tag': 'とらさぶ卓メモ'}], 'mentions': [{'start': 21, 'end': 31, 'username': 'traya_tka'}]}}",1514604612447203335
65,花良＠かるしまー,https://t.co/fSBBGUcYXa,False,https://pbs.twimg.com/profile_images/858735741672738816/wNmk31RG_normal.jpg,943877768,karyou_luna,"{'followers_count': 265, 'following_count': 213, 'tweet_count': 70326, 'listed_count': 10}","TRPGオンセ繋がりで結婚したガチオタな旦那と2018/11生まれのやんちゃ坊主と暮らすオタク主婦。
育児のためオタク活動とTRPGは低活動です。フォロー・リムーブはご自由に(フォロバは基本しません)。育児話は@karyou_izumiに移行。 アイコンは@asuka_hase さんにいただきました！",False,*桜島のそばにいる*,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fSBBGUcYXa', 'expanded_url': 'http://lunamelody.web.fc2.com/', 'display_url': 'lunamelody.web.fc2.com'}]}, 'description': {'mentions': [{'start': 105, 'end': 118, 'username': 'karyou_izumi'}, {'start': 128, 'end': 139, 'username': 'asuka_hase'}]}}",
66,A,,False,https://pbs.twimg.com/profile_images/1513556682949140482/XQptB6qz_normal.jpg,404840213,_chuchuchuxxx,"{'followers_count': 40, 'following_count': 90, 'tweet_count': 4189, 'listed_count': 0}",ことのはたんごやりたくて鍵開けました 単語当てゲーム結果をツイートするためのアカウントになりつつあります,False,,,566946854164656129
67,イシダチ,,False,https://pbs.twimg.com/profile_images/1251388859402711041/prUud8ph_normal.jpg,1246017142769643523,Internet_izonn,"{'followers_count': 10, 'following_count': 234, 'tweet_count': 1099, 'listed_count': 0}",漫画が好きです。あんまりつぶやきません。成人済み。,False,その辺,,
68,Amels,,False,https://pbs.twimg.com/profile_images/1502990932723081229/9kF90TiK_normal.jpg,1502988781833572359,Amelsflying,"{'followers_count': 19, 'following_count': 38, 'tweet_count': 205, 'listed_count': 0}",Do not reply to my tweets unless you're my friend,False,,,
69,☀☀☀れたす☀☀☀,https://t.co/ES5GPvU4Vl,False,https://pbs.twimg.com/profile_images/1377347616623665152/xrKWBBKQ_normal.png,715088555928735744,fairy_lettuce,"{'followers_count': 1099, 'following_count': 1417, 'tweet_count': 3822, 'listed_count': 14}",✨JD✨ げーむばかりしてる 所属: GUT(東大幻想郷)・B4UT(東大音ゲーサークル)とかいっぱい 競プロ: @fairly_lettuce (休止中),False,今年の目標: 進級,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ES5GPvU4Vl', 'expanded_url': 'https://lettuce-diary.hatenadiary.com/about', 'display_url': 'lettuce-diary.hatenadiary.com/about'}]}, 'description': {'mentions': [{'start': 57, 'end': 72, 'username': 'fairly_lettuce'}]}}",1257514282054348800
70,チョコ,,False,https://pbs.twimg.com/profile_images/1353683692766416896/6vh7kV0F_normal.jpg,1907877072,Chocolate32304,"{'followers_count': 150, 'following_count': 207, 'tweet_count': 18528, 'listed_count': 3}",音ゲーとかグラブルとかやってます,False,,,1385907855438475267
71,Isaac Katz,,False,https://pbs.twimg.com/profile_images/1268684238947311617/WoA20MDl_normal.jpg,127080477,econoclasta,"{'followers_count': 92382, 'following_count': 246, 'tweet_count': 72002, 'listed_count': 817}",Solo Katz,False,,,
72,Kinya Usuda,,False,https://pbs.twimg.com/profile_images/1149541682/save_normal.png,6050862,usuda,"{'followers_count': 877, 'following_count': 907, 'tweet_count': 65893, 'listed_count': 45}",記者/編集者。Impress Watch,False,Tokyo,,
73,KZ78🍅,https://t.co/XzYhg7kfTc,False,https://pbs.twimg.com/profile_images/451032341276680193/2OwbGjT8_normal.jpeg,154086979,kz78_b,"{'followers_count': 644, 'following_count': 1026, 'tweet_count': 375873, 'listed_count': 47}",元高専生。💉💉💉,False,多摩川の近く,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XzYhg7kfTc', 'expanded_url': 'http://d.hatena.ne.jp/kz78/', 'display_url': 'd.hatena.ne.jp/kz78/'}]}}",
74,さいらと,https://t.co/l0vLmwDioW,False,https://pbs.twimg.com/profile_images/977846247095648262/8n9g3v6__normal.png,5929272,sillat,"{'followers_count': 2408, 'following_count': 2070, 'tweet_count': 125275, 'listed_count': 175}",20↑ // 「地獄のなかで茶屋をひらいて飲み物とお菓子を供している感じ」 // she/her // icon by @yyuta342,False,Kobe ⇔ Osaka ⇔ Kyoto,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/l0vLmwDioW', 'expanded_url': 'https://about.me/sillat', 'display_url': 'about.me/sillat'}]}, 'description': {'mentions': [{'start': 60, 'end': 69, 'username': 'yyuta342'}]}}",1510557113004670976
75,スコットP,,False,https://pbs.twimg.com/profile_images/1521872104190541825/PUGuq1KY_normal.jpg,2809497133,_tsuneichi_,"{'followers_count': 53, 'following_count': 173, 'tweet_count': 9426, 'listed_count': 0}",一生大森。,False,,,1511712038204370944
76,Susie Lindau,https://t.co/L9vJcZEvAf,False,https://pbs.twimg.com/profile_images/618459648023105536/ZiLYbF-d_normal.jpg,279803615,SusieLindau,"{'followers_count': 14582, 'following_count': 14565, 'tweet_count': 30740, 'listed_count': 536}","Has enough positive energy to fuel a city. Writer, screenwriter, illustrator, photographer | Wild Side Podcast host | Colorado misadventure blogger #amwriting",False,"Boulder and Breckenridge, CO","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/L9vJcZEvAf', 'expanded_url': 'http://susielindau.com', 'display_url': 'susielindau.com'}]}, 'description': {'hashtags': [{'start': 148, 'end': 158, 'tag': 'amwriting'}]}}",
77,Stefan Jansson,https://t.co/62TWrH3QPt,False,https://pbs.twimg.com/profile_images/1575217823/twitter_normal.jpg,385931498,Flickrsteffe,"{'followers_count': 170, 'following_count': 198, 'tweet_count': 24571, 'listed_count': 25}",I take a lot of photos. I am very good at riding bicycles. I'm addicted to coffee&conversations at my favorite cafe.,False,Tungelsta,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/62TWrH3QPt', 'expanded_url': 'http://www.flickr.com/photos/steffe/', 'display_url': 'flickr.com/photos/steffe/'}]}}",
78,graytutor,,False,https://pbs.twimg.com/profile_images/618224730890354691/S1FZ-Wtr_normal.jpg,255125540,graytutor,"{'followers_count': 403, 'following_count': 238, 'tweet_count': 140803, 'listed_count': 6}",뭔가를 만드는 사람 뭔가를 조사하는 사람 뭔가를 찾는 사람 뭔가를 좋아하는 사람 누군가를 좋아하는 사람//종종 정치 얘기를 하니 정치 싫어하면 됐고 정치에 관심 좀 가져!!!//바보는 상대하지 않음.,False,somewhere,,
79,おにく食べたいbot,https://t.co/ZVH0tFyJOj,False,https://pbs.twimg.com/profile_images/378800000304078717/d7047233e47e3aac6733ae84030b9958_normal.jpeg,70629014,ariyake,"{'followers_count': 349, 'following_count': 1152, 'tweet_count': 61844, 'listed_count': 18}",おさかな食べたい,False,"Tokyo, Japan","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZVH0tFyJOj', 'expanded_url': 'http://twilog.org/ariyake', 'display_url': 'twilog.org/ariyake'}]}}",
80,こーせい,,False,https://pbs.twimg.com/profile_images/1377473461333880836/-1I2zyy1_normal.jpg,579137578,xrotxhet,"{'followers_count': 499, 'following_count': 411, 'tweet_count': 75226, 'listed_count': 0}",ラーメンと音ゲーが命の燃料。たまーにDJとか滝巡りとか。左腕の肩付近に金属が埋まったまま生きております。 ［beatmaniaIIDX：1307-1799／SP中伝DP八段］,False,近畿地方の裏側。,,1514197469995085824
81,へったれ,,False,https://pbs.twimg.com/profile_images/1193652188028928001/3KSe36pL_normal.jpg,1193651779390459904,thankYou_noodle,"{'followers_count': 27, 'following_count': 255, 'tweet_count': 3203, 'listed_count': 0}",きみはすごい,False,,,
82,伊達無子/DT,https://t.co/Mj8QRFDeuT,False,https://pbs.twimg.com/profile_images/1266216550970699776/VJJcCasy_normal.jpg,353622115,dangeroustrial,"{'followers_count': 451, 'following_count': 275, 'tweet_count': 72021, 'listed_count': 42}",無辜の怪物EX,False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Mj8QRFDeuT', 'expanded_url': 'https://w.atwiki.jp/trpglogstrage/pages/1.html', 'display_url': 'w.atwiki.jp/trpglogstrage/…'}]}}",1508470663685713923
83,Sugar,https://t.co/NrCnn2FWOj,False,https://pbs.twimg.com/profile_images/1520762591702032384/cpWfUkHQ_normal.jpg,1314754655545552897,Sugar_Star1152,"{'followers_count': 586, 'following_count': 950, 'tweet_count': 8037, 'listed_count': 3}",大きな声で　ジャローダ！ 鍵【 @Sugar_knot2 】,False,立ち往生,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NrCnn2FWOj', 'expanded_url': 'https://nico.ms/user/52335085', 'display_url': 'nico.ms/user/52335085'}]}, 'description': {'mentions': [{'start': 16, 'end': 28, 'username': 'Sugar_knot2'}]}}",1371237221571784704
84,ch3💙💛,,False,https://pbs.twimg.com/profile_images/1502545299755003904/uQZzIT8f_normal.jpg,1184038802932654080,ch393487639,"{'followers_count': 15, 'following_count': 88, 'tweet_count': 547, 'listed_count': 0}","好きなもの: お芝居、表現者、想像力、創造力、データ、記録すること、最適化、必要十分。
嫌いなもの: 家父長たちのノスタルジー、搾取することされること、主語を複数形にして自分を語るひと、同調圧力、ステレオタイプ、カテゴライズ。
座右の銘てきなもの: Prejudice is ignorance.",False,,,
85,El tlacoyote,,False,https://pbs.twimg.com/profile_images/1499768786664267777/hMqaX5ud_normal.jpg,3315357816,yoposquien_mas,"{'followers_count': 110, 'following_count': 506, 'tweet_count': 1763, 'listed_count': 0}",Chiwüsky Gëng,False,,,
86,REDIA,https://t.co/erj41HzSGj,False,https://pbs.twimg.com/profile_images/1499399714860847104/937NWQmZ_normal.jpg,95430012,REDIA186,"{'followers_count': 880, 'following_count': 986, 'tweet_count': 254887, 'listed_count': 53}",球蹴るやつと二次元｜#urawareds #yamaga #sperio #LFC #Corinthians #RiverPlate｜鍵作品とか色々｜タイシンすき｜Vの推し→🍆&🌂｜イエローちゃんの声が聴きたい。,False,トキワシティ郊外,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/erj41HzSGj', 'expanded_url': 'https://www.youtube.com/channel/UCUsiPqUTdBNnmw9ql4AoIxw', 'display_url': 'youtube.com/channel/UCUsiP…'}]}, 'description': {'hashtags': [{'start': 10, 'end': 20, 'tag': 'urawareds'}, {'start': 21, 'end': 28, 'tag': 'yamaga'}, {'start': 29, 'end': 36, 'tag': 'sperio'}, {'start': 37, 'end': 41, 'tag': 'LFC'}, {'start': 42, 'end': 54, 'tag': 'Corinthians'}, {'start': 55, 'end': 66, 'tag': 'RiverPlate'}]}}",1517471085289406464
87,ヨ,https://t.co/YCj5zpKsqi,False,https://pbs.twimg.com/profile_images/1518998759702941696/N5t9kJrU_normal.jpg,1156540796914429953,s_yg_y,"{'followers_count': 84, 'following_count': 100, 'tweet_count': 45871, 'listed_count': 27}",,False,ヨシダです,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YCj5zpKsqi', 'expanded_url': 'https://profcard.info/u/bIpBZ4itaJemAwZ25Vfh24WKzQW2', 'display_url': 'profcard.info/u/bIpBZ4itaJem…'}]}}",1518624115745124353
88,める,,False,https://pbs.twimg.com/profile_images/1376897611270029318/3Y7kDdS5_normal.jpg,1260084053392257026,angeetfolletta_,"{'followers_count': 51, 'following_count': 102, 'tweet_count': 2472, 'listed_count': 0}",アラサー自宅警備員。可愛いは正義。♡→ニジマス、イコラブ、アイマス、ラブライブetc 趣味→料理(願望)、鉄道、地理、クイズ、読書、歌、資格取得、猫、のはずだけど、今は虚無の塊。年中無休の体調不良、不眠症ツライbot。都知事が大好きなので会見のたび騒いでます。中国語垢@mell_hanyu FP2級勉強中 フォロー歓迎,False,ひきこもり,"{'description': {'mentions': [{'start': 134, 'end': 145, 'username': 'mell_hanyu'}]}}",1387862741709295617
89,Hiswi,,False,https://pbs.twimg.com/profile_images/1399382332587483136/VQba81Oy_normal.jpg,3107110592,sanssouci210975,"{'followers_count': 82, 'following_count': 79, 'tweet_count': 917, 'listed_count': 2}",クロスステッチ、戦艦少女R、クラッシュロワイヤル、ランニング、鳥、雑談。靴下編み練習中。刺繍ツイが見たい人にはお勧めしない。粗雑なおばさん。,False,関西,,
90,OrangeRight/fly-pow-bye,https://t.co/zYZnFQZ8Uw,False,https://pbs.twimg.com/profile_images/1107699204971876352/6kRbBAxa_normal.png,16188611,OrangeRight,"{'followers_count': 195, 'following_count': 1287, 'tweet_count': 27739, 'listed_count': 9}","He/him. IIDX Infinitas SP 九段, DP 七段. Also runs https://t.co/imdd6EZSHu",False,"California, USA","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zYZnFQZ8Uw', 'expanded_url': 'https://orangeright.neocities.org/', 'display_url': 'orangeright.neocities.org'}]}, 'description': {'urls': [{'start': 47, 'end': 70, 'url': 'https://t.co/imdd6EZSHu', 'expanded_url': 'http://fly-pow-bye.tumblr.com', 'display_url': 'fly-pow-bye.tumblr.com'}]}}",
91,Masahiko Miyo,https://t.co/8QYAXm9Btc,False,https://pbs.twimg.com/profile_images/1225434647108050945/Hl1YHkl1_normal.jpg,19270038,guylocke,"{'followers_count': 445, 'following_count': 466, 'tweet_count': 14062, 'listed_count': 17}","Notes/Dominoが好きな(株)エフの代表。 I only like Notes/Domino. However, the thing of only that.  IBM Champion for ICS 2011-2019. HCL Master 2019. HCL Ambassador 2020-2022.",False,"Katsushika-ku, Tokyo. Japan","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8QYAXm9Btc', 'expanded_url': 'https://effect-force.co.jp/blogs/', 'display_url': 'effect-force.co.jp/blogs/'}]}}",1331810335934738433
92,ぐり。,,False,https://pbs.twimg.com/profile_images/914824919946379265/-dfIn4Kw_normal.jpg,318182906,whoASKAnow,"{'followers_count': 817, 'following_count': 773, 'tweet_count': 342288, 'listed_count': 20}",元提督／愛海P／愛梨P,False,Twitter,,
93,秋宮のえる(のえにゃん)▶️6/12あん/スタバンド,https://t.co/UbgbHWsDRH,False,https://pbs.twimg.com/profile_images/1499371480974753792/_M0XIO5w_normal.jpg,104340653,noel0619,"{'followers_count': 1184, 'following_count': 997, 'tweet_count': 69084, 'listed_count': 43}",ドラムや踊ったりする人😺🥁秋姫すももは嫁💓2022.1.10二郎全店制覇🍜音ゲー/二次ドル色々/サンリオ男子/他いろいろ。 https://t.co/zDOSsLIBTX 何かリプでフォロバ。サンリオ垢▷@a_n3_lts,False,ウサミン星あたり,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UbgbHWsDRH', 'expanded_url': 'http://twpf.jp/noel0619', 'display_url': 'twpf.jp/noel0619'}]}, 'description': {'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/zDOSsLIBTX', 'expanded_url': 'http://youtube.com/user/Noe2Mania', 'display_url': 'youtube.com/user/Noe2Mania'}], 'mentions': [{'start': 102, 'end': 111, 'username': 'a_n3_lts'}]}}",1518241507622670337
