,protected,verified,id,description,name,profile_image_url,url,public_metrics,username,entities,location,pinned_tweet_id
2423690970,False,False,,Crunchy mess (at best). Apparently as bad as Bojo and co. LGBTQ+ ally. She/Her. #GTTO. La!,Lauren 🏳️‍🌈 🇺🇦,https://pbs.twimg.com/profile_images/1513458131522703360/eyuyQBXX_normal.jpg,https://t.co/4RYFNVygiZ,"{'followers_count': 542, 'following_count': 505, 'tweet_count': 33508, 'listed_count': 25}",Princ3ssGC,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4RYFNVygiZ', 'expanded_url': 'https://linktr.ee/rosecopywriting', 'display_url': 'linktr.ee/rosecopywriting'}]}, 'description': {'hashtags': [{'start': 80, 'end': 85, 'tag': 'GTTO'}]}}","Farnborough, England",
2937311152,False,False,,"Please don't confront me with my failures, I had not forgotten them

Sweaters make it better baby!

@IrenePapasFans + former @FilmInquiry contributor",HereComesTheRoestR,https://pbs.twimg.com/profile_images/746364067250606080/Sha2xlZ8_normal.jpg,https://t.co/BcqOxq872n,"{'followers_count': 2385, 'following_count': 1767, 'tweet_count': 36936, 'listed_count': 69}",MattRSays,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BcqOxq872n', 'expanded_url': 'https://www.filminquiry.com/author/matthias-van-der-roest/', 'display_url': 'filminquiry.com/author/matthia…'}]}, 'description': {'mentions': [{'start': 100, 'end': 115, 'username': 'IrenePapasFans'}, {'start': 125, 'end': 137, 'username': 'FilmInquiry'}]}}",Portlandia,733598552631455745
18007865,False,False,,Brooklyn Chick - One Tough Snot,Dr. Not Designed 2 Blend,https://pbs.twimg.com/profile_images/1490441233990242307/Dmj1jmi7_normal.jpg,,"{'followers_count': 526, 'following_count': 691, 'tweet_count': 21164, 'listed_count': 0}",LizaTulip,,,1482939704202854402
376114914,False,False,,,Chip Endale,https://pbs.twimg.com/profile_images/1156741939296919552/JpiVJ5MI_normal.jpg,,"{'followers_count': 10, 'following_count': 47, 'tweet_count': 245, 'listed_count': 3}",1woodbridgekid,,Canada,
1318617141893947392,False,False,,it’s all about having sex and feeling sad,merci beaucoup,https://pbs.twimg.com/profile_images/1515771146917978113/TvYasg_w_normal.jpg,https://t.co/YaNRQkpVs4,"{'followers_count': 1528, 'following_count': 644, 'tweet_count': 67497, 'listed_count': 59}",9OSANGEL,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YaNRQkpVs4', 'expanded_url': 'http://03286.carrd.co', 'display_url': '03286.carrd.co'}]}}",she her 18,1502301532192067586
2223279726,False,False,,,Varun,https://pbs.twimg.com/profile_images/1498622934046363649/WIzrS0Gu_normal.jpg,,"{'followers_count': 0, 'following_count': 50, 'tweet_count': 17, 'listed_count': 0}",VarunV_Mys,,,
297958740,False,False,,Aspiring Human | Wannabe Software Engineer  | #ManUtd,Nyandika 🇰🇪,https://pbs.twimg.com/profile_images/1173322438437982209/wj6f2lCR_normal.jpg,https://t.co/Yf7oaF8bZg,"{'followers_count': 931, 'following_count': 826, 'tweet_count': 5798, 'listed_count': 8}",_Nyandika_,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Yf7oaF8bZg', 'expanded_url': 'http://about.me/nyandika', 'display_url': 'about.me/nyandika'}]}, 'description': {'hashtags': [{'start': 46, 'end': 53, 'tag': 'ManUtd'}]}}","Nairobi,Kenya",
234154110,False,False,,Irish Brummie Honorary Scouser SEND Mamma She/her,Claire Whitehurst 💙 🇺🇦🇾🇪🇸🇾🇦🇫🇵🇸,https://pbs.twimg.com/profile_images/1125159218200416259/OfqwOP3s_normal.jpg,,"{'followers_count': 574, 'following_count': 2124, 'tweet_count': 11842, 'listed_count': 3}",Mybelle79,,"Liverpool, England",
60285102,False,False,,"Graphic designer, typeface train-spotter, music lover, occasional reader

https://t.co/itWKyXkx4r",Angie,https://pbs.twimg.com/profile_images/1439209959384752128/t0u-eGwO_normal.jpg,https://t.co/DGOFoHPMW4,"{'followers_count': 657, 'following_count': 1984, 'tweet_count': 6582, 'listed_count': 12}",designphilia,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DGOFoHPMW4', 'expanded_url': 'http://angelabe.tumblr.com', 'display_url': 'angelabe.tumblr.com'}]}, 'description': {'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/itWKyXkx4r', 'expanded_url': 'http://behance.net/AngelAbe', 'display_url': 'behance.net/AngelAbe'}]}}","Mumbai, India",1142456757106556930
48295812,False,False,,"bit of a numpty #Bwfc #Cfc 
*View's are my own*",ash whittaker,https://pbs.twimg.com/profile_images/1427561271143063565/jUVhVR8F_normal.jpg,,"{'followers_count': 195, 'following_count': 1166, 'tweet_count': 2667, 'listed_count': 1}",ashpepe,"{'description': {'hashtags': [{'start': 16, 'end': 21, 'tag': 'Bwfc'}, {'start': 22, 'end': 26, 'tag': 'Cfc'}]}}","Coppull, England",
1290360094509522944,False,False,,"👩🏼‍💻 Raising money for progressives, advocating for survivors of IPV, rooting for Oakland sports teams, and reading lots of books.",Anna (she/her),https://pbs.twimg.com/profile_images/1512908937120686084/4XTZcBsx_normal.jpg,,"{'followers_count': 416, 'following_count': 728, 'tweet_count': 25, 'listed_count': 12}",avh907,,"Anchorage, AK",1343447029221998593
493120237,False,False,,,Darrin Bouch,https://pbs.twimg.com/profile_images/796444373378437120/8NXliDdO_normal.jpg,,"{'followers_count': 261, 'following_count': 920, 'tweet_count': 8615, 'listed_count': 3}",DarrinLBouch,,"Berkhamsted, England",
1414523989565706242,False,False,,"Rocky here! he/him, 29, furry writer/ artist. Long and short of it; I write/draw (mostly) porn. That being said, Minors DNI!! 18+ only!",Rockywulf🔞,https://pbs.twimg.com/profile_images/1414525034157142018/bhAbLbB9_normal.jpg,https://t.co/dsMuVjyWyf,"{'followers_count': 63, 'following_count': 121, 'tweet_count': 3272, 'listed_count': 0}",rockywulf,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dsMuVjyWyf', 'expanded_url': 'https://rockywulf.sofurry.com/', 'display_url': 'rockywulf.sofurry.com'}]}}",,
1293258040586784768,False,False,,📚 Admon. de Sistemas Informáticos en Red,Isabel,https://pbs.twimg.com/profile_images/1293259293521780737/5i2UBjp-_normal.jpg,,"{'followers_count': 83, 'following_count': 157, 'tweet_count': 865, 'listed_count': 0}",IsabelVillarN,,,
791136878355484672,False,False,,,Sleazebaggano,https://pbs.twimg.com/profile_images/947311016320176128/Q19G-wFx_normal.jpg,,"{'followers_count': 165, 'following_count': 1610, 'tweet_count': 5372, 'listed_count': 1}",JeffRMerriam,,,
121485910,False,False,,Information Risk Management • Cars 🚗 • Photography 📷 • Food  • Health 🩺 • Fun 🙂 • TV 📺 • Movies 🎥 • #LEGO • #F1 🏎 • #AmitRacingNL 🎮 • 🐶🐱🌻🖼🎶,Amit Badal,https://pbs.twimg.com/profile_images/1428965792096346120/Wodzfnvr_normal.jpg,https://t.co/0vK3YnAkIE,"{'followers_count': 10117, 'following_count': 5495, 'tweet_count': 102547, 'listed_count': 195}",AmitBadal,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0vK3YnAkIE', 'expanded_url': 'https://nl.linkedin.com/in/amitbadal', 'display_url': 'nl.linkedin.com/in/amitbadal'}]}, 'description': {'hashtags': [{'start': 101, 'end': 106, 'tag': 'LEGO'}, {'start': 109, 'end': 112, 'tag': 'F1'}, {'start': 117, 'end': 130, 'tag': 'AmitRacingNL'}]}}",Nederland,1501996453094375428
2694384446,False,False,,"He/Him
go follow @FCPodcast23 ➡️ Full Circle Podcast
(toon-vay-low)",Jared R U VACCINATED YET?,https://pbs.twimg.com/profile_images/1410651342780178436/i3O_grT__normal.jpg,,"{'followers_count': 139, 'following_count': 290, 'tweet_count': 21560, 'listed_count': 11}",toonvailo,"{'description': {'mentions': [{'start': 17, 'end': 29, 'username': 'FCPodcast23'}]}}","Texas, USA",941420593001500672
2740243819,False,False,,臨床検査技師です。検体系メイン。日常ツイ多め。副業お断り。bioに「アフィリエイト」と記載がある垢は即ブロック。フォロリク許可いただけない鍵垢はブロ解します。プロフィール画像はうちの息子(フクロモモンガ),白湯,https://pbs.twimg.com/profile_images/1507621412567384067/kD8zF6Lm_normal.jpg,https://t.co/Q8RInOkYMj,"{'followers_count': 601, 'following_count': 454, 'tweet_count': 9645, 'listed_count': 5}",saaaah_yu,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Q8RInOkYMj', 'expanded_url': 'https://saaaah-yu.hatenablog.com/', 'display_url': 'saaaah-yu.hatenablog.com'}]}}",巣,1371756075117125636
23364064,False,False,,"Theatre 🎭 , Ice Hockey🏒 , Books 📖 Sheffield Steelers 🍊",Carrie Burton 🌻🇺🇦,https://pbs.twimg.com/profile_images/1507652030210453506/fUhbpXcd_normal.jpg,,"{'followers_count': 214, 'following_count': 646, 'tweet_count': 3163, 'listed_count': 4}",carrie_burton,,"Sheffield, England",
729095188669452288,False,False,,Hmm,Yukieme,https://pbs.twimg.com/profile_images/1455542108803239937/K7HBsVnp_normal.jpg,,"{'followers_count': 29, 'following_count': 134, 'tweet_count': 11637, 'listed_count': 2}",Yukieme_,,,1372995233399574531
103207720,False,False,,"President, Our Human Family. Editor-in-chief, https://t.co/25QsHZgT9M. Love one another. (Opinions are my own.)",Clay Rivers,https://pbs.twimg.com/profile_images/1020394774069764097/HKVxwTba_normal.jpg,https://t.co/kS5ac2Ih1K,"{'followers_count': 2229, 'following_count': 1954, 'tweet_count': 70481, 'listed_count': 94}",ClayRivers,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kS5ac2Ih1K', 'expanded_url': 'https://www.clayrivers.com', 'display_url': 'clayrivers.com'}]}, 'description': {'urls': [{'start': 46, 'end': 69, 'url': 'https://t.co/25QsHZgT9M', 'expanded_url': 'https://www.ohfweekly.org', 'display_url': 'ohfweekly.org'}]}}",Orlando,844239707546537989
1440841724,False,False,,"“Solo sé, que no sé nada”y todavía de esto no estoy muy segura”. Poquito a poco aprendiendo. Chusma. Salud, Juancarlismo y libertad.                 Pureza",Inma-de Cádi,https://pbs.twimg.com/profile_images/1242839192171839489/wGWf04cJ_normal.jpg,,"{'followers_count': 99, 'following_count': 294, 'tweet_count': 3480, 'listed_count': 0}",TirmaCadi,,Cádi,1252626287572783105
1202752728243593217,False,False,,wordle + isa,:D,https://pbs.twimg.com/profile_images/1506385070545899524/sEAps23F_normal.jpg,,"{'followers_count': 129, 'following_count': 143, 'tweet_count': 3956, 'listed_count': 0}",kyusbestie,,she/her,
519208070,False,False,,"🇺🇦🇺🇸 Indy Thinker/Voter in OK Honesty+Fairness+Kindness
#FreedomToVoteAct #DCandPRStatehoodNow #StopAsianHate #GetVaccinated #BLM
No Trolls MAGAts Q DMs",tristkiss 🇺🇦🇺🇸Democracy Is On The Line,https://pbs.twimg.com/profile_images/1307026230479392768/1aBcdnkd_normal.jpg,,"{'followers_count': 5240, 'following_count': 5120, 'tweet_count': 35193, 'listed_count': 4}",tristkiss,"{'description': {'hashtags': [{'start': 56, 'end': 73, 'tag': 'FreedomToVoteAct'}, {'start': 74, 'end': 94, 'tag': 'DCandPRStatehoodNow'}, {'start': 95, 'end': 109, 'tag': 'StopAsianHate'}, {'start': 110, 'end': 124, 'tag': 'GetVaccinated'}, {'start': 125, 'end': 129, 'tag': 'BLM'}]}}",,1509390855500611585
1387498238,False,False,,"Tinc 1 premi #Trunyort. 

                              Twitter m'ha canviat la vida.",Marta,https://pbs.twimg.com/profile_images/1519962991139205121/5NiyW246_normal.jpg,,"{'followers_count': 3864, 'following_count': 2112, 'tweet_count': 64324, 'listed_count': 9}",martagar75,"{'description': {'hashtags': [{'start': 13, 'end': 22, 'tag': 'Trunyort'}]}}",Parets del Vallès ,1183330682694709249
316565086,False,False,,Química UChile • 29 • 방탄-아미 • shitty weirdo,⁷Ale🌙🏔,https://pbs.twimg.com/profile_images/1512609561496092678/ijVDjF02_normal.jpg,,"{'followers_count': 70, 'following_count': 440, 'tweet_count': 1710, 'listed_count': 1}",Alejandra_g_m_,,"Santiago, Chile; Hope World ",1283991475718676480
54717992,False,False,,"Me encanta el otoño, el invierno y Madrid",🅱️®,https://pbs.twimg.com/profile_images/1347112032169037824/RXnZAXtS_normal.jpg,,"{'followers_count': 990, 'following_count': 412, 'tweet_count': 12328, 'listed_count': 11}",belenruedagdv,,España,1307378881775767555
54762841,False,False,,,🦠 3 x 💉💧🔥📖🖋🚴‍♀️🏊🏻Sharon Burns-Chambers,https://pbs.twimg.com/profile_images/1392598770483818496/OdLROFy5_normal.jpg,,"{'followers_count': 168, 'following_count': 703, 'tweet_count': 8710, 'listed_count': 2}",slc6638,,"New South Wales, Australia",
23284983,False,False,,Artist/Lover of horror and offensive things.,Becky_Doyon,https://pbs.twimg.com/profile_images/378800000134996910/5bf1e0620f900797c9dc76bb13a42bd4_normal.jpeg,https://t.co/7o8dWgKNNs,"{'followers_count': 217, 'following_count': 47, 'tweet_count': 1045, 'listed_count': 7}",Becky_Doyon,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7o8dWgKNNs', 'expanded_url': 'http://beckydoyon.com', 'display_url': 'beckydoyon.com'}]}}","Maine, USA",
887178186,False,False,,"Ávida lectora, proyecto de educadora social, pintora a ratos, friki a tiempo completo, aficionada a muchas cosas y orgullosa mediocre en todas ellas.",Mai,https://pbs.twimg.com/profile_images/1001107047553863680/wAhPwafo_normal.jpg,,"{'followers_count': 70, 'following_count': 518, 'tweet_count': 1369, 'listed_count': 0}",maisabau,,,
955633354333863936,False,False,,(she/ her) 18,claire 🐝,https://pbs.twimg.com/profile_images/1356999858058530822/nqsX8n5q_normal.jpg,,"{'followers_count': 93, 'following_count': 270, 'tweet_count': 1395, 'listed_count': 4}",freckles5ever,,bsgc supremacy,1496248956677984266
1072009483,False,False,,,SUECONEY,https://pbs.twimg.com/profile_images/3083645974/841b99ce260742ee2736a69cd0efbb18_normal.jpeg,,"{'followers_count': 14, 'following_count': 581, 'tweet_count': 139, 'listed_count': 0}",sconey54,,,
2524924565,False,False,,,🏴󠁧󠁢󠁳󠁣󠁴󠁿Richard Mills🏴󠁧󠁢󠁳󠁣󠁴󠁿,https://pbs.twimg.com/profile_images/995656982110621699/Qrh7HHXI_normal.jpg,,"{'followers_count': 157, 'following_count': 327, 'tweet_count': 1737, 'listed_count': 0}",Richard35084522,,"Dundee, Scotland",
250986951,False,False,,,Mohit,https://pbs.twimg.com/profile_images/1487867434375983109/uKjZlzwZ_normal.jpg,,"{'followers_count': 469, 'following_count': 396, 'tweet_count': 25768, 'listed_count': 8}",Moe_x10,,India,1258809573781037058
716032286966288384,False,False,,21 | UGA’22❤️🖤🐶 | Taurus👑♉️ | Sweet Georgia Firecracker🍑💥 | Democrat💙 | Black Lives Matter🖤 | 🏳️‍🌈 | IG: grrrrrrrrace512 I Sebyoncé4Life @SebXCordero🥰,2022 (Gracie’s Version),https://pbs.twimg.com/profile_images/1479274321566699524/peVU6QTR_normal.jpg,,"{'followers_count': 81, 'following_count': 261, 'tweet_count': 1123, 'listed_count': 0}",Pinkie_Pie512,"{'description': {'mentions': [{'start': 137, 'end': 149, 'username': 'SebXCordero'}]}}",Georgia,
344362317,False,False,,I like a lot of stuff 🙃,Dezirae,https://pbs.twimg.com/profile_images/1448774018656518151/UM0WqVxF_normal.jpg,https://t.co/Xkhb3f7LAd,"{'followers_count': 265, 'following_count': 265, 'tweet_count': 45086, 'listed_count': 7}",MatchaBobaFett,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Xkhb3f7LAd', 'expanded_url': 'http://Instagram.com/dezirae_nicole', 'display_url': 'Instagram.com/dezirae_nicole'}]}}",She/Her,
801840849017589761,False,False,,no tengo nada que poner aquí,Salva ♍,https://pbs.twimg.com/profile_images/1422497120116936711/q6dK4GhA_normal.jpg,,"{'followers_count': 34, 'following_count': 233, 'tweet_count': 1324, 'listed_count': 0}",_salvaa_22,,,1310299485084549120
912055959727607809,False,False,,"she/her ⬤ uniclr mika ⬤ bbtag mika spec ⬤ discord nebbu#8008 ⬤ @yasuna_irl ⬤ @vtubermemes ⬤ epic sac code ""Nebbutt""",nyabbu,https://pbs.twimg.com/profile_images/1521928356152946688/tp4xVwol_normal.jpg,,"{'followers_count': 403, 'following_count': 820, 'tweet_count': 36009, 'listed_count': 16}",nebb_y,"{'description': {'mentions': [{'start': 63, 'end': 74, 'username': 'yasuna_irl'}, {'start': 77, 'end': 89, 'username': 'vtubermemes'}]}}",New York,1518021155445215233
4355135832,False,False,,君子之交淡如水                                                     映画と韓国ドラマと #EXO,Kazuew,https://pbs.twimg.com/profile_images/669475946127339520/59Nyo19p_normal.jpg,,"{'followers_count': 94, 'following_count': 381, 'tweet_count': 13392, 'listed_count': 3}",westkazu1,"{'description': {'hashtags': [{'start': 70, 'end': 74, 'tag': 'EXO'}]}}",,
1009827910600085504,False,False,,"The Wave. The Ocean.

Lights fire. Watches fire.",BejeweledinFrance,https://pbs.twimg.com/profile_images/1481602961210060800/5f3D1NPm_normal.jpg,,"{'followers_count': 91, 'following_count': 292, 'tweet_count': 3988, 'listed_count': 0}",Bejewele_din_Fr,,France,1517956080197947393
1363726007744811010,False,False,,Just a gamer and I stream on Twitch! | Twitch Affiliate | she/her | banner by @_GreyRobin | money of the cash variety,scripted,https://pbs.twimg.com/profile_images/1521678351802507265/f-mL5nJU_normal.jpg,https://t.co/3zaYcskdFX,"{'followers_count': 142, 'following_count': 133, 'tweet_count': 1599, 'listed_count': 3}",NotScripted_,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3zaYcskdFX', 'expanded_url': 'http://twitch.tv/notscripted_', 'display_url': 'twitch.tv/notscripted_'}]}, 'description': {'mentions': [{'start': 78, 'end': 89, 'username': '_GreyRobin'}]}}",,1516176708273070089
86104643,False,False,,"Mother of a 27 year old son, Andrew. Miss my first fur baby, JettSki, who passed in 2013. Mom of Chessy & Artie. Love all sports, cooking & politics.",Laura PiszczorRomano,https://pbs.twimg.com/profile_images/780052366951231489/Cz9l_kU2_normal.jpg,,"{'followers_count': 220, 'following_count': 565, 'tweet_count': 80780, 'listed_count': 28}",Iamalaxmom,,"Itasca, IL",
716687163308515332,False,False,,I write novels. I present a radio show. My debut novel is out now: A Hundred Years to Arras https://t.co/17aHPpHrrk,SIR JM COBLEY,https://pbs.twimg.com/profile_images/1515072564015550468/Dg5VtRXy_normal.jpg,https://t.co/VRhjVuqgMP,"{'followers_count': 1266, 'following_count': 1800, 'tweet_count': 3743, 'listed_count': 7}",JasonMCobley,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VRhjVuqgMP', 'expanded_url': 'https://www.waterstones.com/book/a-hundred-years-to-arras/jason-cobley/9781789651492', 'display_url': 'waterstones.com/book/a-hundred…'}]}, 'description': {'urls': [{'start': 92, 'end': 115, 'url': 'https://t.co/17aHPpHrrk', 'expanded_url': 'https://www.amazon.co.uk/dp/1789651492/ref=cm_sw_r', 'display_url': 'amazon.co.uk/dp/1789651492/…'}]}}",Just behind you ,1513618992766009345
1014562260403056644,False,False,,"Hoy es siempre TODAVÍA.

Feminista, antifascista, sangre roja y corazón a la izquierda.

A veces me meto a la cocina y hago fotos.",🔻 Hija de Lilith 🔻✊🏼,https://pbs.twimg.com/profile_images/1515023812923990032/-YYy-5yI_normal.jpg,,"{'followers_count': 2125, 'following_count': 2789, 'tweet_count': 45549, 'listed_count': 5}",Lilith_hija,,"Murcia, España",1511812016910082048
331172722,False,False,,MADRE MÍA. Educación Primaria. Educación Especial. Audición y Lenguaje. Tina Turner 💙,David Chamizo,https://pbs.twimg.com/profile_images/1446514634920443905/TEYZzIJh_normal.jpg,,"{'followers_count': 856, 'following_count': 1424, 'tweet_count': 25335, 'listed_count': 3}",davidchare,,Ciudad Rodrigo - (Salamanca),
795182116971671552,False,False,,IT Admin ❤️ Hobby Streamer auf https://t.co/ZjvEHzX1HH meist Donnerstag ab 21 Uhr 🎮Foodblogger auf Instagram 🍜,Koerby,https://pbs.twimg.com/profile_images/1509279389699170312/p0avYhbG_normal.jpg,https://t.co/V9U0jXBp1E,"{'followers_count': 55, 'following_count': 396, 'tweet_count': 682, 'listed_count': 0}",koerbylicious,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/V9U0jXBp1E', 'expanded_url': 'https://linkr.bio/zlx37p', 'display_url': 'linkr.bio/zlx37p'}]}, 'description': {'urls': [{'start': 31, 'end': 54, 'url': 'https://t.co/ZjvEHzX1HH', 'expanded_url': 'https://Twitch.tv/Koerby87', 'display_url': 'Twitch.tv/Koerby87'}]}}",Schleswig-Holstein,1465549710295511041
854085207095476224,False,False,,We think too much and feel too little.,Nick ニック🌹,https://pbs.twimg.com/profile_images/866850200849174529/8pdG43fe_normal.jpg,,"{'followers_count': 56, 'following_count': 217, 'tweet_count': 1940, 'listed_count': 1}",Film_is_Bliss,,"New Jersey, USA",
28135772,False,False,,"Texan,Zulucowboy.mmhm!!Politics,News and funny bone with wisdom over here",Victor Looklook,https://pbs.twimg.com/profile_images/388447546/Desert_Landscape_normal.jpg,,"{'followers_count': 9383, 'following_count': 10155, 'tweet_count': 318889, 'listed_count': 325}",zoomarang,,TEXAS,1418312616674529284
4853198014,False,False,,,Aforismo de Caldelas,https://pbs.twimg.com/profile_images/692297630886555648/ac0-Xi-U_normal.jpg,,"{'followers_count': 61, 'following_count': 211, 'tweet_count': 12727, 'listed_count': 0}",CapitanPicornio,,,
2455590104,False,False,,ଓଡିଆ । Senior Software Engineer @nomis_solutions | @UT_Dallas Alumnus | @RogerFederer fan | Every silhouette has its own story.,Saswat,https://pbs.twimg.com/profile_images/1521372817111068672/1vb5njvZ_normal.jpg,,"{'followers_count': 236, 'following_count': 377, 'tweet_count': 4163, 'listed_count': 2}",mavluck,"{'description': {'mentions': [{'start': 32, 'end': 48, 'username': 'nomis_solutions'}, {'start': 51, 'end': 61, 'username': 'UT_Dallas'}, {'start': 72, 'end': 85, 'username': 'RogerFederer'}]}}","San Francisco, CA",
735190776,False,False,,Music producer from North East England. Link in bio for your new favourite song. DM for rates #LGBT🌈 (he/him),🆂🅴🆅🅴🅽🆃🅷🆂,https://pbs.twimg.com/profile_images/1477287425319833600/nMrmTN3t_normal.jpg,https://t.co/br6VJBtkHd,"{'followers_count': 1772, 'following_count': 535, 'tweet_count': 34782, 'listed_count': 40}",Official7ths,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/br6VJBtkHd', 'expanded_url': 'https://linktr.ee/sevenths', 'display_url': 'linktr.ee/sevenths'}]}, 'description': {'hashtags': [{'start': 94, 'end': 99, 'tag': 'LGBT'}]}}","Durham, England",
747714826672152576,False,False,,Technology analyst & politics geek. Right-leaning liberal techno-utopian. Proud capitalist. Londoner. 🇬🇧🇺🇦🇮🇱,DisruptivePolitics,https://pbs.twimg.com/profile_images/1486236716742676480/HSeZTUZp_normal.jpg,,"{'followers_count': 441, 'following_count': 1115, 'tweet_count': 21471, 'listed_count': 44}",DisruptivePoltx,,"London, England",
2588906169,False,False,,Apago cosas,Maldito XauLee,https://pbs.twimg.com/profile_images/1360465038532874241/9L1kETGE_normal.jpg,,"{'followers_count': 89, 'following_count': 411, 'tweet_count': 1371, 'listed_count': 0}",MalditoXL,,,
193156493,False,False,,“We make our world significant by the courage of our questions and the depth of our answers” ― Carl Sagan. Always an Ally 🌈🌻Que mis hijos sean Aspiracionistas,Ahime McGregor,https://pbs.twimg.com/profile_images/1499478203202785286/zu3yy1_Q_normal.jpg,,"{'followers_count': 415, 'following_count': 585, 'tweet_count': 16554, 'listed_count': 9}",Ahime_angel,,,
1475873165184221195,False,False,,Reader and Writer/ UK based Funny Person/ 42/15📚/ available on instagram,bhavreads,https://pbs.twimg.com/profile_images/1475874968411979779/8DbMYBjw_normal.jpg,,"{'followers_count': 22, 'following_count': 19, 'tweet_count': 467, 'listed_count': 0}",bhavreads,,,
32202090,False,False,,Coffee Addict. Brunch Aficionado. Pop Culture Enthusiast. Professional Wanderer. Proud DC Resident. Here's to hoping my opinions are my own...he/him,Mitchell Amoros,https://pbs.twimg.com/profile_images/1490107616491712518/s9UxcRPS_normal.jpg,,"{'followers_count': 438, 'following_count': 535, 'tweet_count': 321, 'listed_count': 9}",Mitchell_Amoros,,,
26748250,False,False,,You think you know me. You don't.,Niall Hawthorne,https://pbs.twimg.com/profile_images/1498045404478382081/dDCRW0yT_normal.jpg,,"{'followers_count': 1524, 'following_count': 2329, 'tweet_count': 36727, 'listed_count': 48}",NiallHawthorne,,Cork,
709738179717419008,False,False,,que cansancio todo...,A beautiful mess,https://pbs.twimg.com/profile_images/1512590682296393737/1FjDqFHe_normal.jpg,,"{'followers_count': 209, 'following_count': 478, 'tweet_count': 14396, 'listed_count': 1}",Paaa__o,,,1277025713317691394
851336245414440960,False,False,,pedes in terra ad sidera visus ♀️,vero,https://pbs.twimg.com/profile_images/1484272196562395139/FCeUKeQq_normal.jpg,,"{'followers_count': 396, 'following_count': 168, 'tweet_count': 31257, 'listed_count': 0}",guijarrisme,,Estadi Johan Cruyff,1317801910842331136
920381890053406720,False,False,,REAL EYES -REALIZE- REAL LIES.,Achilles 🏛,https://pbs.twimg.com/profile_images/1520235958016294917/5ZEqXYvR_normal.jpg,,"{'followers_count': 60, 'following_count': 113, 'tweet_count': 45, 'listed_count': 0}",muhabb16,,"Alexandria, Egypt",1519915649212030976
283023458,False,False,,improvitza,mariaaaaaa,https://pbs.twimg.com/profile_images/1442943702628900865/P82bpWKS_normal.jpg,,"{'followers_count': 1132, 'following_count': 510, 'tweet_count': 84042, 'listed_count': 11}",iosonomery_,,,701199050708799489
4241987715,False,False,,La mitad diestra. Mamá de dos cachitos. Echo mucho de menos dormir. De mi perro aprendí que no es lo mismo sonreír que enseñar los dientes.,Mai,https://pbs.twimg.com/profile_images/1521844606727507970/6wtk1lvM_normal.jpg,,"{'followers_count': 1191, 'following_count': 380, 'tweet_count': 29735, 'listed_count': 17}",Mai_Tuxi,,El temple de un toro cabreao.,
77396082,False,False,,ログアウトしたい人生,かいら,https://pbs.twimg.com/profile_images/1431926777161547777/YOvCA7BE_normal.jpg,https://t.co/KdeSr05HnZ,"{'followers_count': 261, 'following_count': 75, 'tweet_count': 94960, 'listed_count': 0}",kayiratooshu,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KdeSr05HnZ', 'expanded_url': 'https://www.utayom.in/u/5a55ad00', 'display_url': 'utayom.in/u/5a55ad00'}]}}",居酒屋おっぱい横丁,929993086087741441
1006808709358596096,False,False,,いろいろなものを作ったり、いろいろなことで遊んだりする人,なつ,https://pbs.twimg.com/profile_images/1006816681346420738/dTbADP2B_normal.jpg,https://t.co/049Nq4yTzB,"{'followers_count': 23, 'following_count': 62, 'tweet_count': 634, 'listed_count': 0}",nyamonos,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/049Nq4yTzB', 'expanded_url': 'https://nyamonos.hateblo.jp/', 'display_url': 'nyamonos.hateblo.jp'}]}}",,
3236302523,False,False,,"Follow Politics: Politicians need to earn my vote. I will question. Has to be fact, fair, not personal. #GTTO #BeKind  #FBPA",Debra #JohnsonOut,https://pbs.twimg.com/profile_images/1467411361877479425/wM0hB3MS_normal.png,,"{'followers_count': 1991, 'following_count': 2481, 'tweet_count': 15253, 'listed_count': 1}",DebP4Alliance,"{'description': {'hashtags': [{'start': 104, 'end': 109, 'tag': 'GTTO'}, {'start': 110, 'end': 117, 'tag': 'BeKind'}, {'start': 119, 'end': 124, 'tag': 'FBPA'}]}}",United Kingdom,1520007940979240962
