,protected,name,id,description,username,url,verified,profile_image_url,pinned_tweet_id,public_metrics,location,entities
1328619135178248192,False,Darren,,“Competent” and “normal”,RadioDarrenFM,https://t.co/02aRLau69W,False,https://pbs.twimg.com/profile_images/1472296667143680002/q6_rBXN8_normal.jpg,1341731062305742848,"{'followers_count': 200, 'following_count': 458, 'tweet_count': 8610, 'listed_count': 2}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/02aRLau69W', 'expanded_url': 'https://www.amazon.co.uk/dp/B000CR6WZI/ref=cm_sw_r_cp_api_glt_fabc_DZHEJ9HJQ6BYKESS1R40', 'display_url': 'amazon.co.uk/dp/B000CR6WZI/…'}]}}"
21450319,False,HeidiW,,"Caretaker of Lara Croft's humanity, Defender of Sam Nishimura, cook on the SS Endurance, hack writer of TR fanfiction at https://t.co/GVyBXuRrtd",HeidiW_,https://t.co/iMKjjM97w0,False,https://pbs.twimg.com/profile_images/711673711045308416/FqY9cV_X_normal.jpg,1508592264205025281,"{'followers_count': 325, 'following_count': 170, 'tweet_count': 13210, 'listed_count': 1}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iMKjjM97w0', 'expanded_url': 'https://www.fanfiction.net/~heidiw', 'display_url': 'fanfiction.net/~heidiw'}]}, 'description': {'urls': [{'start': 121, 'end': 144, 'url': 'https://t.co/GVyBXuRrtd', 'expanded_url': 'https://m.fanfiction.net/u/5651354/', 'display_url': 'm.fanfiction.net/u/5651354/'}]}}"
810006895650111488,False,hugh2104,,,hugh2104,,False,https://pbs.twimg.com/profile_images/810022709639819264/_P2qwK9z_normal.jpg,,"{'followers_count': 26, 'following_count': 232, 'tweet_count': 705, 'listed_count': 0}",,
1537390562,False,Eternal Sunshine Ѵ,,"#Animal_Sociable ✏Free the people, free the animals. // 
Ce monde n'est pas le mien, même si je m'en sors bien - Oxmo Puccino",SiyanVegan,,False,https://pbs.twimg.com/profile_images/1496840117436227586/NG-PCxYU_normal.jpg,1432668103415156737,"{'followers_count': 934, 'following_count': 1756, 'tweet_count': 34750, 'listed_count': 84}",,"{'description': {'hashtags': [{'start': 0, 'end': 16, 'tag': 'Animal_Sociable'}]}}"
1075711485593174017,False,amy 🏠,,— {♡}; comfort (n.) harry styles ⠀⠀ ⠀⠀⠀ ⠀⠀ ⠀⠀⠀⠀⠀⠀ they/she/he,iKissyHES,https://t.co/g0VVYZErNR,False,https://pbs.twimg.com/profile_images/1499702780272939009/jwSbXQ2Q_normal.png,1419604558750396676,"{'followers_count': 1135, 'following_count': 928, 'tweet_count': 31801, 'listed_count': 37}",harry’s house,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/g0VVYZErNR', 'expanded_url': 'http://kinkies-gc.xn--jhfz3g', 'display_url': 'kinkies-gc.ᥫ᭡'}]}}"
1258420859410305025,False,Samuel Olmedo,,SIUUUUU,Masu_43,,False,https://pbs.twimg.com/profile_images/1476876564130316300/XfLGMmtL_normal.jpg,,"{'followers_count': 53, 'following_count': 71, 'tweet_count': 358, 'listed_count': 0}",,
60135704,False,Johnny,,All I know is that I don't know nothing,johnnydutra,https://t.co/sZkPqh1qgy,False,https://pbs.twimg.com/profile_images/1515082816144523272/63vxMAnO_normal.jpg,1504024292450881539,"{'followers_count': 172, 'following_count': 1230, 'tweet_count': 14063, 'listed_count': 0}","São Paulo, Brasil","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sZkPqh1qgy', 'expanded_url': 'http://instagram.com/dutrajohnny', 'display_url': 'instagram.com/dutrajohnny'}]}}"
1206857892906881025,False,Isabel Bosman,,Researcher @saiia_info - Peaceful use of nuclear science & technology - Democracy - Elections - Biometrics - Governance #Atoms4Development #APRM,its_bossabel,,False,https://pbs.twimg.com/profile_images/1513517348162048002/SkS1f_PL_normal.jpg,1497698212441907205,"{'followers_count': 144, 'following_count': 1330, 'tweet_count': 1153, 'listed_count': 2}",,"{'description': {'hashtags': [{'start': 120, 'end': 138, 'tag': 'Atoms4Development'}, {'start': 139, 'end': 144, 'tag': 'APRM'}], 'mentions': [{'start': 11, 'end': 22, 'username': 'saiia_info'}]}}"
760140117927464960,False,Demi Jefferies,,they/them🏳️‍🌈❤️,demijefferies13,,False,https://pbs.twimg.com/profile_images/1318880655225257986/XlRMKm5M_normal.jpg,,"{'followers_count': 192, 'following_count': 1039, 'tweet_count': 1202, 'listed_count': 0}","England, United Kingdom",
3055984335,False,Alejandro Antolín,,Luchando por causas perdidas en camisas de once varas,princetolin,,False,https://pbs.twimg.com/profile_images/1246523482990673927/-sFB74AJ_normal.jpg,1220930047055486977,"{'followers_count': 243, 'following_count': 342, 'tweet_count': 8046, 'listed_count': 1}","Langreo, España",
920742820327063558,False,Christina,,"If you enter this world knowing you are loved and you leave this world knowing the same, then everything that happens in between can be dealt with.",ChristinaSi206,https://t.co/IQ8CQM5yVP,False,https://pbs.twimg.com/profile_images/1463273649633624066/zPVZh9f3_normal.jpg,,"{'followers_count': 88, 'following_count': 29, 'tweet_count': 5254, 'listed_count': 0}",Los Angeles,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IQ8CQM5yVP', 'expanded_url': 'http://bit.ly/manifest__2022', 'display_url': 'bit.ly/manifest__2022'}]}}"
243795092,False,Alias,,Gaditano en Jaén. Más social que político.,Alias_Miles,,False,https://pbs.twimg.com/profile_images/1513434825880920064/FBL2iNdW_normal.jpg,,"{'followers_count': 82, 'following_count': 169, 'tweet_count': 2433, 'listed_count': 0}","Jaén, España",
31438406,False,Fiona,,the girl who just adores shoes,FionaJGilbert,,False,https://pbs.twimg.com/profile_images/1482778181/Fi_Birthday_2011_normal.jpg,,"{'followers_count': 175, 'following_count': 551, 'tweet_count': 1327, 'listed_count': 1}",London town,
280026263,False,Shom,,,MollyMosh182,,False,https://pbs.twimg.com/profile_images/1514676631994048515/tb_RBF7D_normal.jpg,,"{'followers_count': 27, 'following_count': 233, 'tweet_count': 3885, 'listed_count': 1}",,
1488914610,False,serdar ÖZDEMİR,,"Takip edeni takip ederim, takibi bırakanı engellerim, sıradan iddiası olmayan bir hesap.",ottoman_32,,False,https://pbs.twimg.com/profile_images/1351975784152506372/hG2vrNRj_normal.jpg,1281337808255418372,"{'followers_count': 6359, 'following_count': 7144, 'tweet_count': 2643, 'listed_count': 1}",,
2149510271,False,Paul 'The View' Carver,,"Motorcycles, rock music, NUFC, Seattle Seahawks. Bad views from hotel rooms are my speciality",tenaka66,,False,https://pbs.twimg.com/profile_images/1005944422574456832/UHxKQM9d_normal.jpg,,"{'followers_count': 937, 'following_count': 1051, 'tweet_count': 40762, 'listed_count': 8}",,
18014856,False,Regensbloggerin,,She/her. Immigrant in Germany. @Regensbloggerin@mastodon.steinernebruecke.de,Regensbloggerin,https://t.co/YlLWvU7FyE,False,https://pbs.twimg.com/profile_images/1381938977066860549/zRsqmPrb_normal.jpg,1240997059316121600,"{'followers_count': 931, 'following_count': 606, 'tweet_count': 14800, 'listed_count': 25}",Aldi-Süd,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YlLWvU7FyE', 'expanded_url': 'https://www.democratsabroad.org/de_north_central_bavaria', 'display_url': 'democratsabroad.org/de_north_centr…'}]}}"
238941070,False,reid moss,,24 • agender lesbian • Hari 💕 • I believe in Taika Waititi supremacy •,salanghae707,https://t.co/xRbGvGi3u5,False,https://pbs.twimg.com/profile_images/1521254685671313408/RECRgfPh_normal.jpg,1510753503379177477,"{'followers_count': 1115, 'following_count': 1286, 'tweet_count': 85777, 'listed_count': 17}",they/it,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xRbGvGi3u5', 'expanded_url': 'https://linktr.ee/rosebudpitch', 'display_url': 'linktr.ee/rosebudpitch'}]}}"
2273394072,False,Juan González,,"Artista plástico.
Fiel a mis impulsos creativos.
Adicto al lápiz y al papel y a mancharme las manos de pintura.",juanjugoni,http://t.co/Xt8eOGUKre,False,https://pbs.twimg.com/profile_images/418814879223394304/4W3tE5Qu_normal.jpeg,,"{'followers_count': 50, 'following_count': 239, 'tweet_count': 8963, 'listed_count': 0}",Madrid,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/Xt8eOGUKre', 'expanded_url': 'http://juangonzalezpintor.wordpress.com/', 'display_url': 'juangonzalezpintor.wordpress.com'}]}}"
704756329446031361,False,Jaime Fraile,,aka Tarod o Bolaverde,jfrahdez,,False,https://pbs.twimg.com/profile_images/708041688875409408/qJ_S2S3n_normal.jpg,,"{'followers_count': 35, 'following_count': 337, 'tweet_count': 1762, 'listed_count': 1}","Pamplona, Spain",
14624644,False,Ben Hochstedler,,"spouse, father, Mennonite, computer nerd, disc sport lover, FLOSS advocate, Linux enthusiast, word game geek, & Dominion addict; Born @332ppm",UltimateGeek,http://t.co/SG7G7LaPfk,False,https://pbs.twimg.com/profile_images/378800000099997623/12b9375b42d58a2cc12b1b6773a6c3ab_normal.jpeg,888780792297607169,"{'followers_count': 72, 'following_count': 94, 'tweet_count': 629, 'listed_count': 3}","Goshen, IN","{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/SG7G7LaPfk', 'expanded_url': 'http://ultimategeek.blogspot.com', 'display_url': 'ultimategeek.blogspot.com'}]}, 'description': {'mentions': [{'start': 134, 'end': 141, 'username': '332ppm'}]}}"
293149391,False,Lorenzo,,"Catalán de Vilanova y la Geltrú, y Español como el que más y muy Madridista.",merengon38,,False,https://pbs.twimg.com/profile_images/1502397338865840130/j5LsQEpy_normal.jpg,1242397222421004288,"{'followers_count': 1301, 'following_count': 2845, 'tweet_count': 1235, 'listed_count': 0}","Comunidad de Madrid, España",
1013853780306259968,False,jake™,,ᛥ you’re going to be amazing! ᛥ,jakevittitow,https://t.co/eY7TgPsTSV,False,https://pbs.twimg.com/profile_images/1361376882705506314/LbSvQKHH_normal.jpg,1415875347875254275,"{'followers_count': 245, 'following_count': 641, 'tweet_count': 13864, 'listed_count': 1}",utd ‘23 • he/him,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eY7TgPsTSV', 'expanded_url': 'https://beacons.ai/quitebear', 'display_url': 'beacons.ai/quitebear'}]}}"
1520432490053259265,False,Matt tudor,,"39 year old Bear 🐻. Sober. Recovery. Partnered 👨🏽‍🤝‍👨🏼.Sometimes I doodle and paint 🎨.From London, living in Plymouth ❤️ 🏳️‍🌈",Munkyboi82,,False,https://pbs.twimg.com/profile_images/1520440512750178306/6bBZsPKw_normal.jpg,,"{'followers_count': 23, 'following_count': 255, 'tweet_count': 39, 'listed_count': 0}","Plymouth, England",
18332701,False,⚖stellalimelight,,"Until the same justice is applied equal to all, there can be no justice. We need to acknowledge and teach the true history of this nation. #Resistance",stellalimelight,,False,https://pbs.twimg.com/profile_images/1378850706514305024/v4QDUuy0_normal.jpg,1521704631704846337,"{'followers_count': 7342, 'following_count': 8084, 'tweet_count': 118068, 'listed_count': 29}","Seattle, WA","{'description': {'hashtags': [{'start': 139, 'end': 150, 'tag': 'Resistance'}]}}"
813303615649509377,False,郁郎,,三自治体経験の高校教員。言葉遣い等の対応は鏡の如し。無礼な垢はブロック🚫RTは賛同とは限らない。アカウントの由来は湯婆婆の名付けによる。,majin_ikuro,,False,https://pbs.twimg.com/profile_images/1330630934907940864/BdTaVk9P_normal.jpg,1102191443328659456,"{'followers_count': 343, 'following_count': 62, 'tweet_count': 13813, 'listed_count': 6}",,
27044592,False,Joel Edgington,,Most assuredly not three hamsters in a trench coat.,joeledgington,https://t.co/mwGYLZJwtc,False,https://pbs.twimg.com/profile_images/1480182719573278720/c1zs_EVJ_normal.jpg,,"{'followers_count': 224, 'following_count': 1059, 'tweet_count': 2556, 'listed_count': 3}","Owosso, MI","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mwGYLZJwtc', 'expanded_url': 'http://www.facebook.com/home.php#/joel.edgington?ref=profile', 'display_url': 'facebook.com/home.php#/joel…'}]}}"
1040689087387250688,False,H C E M,,Lifeenjoyer likes to share,HCEM14,,False,https://pbs.twimg.com/profile_images/1061578510534434816/bzo0kKSi_normal.jpg,,"{'followers_count': 61, 'following_count': 1170, 'tweet_count': 460, 'listed_count': 0}",Senegal,
1961033204,False,M Pinto,,Curiosidad,MaitePintoP,,False,https://pbs.twimg.com/profile_images/454558423175421952/uzSUT9Dh_normal.jpeg,,"{'followers_count': 55, 'following_count': 397, 'tweet_count': 2400, 'listed_count': 0}",,
90957692,False,The Atheist Toadhead,,"Atheist, anti-theist, and weird (according to my wife).",atheisttoadhead,,False,https://pbs.twimg.com/profile_images/593533315031793665/wBsKlu1f_normal.jpg,,"{'followers_count': 70, 'following_count': 473, 'tweet_count': 2901, 'listed_count': 1}","Atlanta, Georgia",
3016237136,False,Chetan Kaushik,,,chetan4080,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,999790791685001216,"{'followers_count': 190, 'following_count': 513, 'tweet_count': 2849, 'listed_count': 2}",,
243333117,False,patri,,UGR📍📚📈🧠🫀,patrii_mtnez,https://t.co/Q6MHtIhb9D,False,https://pbs.twimg.com/profile_images/1508526979498270722/-xg63gvJ_normal.jpg,,"{'followers_count': 1036, 'following_count': 400, 'tweet_count': 29464, 'listed_count': 4}",Granada,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Q6MHtIhb9D', 'expanded_url': 'http://instagram.com/patrii_mtnez', 'display_url': 'instagram.com/patrii_mtnez'}]}}"
464000780,False,Xandra M.G.♀️,,"She/her. Me llamo Xandra y soy Diseñadora Gráfica. Sí, con X. Entrenadora de Voleibol. AD Los Campos.
#Oficialidá. Icon by @aru_borrego",xandramgz,https://t.co/swPaMI1glF,False,https://pbs.twimg.com/profile_images/1416796483429470212/S6Qe2yeU_normal.jpg,1505626131344629762,"{'followers_count': 374, 'following_count': 412, 'tweet_count': 45208, 'listed_count': 10}",Asturies,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/swPaMI1glF', 'expanded_url': 'https://www.behance.net/xandramg', 'display_url': 'behance.net/xandramg'}]}, 'description': {'hashtags': [{'start': 102, 'end': 113, 'tag': 'Oficialidá'}], 'mentions': [{'start': 123, 'end': 135, 'username': 'aru_borrego'}]}}"
1547034492,False,Rebecca,,,ralowetx,,False,https://pbs.twimg.com/profile_images/378800000046704087/36013a1c19f1e067ea592f2337b3aa9a_normal.jpeg,,"{'followers_count': 25, 'following_count': 126, 'tweet_count': 1385, 'listed_count': 0}",,
1333809243066134529,False,María C 🌼👼🏻🦋🔥ⓑⓐⓝⓖⓞⓥⓔⓡ,,"Lo único imposible es aquello que no intentas ✌️
Muy fan de Agoney 💜",MaraSolyMar13,,False,https://pbs.twimg.com/profile_images/1477069656863264780/jZndGF-O_normal.jpg,1333827678219231235,"{'followers_count': 69, 'following_count': 139, 'tweet_count': 7872, 'listed_count': 0}",Madrid,
71840795,False,Amna أمنة✌️,,"Knowledge is having the right answers.
INTELLIGENCE is asking the right questions...
Never stop asking...",Femme434,,False,https://pbs.twimg.com/profile_images/1012453224824102912/E8Pf8vJa_normal.jpg,,"{'followers_count': 225, 'following_count': 175, 'tweet_count': 10688, 'listed_count': 1}",West Yorkshire 🇬🇧,
1606309717,False,LeFandi,,in the mood for food,User_138,,False,https://pbs.twimg.com/profile_images/1426330011674370048/11-798G7_normal.jpg,570581814223331328,"{'followers_count': 146, 'following_count': 324, 'tweet_count': 20515, 'listed_count': 0}",Yogyakarta-Pasuruan,
490800439,False,beybae,,"♍︎ embarassin // I'm freaking out, the dog's having a seizure and I still got half a pie left",stellaryza,,False,https://pbs.twimg.com/profile_images/1510192221118685185/9DqadDOg_normal.jpg,,"{'followers_count': 2219, 'following_count': 1880, 'tweet_count': 108597, 'listed_count': 20}",,
1407268649086423040,False,😎 Kay 💙,,"A High Flying Bird. Melophile. History nerd. I love rainbows! Northern Soul, 60s & 70s music and fashion, Indie/90s and anything retro. 😎 big fan of crisps 😍!",MissModette,https://t.co/RcitxonWCi,False,https://pbs.twimg.com/profile_images/1507835646047571970/y0pTnhxg_normal.jpg,1501295405878984711,"{'followers_count': 1198, 'following_count': 564, 'tweet_count': 29943, 'listed_count': 2}",Capital of the North,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RcitxonWCi', 'expanded_url': 'https://www.amazon.co.uk/hz/wishlist/ls/26834BC1B2HWK?ref_=wl_share', 'display_url': 'amazon.co.uk/hz/wishlist/ls…'}]}}"
309188862,False,El bokeron,,La verdad es que no se mucho de nada.,Jalmber,,False,https://pbs.twimg.com/profile_images/2565318963/k4icyb3vz44qpkoizurv_normal.jpeg,,"{'followers_count': 180, 'following_count': 547, 'tweet_count': 5844, 'listed_count': 0}",Málaga,
1013853780306259968,False,jake™,,ᛥ you’re going to be amazing! ᛥ,jakevittitow,https://t.co/eY7TgPsTSV,False,https://pbs.twimg.com/profile_images/1361376882705506314/LbSvQKHH_normal.jpg,1415875347875254275,"{'followers_count': 245, 'following_count': 641, 'tweet_count': 13864, 'listed_count': 1}",utd ‘23 • he/him,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eY7TgPsTSV', 'expanded_url': 'https://beacons.ai/quitebear', 'display_url': 'beacons.ai/quitebear'}]}}"
2418976586,False,inés 🍂,,Zaindu maite duzun hori. ♎️ Atlético de Madrid,inesmdzz,https://t.co/1A0rNDPgUj,False,https://pbs.twimg.com/profile_images/1408971246918905856/Yq3q1Air_normal.jpg,1517227992304558082,"{'followers_count': 1884, 'following_count': 1390, 'tweet_count': 70930, 'listed_count': 6}",Getafe • Madrid,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1A0rNDPgUj', 'expanded_url': 'https://curiouscat.qa/iiiiineeees', 'display_url': 'curiouscat.qa/iiiiineeees'}]}}"
104183299,False,Karen Cotton,,"I'm a wife, mother of 3 boys, Pitt grad, civil engineer, construction proposal leader, Pittsburgh girl living in Virginia. Among other things....",mamacotton,,False,https://pbs.twimg.com/profile_images/763159907579334656/LllJDba8_normal.jpg,,"{'followers_count': 497, 'following_count': 1178, 'tweet_count': 16002, 'listed_count': 23}",,
1510046907116453888,False,CSF@慶應通信,,🇬🇧🇩🇪🇲🇫🇮🇩語勉強中,milbesos726,,False,https://pbs.twimg.com/profile_images/1515561135801790464/mdr_VCln_normal.jpg,,"{'followers_count': 1, 'following_count': 1, 'tweet_count': 9, 'listed_count': 0}",,
1573897406,False,Inspire Indie Radio,,A weekly podcast highlighting unsigned and indie music,inspire_indie,https://t.co/iVW6oWBffI,False,https://pbs.twimg.com/profile_images/1511277099482497026/2FQQi6-h_normal.jpg,1500058581252648963,"{'followers_count': 439, 'following_count': 733, 'tweet_count': 10197, 'listed_count': 4}","Liverpool, England","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iVW6oWBffI', 'expanded_url': 'https://anchor.fm/inspireindieradio', 'display_url': 'anchor.fm/inspireindiera…'}]}}"
31152742,False,Alex Sirota,,"father, software product manager, trumpet player, founder of @newpathtech, University of Michigan football fanatic",alexsirota,https://t.co/5GyEypObW4,False,https://pbs.twimg.com/profile_images/1131235786500788224/hn9N2Vuz_normal.jpg,,"{'followers_count': 962, 'following_count': 623, 'tweet_count': 13926, 'listed_count': 78}","ÜT: 43.94421,-79.39097","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5GyEypObW4', 'expanded_url': 'https://www.newpathconsulting.com', 'display_url': 'newpathconsulting.com'}]}, 'description': {'mentions': [{'start': 61, 'end': 73, 'username': 'newpathtech'}]}}"
468897587,False,Sƚυαɾƚ,,dog hoarder  ▪︎  alcohol enthusiast                          ▪︎  profanity connoisseur 🍏,stuieburley,,False,https://pbs.twimg.com/profile_images/1491862833700745216/Ju4m9qGO_normal.jpg,1402332176524484610,"{'followers_count': 1208, 'following_count': 852, 'tweet_count': 19563, 'listed_count': 3}",Somerset ,
1402920497545834500,False,ひょうnoさぶ,,つぶやきすぎたらどうしようというときにつぶやくかもしれないFB× 本@hyou_same,hyouno_s,,False,https://pbs.twimg.com/profile_images/1496423621572841472/5Okgy24L_normal.jpg,1402999272933449734,"{'followers_count': 36, 'following_count': 1, 'tweet_count': 355, 'listed_count': 0}",,"{'description': {'mentions': [{'start': 34, 'end': 44, 'username': 'hyou_same'}]}}"
694242346804842496,False,"AvaThorne, The Everdistant Utopia",,"She/They/It | Challenged by the gods 22 years ago | Omnitheist, Omnivore, Omniromantic. Chronic annoyance and fool. Homophile",flybaboons,,False,https://pbs.twimg.com/profile_images/1508818142235144206/zNTxTCIP_normal.jpg,1256739880681562113,"{'followers_count': 184, 'following_count': 70, 'tweet_count': 27900, 'listed_count': 0}",,
20947109,False,🍷🐝 🌱 🇺🇦Kathy Lee 🇺🇦🌹🐝📖,,Twittering from Manchester and elsewhere if only I could go there...,KathyLee23,,False,https://pbs.twimg.com/profile_images/711692580895985664/JYFegDQH_normal.jpg,,"{'followers_count': 207, 'following_count': 718, 'tweet_count': 3588, 'listed_count': 2}",Republik of Mancunia,
1295100548883124224,False,luci(fer) ʕ； •`ᴥ•´ʔ,,@venusianharlot’s courtesan | invading a woman’s space near you!,EX0TRAP,https://t.co/A9o24bo83w,False,https://pbs.twimg.com/profile_images/1512474809934004225/ufnPy4kG_normal.jpg,1508439565060747272,"{'followers_count': 33, 'following_count': 310, 'tweet_count': 2822, 'listed_count': 0}",she/her ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/A9o24bo83w', 'expanded_url': 'https://www.paypal.me/LMcGee856', 'display_url': 'paypal.me/LMcGee856'}]}, 'description': {'mentions': [{'start': 0, 'end': 15, 'username': 'venusianharlot'}]}}"
29433197,False,Janderson 🦎,,Primary school teacher who likes running and Prosecco.,janderson_87,,False,https://pbs.twimg.com/profile_images/1032925927351742464/6tXv6GQ__normal.jpg,,"{'followers_count': 112, 'following_count': 838, 'tweet_count': 3227, 'listed_count': 0}",West Sussex,
1475139411448844288,False,andrea,,19 🇬🇧🇮🇹 Lombardia ••ALWAYS GO FORWARD•• him/he #slavarussian🇷🇺,andreeee002,,False,https://pbs.twimg.com/profile_images/1492634721498583041/593wibnK_normal.jpg,,"{'followers_count': 28, 'following_count': 181, 'tweet_count': 1145, 'listed_count': 0}",,"{'description': {'hashtags': [{'start': 47, 'end': 60, 'tag': 'slavarussian'}]}}"
19420767,False,Lindah Carroll,,still can't quite believe that my 20's are behind me,lindahb,,False,https://pbs.twimg.com/profile_images/2383273025/ckhzvthn4urj7zbtt6d4_normal.jpeg,,"{'followers_count': 90, 'following_count': 270, 'tweet_count': 608, 'listed_count': 0}",London,
320732475,False,kendall coded blair girl,,"dedicated to dumb causes // she/they, white// teamkendall",britellism,https://t.co/B0XBCrmisk,False,https://pbs.twimg.com/profile_images/1495839341968609287/lYC4OWcQ_normal.jpg,1326947467573817344,"{'followers_count': 596, 'following_count': 410, 'tweet_count': 62308, 'listed_count': 13}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/B0XBCrmisk', 'expanded_url': 'https://letterboxd.com/katarzynaevva/', 'display_url': 'letterboxd.com/katarzynaevva/'}]}}"
90458367,False,Universal Em Appeal,,"commonplace & different, intimate & distant, fresher than an infant, formerly of @0ldFashi0ned",UniversalEm,https://t.co/O2h7PISUkv,False,https://pbs.twimg.com/profile_images/1517204055537463297/K-8nyubu_normal.jpg,1055430428704890880,"{'followers_count': 335, 'following_count': 455, 'tweet_count': 23435, 'listed_count': 6}","Lusaka, Zambia","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/O2h7PISUkv', 'expanded_url': 'http://headandqueso.tumblr.com/', 'display_url': 'headandqueso.tumblr.com'}]}, 'description': {'mentions': [{'start': 81, 'end': 94, 'username': '0ldFashi0ned'}]}}"
145445013,False,あっつん,,気ままに思いついたら呟きます。ア・カペラ、パチスロネタ、自炊、猫etc...,hammerplayer,,False,https://pbs.twimg.com/profile_images/1509785881632448515/UY8CY00g_normal.jpg,,"{'followers_count': 269, 'following_count': 518, 'tweet_count': 4368, 'listed_count': 3}",台湾・高雄,
17976213,False,Jags Board Game & Movie Guy,,I'm a root beer drinking Libertarian who watches movies. The Asylum is my jam. I own way too many board games. Non-expert at Screen Rant.,MoviePaul,https://t.co/6KWOEewTyB,False,https://pbs.twimg.com/profile_images/1391117266197094400/Wd4MoLg9_normal.jpg,1006952279134621697,"{'followers_count': 2632, 'following_count': 1554, 'tweet_count': 103755, 'listed_count': 87}",Florida,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/6KWOEewTyB', 'expanded_url': 'http://screenrant.com', 'display_url': 'screenrant.com'}]}}"
2314718191,False,Serenity 😊,,Live life to the fullest,AK3Wonder,,False,https://pbs.twimg.com/profile_images/1500384891435110400/clEfkg1O_normal.jpg,1187704573131022336,"{'followers_count': 552, 'following_count': 241, 'tweet_count': 26251, 'listed_count': 0}",,
5929192,False,くつ(ku2),,"どうも。パソコン大好きおじさんです。
アイコンはムフロンという羊で、カバーは某日の武道館です。

佐久間象山さんの以下の言葉に突き動かされて生きてます。
「自分は二十歳にして一国に属することを知り、
　三十歳にして天下に属することを知り、
　そして四十歳になって世界に属することを知った」",ku2_info,https://t.co/ijt98fQoNL,False,https://pbs.twimg.com/profile_images/1277597220955492352/yheKcqU8_normal.jpg,,"{'followers_count': 241, 'following_count': 241, 'tweet_count': 4907, 'listed_count': 1}",Japan,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ijt98fQoNL', 'expanded_url': 'https://ku2.info', 'display_url': 'ku2.info'}]}}"
2263934003,False,Ava,,,lavidadegalay,,False,https://pbs.twimg.com/profile_images/1366076982551805956/LFFe2Q8l_normal.jpg,,"{'followers_count': 103, 'following_count': 150, 'tweet_count': 11114, 'listed_count': 0}","Andalucía, España",
20275446,False,Paulease!,,Furlough has stopped me from doing all the things I'd like to. My views are obscured by the trees. lays the blanket on the ground.,paulmccourt,,False,https://pbs.twimg.com/profile_images/1279162835256426504/bXoz08Fq_normal.jpg,1152687519248650240,"{'followers_count': 644, 'following_count': 686, 'tweet_count': 96692, 'listed_count': 41}",,
274702232,False,Prime Panther,,Kept two kids and four cats alive for 233 days. #BlackLivesMatter #LockUpTheTrumps,PrimePanther,,False,https://pbs.twimg.com/profile_images/1507030291994578954/WDbPKwwO_normal.jpg,1361416596707700737,"{'followers_count': 575, 'following_count': 1251, 'tweet_count': 8907, 'listed_count': 2}",Philly Burbs,"{'description': {'hashtags': [{'start': 48, 'end': 65, 'tag': 'BlackLivesMatter'}, {'start': 66, 'end': 82, 'tag': 'LockUpTheTrumps'}]}}"
21014360,False,Alejandro,,"Medico internista - Padre de 2, Conservador, Guitarrista, pro-vida. #PS5 / #XSX Gamer.",Alejo1986SC,,False,https://pbs.twimg.com/profile_images/1517670328977272834/HoQcF1if_normal.jpg,,"{'followers_count': 1567, 'following_count': 813, 'tweet_count': 46103, 'listed_count': 13}",,"{'description': {'hashtags': [{'start': 68, 'end': 72, 'tag': 'PS5'}, {'start': 75, 'end': 79, 'tag': 'XSX'}]}}"
