,name,protected,url,verified,public_metrics,description,profile_image_url,username,id,location,pinned_tweet_id,entities
62,DadInGeorgia 💙🏳️‍🌈,False,,False,"{'followers_count': 2476, 'following_count': 2042, 'tweet_count': 20450, 'listed_count': 11}","He/Him. Mid-40s single dad, autism parent, cat guardian. Progressive AF. I love my 👪, ☕️, 🥩, 🍺, 🥃, 🎶, & dad jokes. #nerd #BLM #VoteBlue #GoBucks #GoBrowns",https://pbs.twimg.com/profile_images/1509674160884174854/ZNo2pMFg_normal.jpg,DadInGeorgia,192409294,Big L Ranch,1505343818463330306,"{'description': {'hashtags': [{'start': 115, 'end': 120, 'tag': 'nerd'}, {'start': 121, 'end': 125, 'tag': 'BLM'}, {'start': 126, 'end': 135, 'tag': 'VoteBlue'}, {'start': 136, 'end': 144, 'tag': 'GoBucks'}, {'start': 145, 'end': 154, 'tag': 'GoBrowns'}]}}"
63,The Freckled Faced Bandit.,False,,False,"{'followers_count': 271, 'following_count': 218, 'tweet_count': 62376, 'listed_count': 8}",🇬🇩. thirty-four. ♓. blunt. professional nonsensical tweeter by day. i be playing video games at night though. die hard Jay Z fan. not a troll i swear.,https://pbs.twimg.com/profile_images/1488979901193637896/I9iuRSCF_normal.jpg,MissRhonnie,15926275,✩ by way of brooklyn.,,
64,Peter A. Shulman 📚,False,https://t.co/bbnvtOyioi,False,"{'followers_count': 20150, 'following_count': 3375, 'tweet_count': 57031, 'listed_count': 403}","Historian of sci, tech, and American politics. Author of *Coal & Empire* w/@JHUPress. Associate Professor of History @CWRU. Edits @HistOpinion. I ❤️ Archives.",https://pbs.twimg.com/profile_images/1385423170111483909/YhUhbI-l_normal.jpg,pashulman,377766775,"Cleveland, Ohio",1494027664159653893,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bbnvtOyioi', 'expanded_url': 'https://jhupbooks.press.jhu.edu/content/coal-and-empire', 'display_url': 'jhupbooks.press.jhu.edu/content/coal-a…'}]}, 'description': {'mentions': [{'start': 75, 'end': 84, 'username': 'JHUPress'}, {'start': 117, 'end': 122, 'username': 'CWRU'}, {'start': 130, 'end': 142, 'username': 'HistOpinion'}]}}"
65,sammy elliott 🌈,False,https://t.co/0tsL4tbuuf,False,"{'followers_count': 177, 'following_count': 463, 'tweet_count': 31817, 'listed_count': 7}","[he/him] small, anxious and constantly tired. formerly spnsammy 🏳️‍🌈",https://pbs.twimg.com/profile_images/1324973537308893186/P46niMre_normal.jpg,sammystilinksi,468566395,"Colchester, England",1515355924441010177,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0tsL4tbuuf', 'expanded_url': 'http://sammystilinski.tumblr.com', 'display_url': 'sammystilinski.tumblr.com'}]}}"
66,Chester Kaneko,False,,False,"{'followers_count': 8, 'following_count': 263, 'tweet_count': 174, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/443482737391845376/OOGuHAi5_normal.jpeg,ctkaneko,2384172391,,,
67,Swayze,False,,False,"{'followers_count': 79, 'following_count': 1125, 'tweet_count': 2129, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/995319363241725954/8yBh9ngH_normal.jpg,NotSwayze,217894971,"Massachusetts, USA",949481092687507456,
68,Riversong,False,,False,"{'followers_count': 1, 'following_count': 7, 'tweet_count': 152, 'listed_count': 0}",Scholar science.,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Riversong2000,1494030523999653889,,,
69,埼葛農労人民共和国,False,,False,"{'followers_count': 89, 'following_count': 99, 'tweet_count': 10198, 'listed_count': 1}",Saikatzu People's Republic of Agriculture and Labour,https://pbs.twimg.com/profile_images/1449869730832011265/mUdlkAmk_normal.jpg,SPRALMBDM,1401824170372001792,埼葛農労人民共和国,1479306292439437315,
70,Kylie Mae,False,https://t.co/4RMBiP4IT9,False,"{'followers_count': 325, 'following_count': 330, 'tweet_count': 4890, 'listed_count': 2}","LG{BT}🏳️‍🌈 •Be You, Be Happy!• 🥏PDGA: 153679 IG:xxKylieMae •",https://pbs.twimg.com/profile_images/1093741375521243136/S5RFjnO__normal.jpg,xxKylieMae,262430614,"Lombard, IL",1038228866656022531,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4RMBiP4IT9', 'expanded_url': 'http://www.youtube.com/kyliemaevlog', 'display_url': 'youtube.com/kyliemaevlog'}]}}"
71,Tanya Schick,False,,False,"{'followers_count': 10, 'following_count': 50, 'tweet_count': 253, 'listed_count': 0}","She/Her
Pro Makeup Artist
Crazy Cat Lady
Living the dream with hubby

Summer is life #LakeOntario",https://pbs.twimg.com/profile_images/1423691483857698824/R6BKG5b6_normal.jpg,tanya_schick,814940137062858752,"Toronto, Ontario",,"{'description': {'hashtags': [{'start': 85, 'end': 97, 'tag': 'LakeOntario'}]}}"
72,げっちゅー;),False,,False,"{'followers_count': 203, 'following_count': 214, 'tweet_count': 1648, 'listed_count': 0}","初心者ラブライバーです🔰主にスクスタとちょこのっことのお出かけに関しての投稿になります。スクスタ微課金勢-2020年1月から開始🎮/ 推しは、μ's→Eli, Aqours→Mari・Dia, Niji→Ai・Lanzhu/よく交流がある方以外のDMには返答致しかねます。公開コメントにてお願いします。",https://pbs.twimg.com/profile_images/1442098905030615043/skF6PtNf_normal.jpg,F6NgqfDcnWpExRR,1442092792151371781,,1503301421013221378,
73,Stubbs,False,,False,"{'followers_count': 48, 'following_count': 214, 'tweet_count': 2015, 'listed_count': 2}",Keeping it real in moderation. Unfortunate fan of Minnesota sports teams. Also fan of Liverpool F.C. Just waiting for GTA VI.,https://pbs.twimg.com/profile_images/1330339994112831498/eNr1ZR4M_normal.jpg,D_Stubbs,247941189,,,
74,lau ꩜,False,https://t.co/pJAHcFiBhT,False,"{'followers_count': 2057, 'following_count': 2806, 'tweet_count': 20702, 'listed_count': 11}","⠀⠀⠀༞ she/her/they ᵕ̈ | mcyttwt, dsmptwt, violeta
⠀⠀⠀⠀⠀& reborn ‹3 | as your friend, i got you. 𓃠",https://pbs.twimg.com/profile_images/1522077595323404288/vriTnOlN_normal.jpg,irebtoon,1326390250147635201,eng / esp,1520907319634272256,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pJAHcFiBhT', 'expanded_url': 'http://twitch.tv/KaylieWayl1e', 'display_url': 'twitch.tv/KaylieWayl1e'}]}}"
75,PDBissinger,False,,False,"{'followers_count': 248, 'following_count': 756, 'tweet_count': 5517, 'listed_count': 7}","Teacher, dad, husband, Lutheran, music lover, craft beer lover, Vikings, Twins, MNUFC, Everton, Dortmund. Opinions my own, except when I share others.",https://pbs.twimg.com/profile_images/1305591745451823105/qfW_MYrO_normal.jpg,pdbiss,332323329,"Des Moines, IA, USA",,
76,Mørøchå,False,,False,"{'followers_count': 6958, 'following_count': 436, 'tweet_count': 109094, 'listed_count': 20}","No sabía qué hacer y me abrí una cuenta en Twitter. ♡
La foto de #LunaLlena es de @BubbleTw
No me pidas explicaciones, porque no las doy.",https://pbs.twimg.com/profile_images/1478102517846200320/4VOksbZI_normal.jpg,Moro_Argenta,2880867778,Donde dé (?) ,602694659584962561,"{'description': {'hashtags': [{'start': 65, 'end': 75, 'tag': 'LunaLlena'}], 'mentions': [{'start': 82, 'end': 91, 'username': 'BubbleTw'}]}}"
77,Walter Makey. He/Him. Fully Vaxxed,False,,False,"{'followers_count': 98, 'following_count': 227, 'tweet_count': 2223, 'listed_count': 1}","Husband, Dad, pug daddy to Niso and Beau (special needs pup). Resident on Treaty 6 Land. All opinions expressed (including with profanity) are my own.",https://pbs.twimg.com/profile_images/1491453696919543812/5GVj2JaU_normal.jpg,MakeyWalter,2214506238,,1522010937695240192,
78,Tim_Sperry_CT,False,,False,"{'followers_count': 551, 'following_count': 1459, 'tweet_count': 20045, 'listed_count': 1}",Connecticut native returning home after many years. Political junkie and lifelong Democrat. Married to a brilliant critical thinker. #HandMarkedPaperBallots,https://pbs.twimg.com/profile_images/1418680213379194884/IELuLFvB_normal.jpg,YankeeinCT,1081209660282204160,,,"{'description': {'hashtags': [{'start': 133, 'end': 156, 'tag': 'HandMarkedPaperBallots'}]}}"
79,#1 spinster,False,,False,"{'followers_count': 80, 'following_count': 154, 'tweet_count': 32913, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1489672105637691395/zwVNb6tf_normal.jpg,paiienne,55422532,"New York, USA",,
80,Jared S. Cram,False,,False,"{'followers_count': 813, 'following_count': 1319, 'tweet_count': 65294, 'listed_count': 42}","Lawyer, gamer, writer, and voice actor; all nerdy. GM @misfitsofspace. Also Antifa, because fascism is bad. He/Him https://t.co/19i1mUyGbz",https://pbs.twimg.com/profile_images/493471731546193921/nqX1-fYj_normal.jpeg,JSCram3254,4458621,"Philadelphia, PA",,"{'description': {'urls': [{'start': 115, 'end': 138, 'url': 'https://t.co/19i1mUyGbz', 'expanded_url': 'http://JaredCramVoices.com', 'display_url': 'JaredCramVoices.com'}], 'mentions': [{'start': 54, 'end': 69, 'username': 'misfitsofspace'}]}}"
81,Claudio N +1m2 🇦🇷 My son moved to Spain 🇪🇸,False,,False,"{'followers_count': 381, 'following_count': 525, 'tweet_count': 13629, 'listed_count': 1}",Sin 🎶 la vida sería un error - La grieta es Moral - YoNolosVoté 🇦🇷 me seguis te sigo AnCap = futuro,https://pbs.twimg.com/profile_images/1514385299337461764/ixc_Z8XB_normal.jpg,clau0n,3741149614,,1469287288190476290,
82,Lola Jimenez Diz,False,,False,"{'followers_count': 140, 'following_count': 321, 'tweet_count': 6444, 'listed_count': 9}",,https://pbs.twimg.com/profile_images/1028747727293894656/_6cv_aC8_normal.jpg,Loladiz74,283142055,"Cordoba, España",,
83,"Dan ""Seriously WTF?"" Preston",False,https://t.co/gvPLQsqZ77,False,"{'followers_count': 668, 'following_count': 2199, 'tweet_count': 7340, 'listed_count': 6}","documentary filmmaker & progressive activist, building democracy including within the Democratic Party #TakeBackNJ #BLM #WearAMask #StandWithUkraine #Democracy",https://pbs.twimg.com/profile_images/1497026064450822155/9GXYKDid_normal.jpg,danpreston,15254714,"Bordentown, NJ",794625669808476160,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gvPLQsqZ77', 'expanded_url': 'http://www.danpreston.com', 'display_url': 'danpreston.com'}]}, 'description': {'hashtags': [{'start': 103, 'end': 114, 'tag': 'TakeBackNJ'}, {'start': 115, 'end': 119, 'tag': 'BLM'}, {'start': 120, 'end': 130, 'tag': 'WearAMask'}, {'start': 131, 'end': 148, 'tag': 'StandWithUkraine'}, {'start': 149, 'end': 159, 'tag': 'Democracy'}]}}"
84,Julián🐻,False,https://t.co/uRRGWlpE7Y,False,"{'followers_count': 933, 'following_count': 773, 'tweet_count': 94303, 'listed_count': 11}","22 | Historia UBA 📖.

🐔❤️.

We are kill gods.",https://pbs.twimg.com/profile_images/1523401139776933888/zWp46WKs_normal.jpg,JulianV_27,2729619135,El Palomar,1476305740369252352,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uRRGWlpE7Y', 'expanded_url': 'https://www.instagram.com/julian_carp27/?hl=es-la', 'display_url': 'instagram.com/julian_carp27/…'}]}}"
85,Brandon🅳🅼🅶🦓,False,https://t.co/mIXfNWLwJ5,False,"{'followers_count': 161, 'following_count': 156, 'tweet_count': 11971, 'listed_count': 14}","Pro wrestling referee, Torture Chamber Dojo graduate. Aspiring Twitch streamer
📧bookings: refbrandon123@gmail.com
📸IG : BrandonDMG",https://pbs.twimg.com/profile_images/1474798153224368133/mZtCNBpx_normal.jpg,dmgBrandon,51275913,"Montréal, Québec",1463707520141340677,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mIXfNWLwJ5', 'expanded_url': 'https://linktr.ee/BrandonDMG', 'display_url': 'linktr.ee/BrandonDMG'}]}}"
86,Run2Eat™,False,https://t.co/q7vfObVDBp,False,"{'followers_count': 137, 'following_count': 71, 'tweet_count': 33850, 'listed_count': 11}","scattered smothered covered |
citizen-scientist |
warrior powerful @wutangclan |
stay humble @humbledaysco |
heartbeat billionaire |
7w8 | flamboyant natural |",https://pbs.twimg.com/profile_images/2483102006/7s5fhat0khyeef2luzg6_normal.jpeg,Run2Eat,5779172,waffizzle in da hizzouse,1306690943509291008,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/q7vfObVDBp', 'expanded_url': 'http://www.wafflehouse.com', 'display_url': 'wafflehouse.com'}]}, 'description': {'mentions': [{'start': 67, 'end': 78, 'username': 'wutangclan'}, {'start': 93, 'end': 106, 'username': 'humbledaysco'}]}}"
87,Kyle Williams,False,,False,"{'followers_count': 105, 'following_count': 552, 'tweet_count': 1133, 'listed_count': 2}","music, food, and pretty much anything involving swords or dragons",https://pbs.twimg.com/profile_images/1102580127576346632/hjvZzFfk_normal.jpg,kwil_7,241162117,"Sharpsburg, MD",,
88,eric,False,,False,"{'followers_count': 41, 'following_count': 348, 'tweet_count': 2052, 'listed_count': 6}",queer vegan feminist. religious. BLM. (they/him/eric),https://pbs.twimg.com/profile_images/697257343000694784/aXGOLOVu_normal.jpg,be_becoming,1644964088,"Pittsburgh, PA",,
89,rob.,False,,False,"{'followers_count': 464, 'following_count': 409, 'tweet_count': 2928, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1513304562819637251/N_RdcJ96_normal.jpg,robmossla,1401526279996952577,20,1508573334463782919,
90,clara_vipa,False,,False,"{'followers_count': 168, 'following_count': 180, 'tweet_count': 9608, 'listed_count': 1}","Comunicació Audiovisual
UV 🎬🎥🎭 •
♀️&🎗 •
💜🌙 •
Me flipen els pelotazos i fer el capullo",https://pbs.twimg.com/profile_images/1351287452959465473/YB1JHtAl_normal.jpg,clara_vipaa,1205448939908014080,País Valencià,1384587805184176136,
91,Kenny,False,,False,"{'followers_count': 781, 'following_count': 1870, 'tweet_count': 9445, 'listed_count': 4}","Full time dad and husband
#patriots
#skateboarding
#401 
#beweird #loveyourself",https://pbs.twimg.com/profile_images/1201350560693325826/3xPrkkR1_normal.jpg,kenny_too_many,226111841,"Rhode Island, USA",,"{'description': {'hashtags': [{'start': 26, 'end': 35, 'tag': 'patriots'}, {'start': 36, 'end': 50, 'tag': 'skateboarding'}, {'start': 57, 'end': 65, 'tag': 'beweird'}, {'start': 66, 'end': 79, 'tag': 'loveyourself'}]}}"
92,Handy and Handsy,False,https://t.co/bxuJ5IF3ss,False,"{'followers_count': 73, 'following_count': 54, 'tweet_count': 9214, 'listed_count': 4}",It's all fun and games until no-one is having fun or playing games anymore.,https://pbs.twimg.com/profile_images/1377117752352067585/plHmd2M9_normal.jpg,RyZanderVan,177617809,"St Paul, MN",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bxuJ5IF3ss', 'expanded_url': 'http://twincitiesgeek.com/twin-cities-geek-staff/ryan-vanalstine/', 'display_url': 'twincitiesgeek.com/twin-cities-ge…'}]}}"
93,Dave Robinson 🇪🇺 🇬🇧 🇪🇸 🇺🇦,False,https://t.co/CeyuvcKmJy,False,"{'followers_count': 358, 'following_count': 1222, 'tweet_count': 1946, 'listed_count': 8}",Travel tech. Rock 'n' roll. Copywriting. Brand. Pedantry. Politics. Humour. Opinions a product of my own sick mind. Bass player for @angrysaints rock band.,https://pbs.twimg.com/profile_images/1096936638/dave_square_normal.jpg,drobinson1969,175337565,"Madrid, Spain",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CeyuvcKmJy', 'expanded_url': 'https://www.facebook.com/angrysaints', 'display_url': 'facebook.com/angrysaints'}]}, 'description': {'mentions': [{'start': 132, 'end': 144, 'username': 'angrysaints'}]}}"
94,lovechild of brian johnson and cameron frye,False,,False,"{'followers_count': 65, 'following_count': 64, 'tweet_count': 12339, 'listed_count': 0}",the world only spins forward,https://pbs.twimg.com/profile_images/575828266151383040/BzFc7mvV_normal.png,andimjavier,39426452,in the Subaru forever,927939673678340096,
95,claire,False,,False,"{'followers_count': 482, 'following_count': 416, 'tweet_count': 19349, 'listed_count': 22}","🐧 The sink does not want to come in. Views are my own, etc. Cycle breaker.",https://pbs.twimg.com/profile_images/1494811736356102151/92u0ihUj_normal.jpg,zerofox_,274475723,"UK, somewhere",,
96,Ma del Carmen López 🖐,False,,False,"{'followers_count': 404, 'following_count': 985, 'tweet_count': 62356, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1389343775420522499/eiudUw4__normal.jpg,carmenlopez831,717673588875255809,"Corrientes, Argentina",,
97,Maaz,False,,False,"{'followers_count': 67, 'following_count': 156, 'tweet_count': 176, 'listed_count': 2}",Ventura native 🍓🏳️‍🌈 | he / him / his | #blacklivesmatter,https://pbs.twimg.com/profile_images/1035163646786039808/TltCDnHd_normal.jpg,maazataullah,304166356,"San Francisco, CA",1497689747480743937,"{'description': {'hashtags': [{'start': 40, 'end': 57, 'tag': 'blacklivesmatter'}]}}"
98,Steve Birnie 🇺🇦,False,,False,"{'followers_count': 467, 'following_count': 1743, 'tweet_count': 10786, 'listed_count': 20}","He/him Married to @colleenbirnie, father of 2. Use Twitter for news, personal sharing & my own amusement. Views and opinions expressed in tweets are my own.",https://pbs.twimg.com/profile_images/1512141426561359874/NBzRNDHD_normal.jpg,SteveBirnie,44491948,"Brampton, Ontario, Canada",,"{'description': {'mentions': [{'start': 18, 'end': 32, 'username': 'colleenbirnie'}]}}"
99,Radiowavvvy,False,,False,"{'followers_count': 644, 'following_count': 97, 'tweet_count': 880, 'listed_count': 0}","When you're talking, you aren't listening 🎧",https://pbs.twimg.com/profile_images/1508616423756779521/T5zz-hX2_normal.jpg,TKMatunda,1265718156,,,
19907949,B-Ball Paul Atreides,False,https://t.co/yfA3VZCZRM,False,"{'followers_count': 3177, 'following_count': 1058, 'tweet_count': 492917, 'listed_count': 104}","I got a snake, mang. One time, I fed him some beer. He was slithering this way and that. He was all facked up.

he/him, AR/DP/AD 4 ever",https://pbs.twimg.com/profile_images/1476267556604317697/zOs9w3rQ_normal.jpg,tholzerman,,go birds,1358129985891028993,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yfA3VZCZRM', 'expanded_url': 'https://tholzerman.substack.com/', 'display_url': 'tholzerman.substack.com'}]}}"
736260811740610560,Liana Brooke,False,,False,"{'followers_count': 511, 'following_count': 807, 'tweet_count': 16835, 'listed_count': 6}","*excelsior 🗽 
work Hard 💵 play Harder 🎉",https://pbs.twimg.com/profile_images/1476575930814537738/NdGy9BOc_normal.jpg,Liana_bro0ke,,"Staten Island, NY",,
